,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.399702191010374,0.00712723336976904,0,0,0,0,0,0,0,0.227083285728837,0,0,0,0,0,0,0,0,0.12046379960682,0,0,-0.00612559996773041,0,0,0.0741394621131246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853807641012237,0,0,0,0,0.00380186178331211,0,0.0553451170086075,-1.73472347597681e-18,-0.129918207690917
X601939.CH.EQUITY,0.481961157315091,0,0,0.247757807739214,0,0,0,0,0,0,0.0209207304980665,0,0,0.0402548753697457,-0.165246487607414,0,0,0,0,0,0,0,0,0,0,0.181991779507576,0,0,0,0,0,0,0,0,0,0,0,-0.0144921172069927,0,0,0,0,0,0,0,0,0,0.0413114752205244,0,0.0694437690858258,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297078954657099,0.0953065083837087,0,0,0.174405609756094,0,0,0,0,0,0,0,0,0.189418759383374,0,0,0,0,0,0,0.0453101572882792,0,0,0,0,0,0,0,0,0,0,0,0,0.121989723818574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0
X601988.CH.EQUITY,0,0,0.0321561101620282,0.424504907946464,0,0,0,0,0,0.335260480549117,0,0,0,0,0.0194984075639218,0.318332476166398,0,0.0407294887286104,0,0,0,0,0,0,0,0,0.0772650096909156,0,0,0,0,0,0,0,0,0,0,-0.622708087154624,0,0,0,0,0,0,0,0,0,0,0.0898449690257339,0,0
X600036.CH.EQUITY,0,0.0272739643733441,0,0,0,0,0,0,0.0112548156767113,0,0,-0.0318719953923827,0.187659158766912,0,0,0,0,0.12282533062889,0,0.18218171423251,0,0,0,0.0750423305132939,0,0,0,0,0,0,0,0.35138763514282,0,0,0,0,0,0,0,0,0,0.0307414694244344,0,0.151291172088773,0,0,0,0,0,0,-0.00808215903876908
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,-0.0565577577954903,0,0,0,-0.165271604656805,0,-0.037778912665954,0,0,0.243255450246474,0,0,0.276924199555262,0,0.0952233986564663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019576987328043,0,0,0.20005982502199,0,0,0,0,0,0,0.176811912104756,0,0,-0.0479117229608309
X601658.CH.Equity,0,0,0,0,0.13605272388986,0,0,0,0,0,0,0,0,0,0,0,0,0.268252412329307,0,0,0,0.0280087948328325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323453296613684,0,0.164187172865799,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.334278935476709,0,0,0.300748773290701,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.115708421643807,0,0,0,0,0,0,0,0,0.0408580520095349,0,0,0,0,0.184475996166548,0.0107519522557705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920828587755895,0,0.0642678137740444
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0
X601166.CH.EQUITY,0,0,0,0.0602636279778904,0,0.303237088159584,0,0,0,0.0246959417580943,0,0,0,0,0,0,0,0.0300794019905666,0,0,0.0317157969259786,0,0,0,0,0,0,0,0,0.226135081644139,0.0569037896655898,0,0,0,0,0,0,0.00800918229197334,0,0,0.0392537321700413,0.0400256384344698,0,0,0,0,0,0.0849520552250772,0,0.143393361213137,0
X600000.CH.EQUITY,0.109289461858113,0,0,0.146152219345786,0,0,0.0183326654209957,0,0,0,0,0,0.287704552369843,0,0,0,0,0,0,0,0,0.0652574354030526,0,0,0,0,0,0,0.129899581507977,0,0,0,0,0,0,0,0,0,0,0,0,0.0259916763061031,0,0.0115428479460976,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722836887499786,0,0,0,0,0,0,0,0,0,0,0.304577153150888,0.0607543470915159,0,0.0225335051314349,0.372634708324121,0,-4.33680868994202e-19,0.00774039286306292,0,0.0470865531210073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367055308640485,0,0,0,0,0,0,0.257163757786756,0,0,0,0,0,0,0.00359749432366722,0,0.213524036713933,0.267860990839417,0,0,0.0569001171387246,0.0693129406473103,0.0806823978824966,0,0.0100011728472673,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348180072944589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201520212709624,0,0,0,0,0,0,0,0.0485781922889848,0,0,-0.0615385142396132,0.0197104906343462,0,0,0.285002798970573,0,0,0.13983334891677,0,-0.0785212058544042,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.353760622438277,0,0,0,0,0,0,0,0,0,0,0,0.120124110795163,0,0,0,0,0,0,0,-0.00872231630897136,0,0,0,0,0,4.33680868994202e-19,0,0.0751723546631618,0.320398987014404,0,0,0,0,0.130475054430474,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440824035882991
X688.HK.EQUITY,0,0.268108985026505,0,0,0,0,0,0.121421427352175,0,0,0,0,0,0.0924932315170192,0.072893743032136,0,0,0,0,0,0,0,0,0,0,0,0,0.237666423186227,0,0,0,0,0,0,0,0.121771123342399,0.0537189282697012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0789270561495909,0,0.654358610825869,0,0,0,0,-0.0224478477746152,0,-0.0937811233510738,0,0,6.93889390390723e-18,0,0,0,0.188686148740543,0,0,0,0,0,0,0,0,0,0.0295659604181494,0,0,0,0,-0.0120097320474274,0,0,0,0,0,0,0,0,0.0912000809592782,0,0,0,0,0,0,-0.0162642626125935,0,-0.16199379595037,0
