,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0.168704476710833,0,-1.73472347597681e-18,0.083394882924035,0,0,0,0,0,0,0,0,0,0,0,-0.012860135519118,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0830935171788844,0,0,0.115797701260639,0,0,0,0,0.412453564915049,0,0,0,0,0,0,0,0,0,0,0.135724667864967,-0.0885328653007813,0,0,0,-0.0863431329704497
X601939.CH.EQUITY,0.199891373862039,0,0,0.356626898212084,0,0,0,0,0,0,0,0.0640552035308794,0,0.183753298685471,0,0,0,-0.117585166922839,0,0,0,0.0562429522277818,0,0,0,0.207471299726557,0,0,0,0,-0.113440712795161,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152121081489237,0,0,0,0,-8.67361737988404e-19,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0
X601288.CH.EQUITY,0,0.632068169626124,0,0,0.160271538519433,0,0,0,0,0,0.013468365523673,0,0,0.016626491667248,0,0,0,0,0,0,0,0.122986885733259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113582707345193,0,0,0,0,0,-0.0428025756128696,0
X601988.CH.EQUITY,0.135836463448429,0.116006772245388,0,0.21165149377678,0,0,0,0,0,0.311252764074217,0,0,0,0,0,0.220598176854682,0,0.129293534565693,0,0,0.0570697478312346,0,0,0,0,0,0,0.138001511074221,0,0,0,0,0,0,0,0,0,0,-0.584411684059315,0,0,0,0,0,0,0,0,0,0,0.0552909753441256,0
X600036.CH.EQUITY,0,0.205874816352371,0,0,0,0,0,0,0.154236029593169,0,0,0,0.137559148539409,0,0,0,0,0,0,0,0,0,0.0855068866660901,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0124497293877493,0.00382437718632641,0,0.306068172581422,0,0,0,0,0,0.0582761186409892,0,0,0,0,0,0.0189354504039667,0,0.0658991774523315,-0.020960799004898,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.114442135516474,0,0,0,0,-0.146350994371976,0,0,0,0,0,0.0541290698504089,0,0,0,0,0,0,0.363089713749533,0,0,0,0,0.106534138071254,0,0,0,0,0,0.0932866434236335,0,0,0,0,0,0,0.0517360642673657,0,0,0,0,0,0,0.191104918442886,0,-0.0317984357542512
X601658.CH.Equity,0,0.0718880928627169,0,0.100886983671833,0.0396043263033485,0,0,0,0,0,-0.0322260070821405,0,0,0,0,0,0,0,0,0.267326760040766,0.188589598965821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289453891015811,0,0.0959400320812624,0,-0.134109249234542,0,0,-0.0791355556264749,0,0,0,0,0,0,0
