,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0827840766967525,-3.46944695195361e-18,0.0909201272513354,0,0,0,0,0,0,0.472574257060272,0,0,0,0,-0.22219872062466,0,0,0,0,0,0,0,0,0,0,0,0.105108848358146,0,0,0,0.0714207002563523,0.121911277662154,0,0,0,0,0,1.73472347597681e-18,0.01535362154495,0,0,0,0,0,0.0726463407583694,0,0,0.219661913048749,-0.0608526081597979,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0,0,0
X601939.CH.EQUITY,0.478042274876569,0,0,0.00555410473664682,0,0.179373184354066,0,0,0,0,0,0,0,0.0625217464145382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370732890744174,0,-0.115923259825304,0,0.0464346029705339,0,0,-0.04553792513249,0,0,0,0,0,0
X601288.CH.EQUITY,0.514160725808262,0,0.172612085293082,0,0.137742217182057,0.0115485760872173,0,0,0.0785940565432306,0,0,0,0,0,0,-0.0663058447806367,0,0,-0.0142616581023103,0,0,0,0,0,0,0,0.096645679604043,0,0,0,0,0,0,0.0121046767607425,0,0.0374474434059482,0,0.0764125019908961,0.174531359600592,0,0,0,3.46944695195361e-18,0,0,0.00556866180419466,0,0,0,0,0,-0.0635399857684565
X5.HK.EQUITY,0,-0.129773386602336,0.193755305189649,0.174940261968335,0,0,0,-0.168593073730468,0,0,0,0.240543728480487,0,0,0,0,0,0.518160950259012,0,0,-0.0659265201988948,0,0,0.18229733602949,0,0,-0.168672108174163,0,0,0,0,0,0,0,0,0.0276524686624831,0,0,0,0,0,0,0,0,0,0.122980902703211,0,0,0.117505483339535,0,0,0
X601988.CH.EQUITY,0.0766039899163969,-3.46944695195361e-18,0.173244531802729,0.121472416769122,0,0,0,0,0.124764932757648,0.0983576159052322,0.168998554383273,0,-0.288392722389511,0,0,0,0,0,0.0183915239304323,0,0,-0.08525100343904,0.259246512071694,0,0,0,0.111012314140607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322368193877473,0,0,0,0,0.0174577768420753,0,0.000940110388560708
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.22820551240505,0,0,0,0,-0.0698468723217561,0,-0.0757280614571852,-1.38777878078145e-17,0,0.26703810316875,0.259555174651956,0.14188907095752,0,0,0,0,0,0,0,0.121347573400856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162903243824836,0,0,0,0,0,0
X601628.CH.EQUITY,0.223327537238994,0.14614718774109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094359672899175,0,0,0,0,0,0,0,0,0,0.204623814503894,0,0,0,-0.00569285030178326,0,0.0400262856443376,0,0,0,0,0,0,0,0,0,0,0,0.0462148656026679,0,-0.016370418310185,0,0.340140711861369,0,0.0478830208339407
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
