,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.46263460991909,0.0884308855151468,0.0923423475190082,0,0,0,0,0,0,0,0,0,0,0,0.0764602674102345,0,0,0,-0.0544011553134223,0.0565102224187383,0,0.106738100506493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698940300067311,0,0.0157237777805878,0,0,0.00831606444047991,0.0309576978467407,0.220953353001057,0.0175291597309866,-0.110303269843776,0,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.297460903170552,0,0,0,0.201647426227152,0,0,0,0,0,-0.0447004298452028,0.155077881809016,0,0.00871721839712417,0,0,0,0.0233045640711041,0,0.134165458577308,0,0,0,0,0.136853157367686,0,0.223203083511336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397879661079416,0.0398651086234793
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.174057662834061,0,0.0433374749462015,0,0,0.0784161497958189,-0.0828445158060355,0.318858603703836,0.0106731218200019,0,0,0.0457281165387323,0,0,0,0.0737992794221702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169887975832056,0,0,0,0,0,0,-0.120828790083908,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,-0.0315159547134732,0,0,0,0,-0.0781089790890432,0,0,0.093200112750237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246814581115249,0,0,0,0,0,0,0,0,0,0,0.0729145075873062,0,0.29314597340536,0.26027711529327,0.174345759361325,0,0,0,0,0,0,0.288194543969341,0,0.087398085237646,0
X601988.CH.EQUITY,0,0.118066278350959,0.0494918788170862,0.289639709394347,0.182409030589425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286516695758828,0,0,0,0,0,0,0,0,0.13848664954262,0,0,0.128413103617353,-0.0442035667476318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208243798092403,0,0,0,-1.81113062409596e-05,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0979829904673079,0.0108147975898291,0.101179970616085,0,0,0,0.055735855079602,0.232636270094614,-1.73472347597681e-18,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331319768276932,0,0,0,0,0.174196336561802,0,0,0,0.00241741729441402,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761379233065433,0.169972116490018,0,0,0,0,0,0,0,0.0960569255503792,0,0.00244319285236966,0,0,0.0600211098566426,0,0,0,0,0,0,0,0,0.183628844653099,0,0,0.367257295229916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229460945845091,0,0,0,-0.0553922552458682,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.220409374055947,0,0,0.0997443571154334,0,0,0,0,0,0,0,0.279814134368729,0,0,0,0,-0.161573623758722,0,0.202798649627362,0,0,0,0,0,0.172461265808564,0,0.0294438693083625,0,0.132557597055728,-0.0260468989541002,0,0,0,0,0,0,0.255305108909547,0,0,0,0,0,3.46944695195361e-18,-0.181726744067231,0,0,0.146769209717767,0.14674386250795,0,0
X601658.CH.Equity,0.170717151596542,0,0,0.143408188316358,0.0668314252761892,0,0,0,0,0.393422379363724,-0.0677961201358056,0,0,0.084812184105806,0,0,0,0,0,-0.0161132392558074,0,0,0,0,0,0,0,0,0.0939978539489522,0.0865287069027144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109762486161857,0,0,0.0765474534379946,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.656459256273571,0,0.0829522314978005,0,0,0,0,0.0898477994266157,0,0,0,0.0517768480176909,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.150169795741662,0,0.0658163538675547,0,0,-0.277848134745526,0,-0.115125887899498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389144039165575,0.0429932578636059,0,0.00512510515021681,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0113917292446728,0,0,0,0,0,0,0,0,0,0.0318225853083569,0,0,0,0,0,0,0,0,0.723071673697817,0,0,-0.0232028012292699,0,0.0567456775884156,0,0,0,0,0,-0.061939672264113,0,0,0,0,0,0,0,0,0.055712927124954,0,0,0.0449121480985762
X600030.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0.00421148687620369,0,0,0,0,0,0,0,0,0.462241367098824,0,0,0.219754704944447,0.0550016333492703,0,0,0,0,0,0,0,0.0102418854762186,0,0,0,0.00532461147252982,-1.73472347597681e-18,0,0.0151606041908019,0,0,0,0,0,0.178195063415942,0,1.73472347597681e-18,0.109420770923423,0,0,0,0,0,0,-0.0225265880768585
X601328.CH.EQUITY,0.0424845508196624,-3.46944695195361e-18,0,0,0,0,0.0178046336605713,0,0,0,0,0,0,0,0,0,0,0,0.443793848064186,0,0,0,0,0,0,0,0.116307848917065,0,0,0.116343035152306,0,0,0,0,0,0.0914074408498054,0.0149621012662138,0.029731392687227,0,0,0,0,0,0,0.0832803314358217,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.325048116544953,0,0,0.163821667913044,0.143427257791423,0,0,0,0,-0.0374506177760065,0,0.0425568711264685,0,0,0,0,0,0,0,0.280334014732327,0,0,0,0,0.0692797797636802,0,0,0,0,-0.0531829891735235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111676809699638,0,0,0,0,0,0,0,0.114670018130661
X601066.CH.EQUITY,0,0,0.109637766689537,0,0,0,0,0,0,0,0,0,0,0,0.560307335366356,-0.159403616966635,0,0,0,0,0,0,0,0.101576360576111,0,0,0,-0.00393575005614544,0,0,0,0,0,0.0825873051451765,0,0,0,0,0,0.120276927598721,0,0,0.0848596885865834,0,0,0,0.0473237720813766,0,0,0.173616414730935,0,0,0.0423406505296476
X600000.CH.EQUITY,8.67361737988404e-19,0.1926140106525,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0157438863653782,0,0,0,0.373290123010979,0,0,0,0,0,0,0.0162110191459289,0,0.0417968315500713,0,0,0,0,0.0513839544749849,0,0,0,0,0,0.00147024232637816,0,0,0,0,0.0484117815446274,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0767218249050633,0,0,0,0,0,0,0,0,0.0327233606750828,0.0618328756931361,0,0,0,0,0,0,0,0.219777069153977,0,0,0.0521748213892344,0,0,0,0,0,0.0170616777950726,0,0,0,0,0,0,0,0.339971014206595,0,0,0.177938614155241,0.0678242133095284,-0.640907964765278,0,0,0,0,0.156875681610168,0.10856110204058,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.158022125726892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164982026143099,0.220432254194082,0,-0.0486594238768532,0,0,0.250485867352063,0,0,0,0,0,-0.150322689743259,-0.037385597354196,0,0,0,0,0.0111579097281443,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07754120654635,0,0.00849974978571553,0,0,0,0,0,0,0,0,0,-0.10067156979651,0,0,0,0.116089787181098,0,0.225507710104976,0.0370490257015602,0,0,0.0742644259648203,0,0,0,0,0,0,0.130757689830221,0.45711309830491,0,0,0,0,0,0,0
X2388.HK.EQUITY,0.118757138375116,0,0,0,0,0,0,0,0.180941832107268,0,0.0699536925265462,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719577856232096,0.424925086492812,0,0,0,0,0,-0.344480922805227,0.129608506803596,0,0,0,0,0.0478520776197979,0.0546768635330633,0,0,0.00842146558430499,0,0,0.0980304979692141,0,-0.176826098382911,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.070494053055419,0,0,0.13578675442802,0,0,0.247540014782641,0,0,0.0513789907861583,0,0,0.0634557945521185,0,0,0,0,0,0,0.266614761746492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610231552722775,0
X601998.CH.EQUITY,0,0,0,0,0.284703098337249,0,0,0.075602961322324,0,0,0,0,0,0.0550919004882405,0,0.201261188274933,0,0.293904588592857,0,0,0,-0.0180540342171758,0,0,0,-0.00250238643220546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556904609510448,0,0,0,0.149346719450973,0,0,0,0,0,0.0392796018152437
X002142.CH.EQUITY,0,0,0,0.422935051846164,0,0,-0.219382265500279,0,0,0,0,0,0,0,0,0,0,0,0.0364017698757618,0,0,0,0,0,0,0,0,0,0.0759855970052753,0,0,0,-0.0452427436192197,0,0.208294070643223,0,0,0,0,0.127403811613945,0,-0.0239992981792194,0,0,0.0761723070878432,0,0,0,0,0,0,0.0578357543451002,0
X600016.CH.EQUITY,0,0,0.0846861611147767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214208697178616,0,0,0,0,0,0.0910403327829069,0,0,0,0.0723574764624026,0.0868645572978147,0,0,0.686467060264915,0,0,0,0,0,0,0,0,-0.398251351819378,0,0.158371897037638,0,0,0,0,0,0,-0.156875751982766,0
X11.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0.0512714041039496,0.485690264957543,0,0.0581185095757596,-0.0451641846473722,0,0,0,0,0,0,0,0,0,0,0.326825493051347,0,0,0,0,0,0,0,0,0,0.136438838732299,0,0,0.112180439190796,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0554900031897173
X601818.CH.EQUITY,1.73472347597681e-18,0.0813258400545603,0.0847283102388224,0,0,0,0,0,0,0.169846991319073,0,0.217591555408741,0,0,0,0,0,0,0,0,0,0,0.0104716867392977,0,0,0,0.0208036620749729,0,0,0,0,0,0,0.177350847943171,0,0,0,0,0,0,0,0,0,0,0,0,0.130835165650744,0,0.0901240236045593,-0.0195524479051974,0,0,0
X600048.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0,0,0.212933411743944,0,0,0.173114397184141,0,0,0.383639341798643,0,0,0,-0.154642443481083,0,0,0,0,0,0,0,0.19671055161294,0,0,0,0,0.10578609041352,0,0,-0.00879661508629286,0,0.22158691973186,0,0,0,0,0,0.016882157192822,0,0.0950681691878055,0.045014969049818,0,0,0,0,0,0,0,-0.184567211532587
X2007.HK.EQUITY,0,0.000113475194266182,0,0,0,0,0,0.102040774654755,0,0,0,0,0,0,0,-0.620966405827741,0,0,0,0,0,0,0.126187243579224,0,0,0,0,0,0,0.131296488796033,0,0,0.23121343097766,0,0,0.378551025322789,0,0,0,0,0,0,0,-0.129637284744826,0.29148577119503,0,0,0,0,0,0,0,0.0900692221766357
X600999.CH.EQUITY,0,0,0,0,0,0.12413686690604,0.0769100529617135,0,0,0.103709948972271,-1.73472347597681e-18,0,0.0754716648204714,0,0.0383869759318566,0,0,0.0524704200353304,0,0,0,0,0,0.17209534667856,0,0,0,0,0,0,0,0,0,0.420779258925998,0,0,0,0.0765505849214035,0,0,0,0,0,0,0,0,0,-0.0702968952120836,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160478944991329,0,0,0,0.750144456486608,0,0.158648295861677,-0.386431312988312,0.0766150714324939,0,-0.231217854156004,0.242741172284012,0,0,0,0,0,0,0,0,0,0,0,0,-0.251137423719384,0,0,0,0.123804012421279,0.17820603635775,0,0,0,0
