,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.521225223793514,0,0.0754580180789682,0.0311449034301837,0.092230193953278,0.050349036058383,0,0,0,0,0,0,0,0.0257272358041793,0,0.0402537439827194,0,0.0628956790990339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726079400816559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493261968852404,0,0,0.0357354292632343,0,0,0,0,0,0.141377418290156,0,0,0,0,0,0,0,0,0,0.0131421062529499,0,0,0,0.0113439823407671,0,0,0.159067997581655,0.0505729991264723,0,0,0,0,0,0,0,0,0,0,0,0,0.0547987745911477,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.461837605435867,0,0.0454819331985156,0,0,0.0303943083292768,0,0,0,0.0940266367820589,0,0,0,0,0,0,0.18348205909694,0,0,0,0,0,0,0,0,0.00862096601931522,0,0,0.130988946241189,0.0349511766621975,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.310087002221864,0,0,0,0,0,0,0,0.321194309945501,0,0,0,0.211371282927071,-0.372280709147117,0,0,0,-0.0486894634907308,0.158919397664843,0,0.141893313130389,0,0,0,0.27742764444452,0,0,0,0,0,0,-0.0650990818380291,0,0,0,0,0,0,0,0,-0.0800378797751435,0,0,0,0,-0.175263067054882,0
X601988.CH.EQUITY,0,0,0,0.215775214152913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315319552856262,0.0763859739282571,0,0,0,0,0,0,0,0,0,0,0,0,0.0145376058125481,0,0,0,0.111546812444419,0,0.207630467144859,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.132002031252424,0,0,0,0,0,0,0,0.0153706283726368,0,0.244327076159676,-0.0578253343117579,0,-0.0206238399823314,0,-0.0138464734656857,0.0714832879157548,0,0,0,0,0,0.381785236780806,0,0.110866609180242,0,0,0.0936587626917476,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0480692798217244,0,0,0,0,-0.037908967096949,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0,0,0.0600926626792943
X601628.CH.EQUITY,0,0,0,0,0.0814600947108029,0,0,0,0,0,2.77555756156289e-17,0.00892987396588136,0.246051066490265,0.0262939535283061,0,0,0,0,0,-0.0636784171617258,0,0,0,0,0,0,0.162774908165767,0,0,0,0,0.227625230925651,0,0,0,0,0,0,-0.0414062965391881,0,0,0.214681440815377,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849154565002176,0,0,0,0.0365201294410653,0.0101701407401944,0,0,0,0,0.113625576921387,0,0,0,0,0,0,0.0227379625686853,0.187044007196321,0,0,0,0.0282863924195937,0,0.0620734055646554,0,0,0,0.0868518357753899,0,0,0,0,0,0,-0.00530840966091665,0,0.155177730417684,0.211323627038292,0,0,0,0,0,0,0,0,0,0,0
