,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.129049499388205,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109418437899111,0,0.501027523794531,0.39050774126954,0.0378699352472723,-0.216539190102944,0,0,0.170359153333147,0,-0.0766924885618883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187530225843138,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232103377924,0,0,0,0,0,0.0163958970974089,0,0,-0.055857698615081,0,0,0,0.038369430874108,0.129402169203741,0,0,0,0.0026569010860594,0,0,0,0,0.0312113363727633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716296817048007,0,0,0.00658099407807911,0,0,0
X601288.CH.EQUITY,0,0,0.952468020560191,0,-0.0657559097301825,0,0,0,0,0,0,0,0,0,0,0.0582509820847055,0,0,0,0,0,0,0,0,0,0,0.0536435051464553,0,0,0,0,0,0,0,0,0.0249317246793712,0,0,0.0216129442923243,0,-0.0752663326696732,0,0,0,0,0,-0.0010184034659036,0,0,0,-0.0945641458156998,-0.0417042116092168,0
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0,0.0423580181214675,0.120278356072835
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00454382766683871,-0.138084890555908,0.0764240147248838,0,0.0506392919969097,0,0,0,-0.0201948671968599,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0422875753552429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108054944331859,0,0,0,0,0,0,0,0,1.05176105734276,0,0.00190381191704625,0
X1299.HK.EQUITY,0,0,0,0,0.120799622055725,0,0,0,0,0,0,0,0.034924147002897,0,0,0,0,0,0,0,0,0,0,-0.0906281731262221,0.0695619883851333,0,0,0.110223268674192,0,0,0.201486890237729,0.389775160120197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754527251384225,0,0.0476242977643058,0,0,0,0.0849352725259451
X5.HK.EQUITY,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0144225551251238,0,0,-0.196520824957446,0,0,0,0,0,0.0242281905084328,-0.0197637759596112,0.223743087550797,0.483990121041041,0,0,0,0,0,0,0,0,0,-0.0671507938444089,0.0601300911710316,0,0,0,0,-6.93889390390723e-18,0.0574282031926,0,-0.167077652572113,0,0.0630679664378454,0,0.12041903126307,0,0
X388.HK.EQUITY,0,0,0,0,0.329029121708601,0,0,0,0.0871457440604329,0,0,0,0,0,0,0,0,-0.243020223366883,0,0,0,0,0,0,0.476878860369397,0.220528606062354,0,0,0,0,0.0161996687270467,0,0,0,0,0,0,0,0,0,0,-0.161016076868087,0,0,0,0.113653564084189,0,0,-0.0754269465583666,0,0,0,0.0744547689555333
