,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.470497623629626,0,0,0.398106704229083,0,0,0,0,0,0,0,0,0,-0.0567784939597615,-0.00474011115484423,0,0,-0.075904021819724,0,0.0421940911639671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228583135191662,0,0,0,0,0,0,0,0,0,-0.0886122708202073,0,0,-0.188590319829544,0,0,-0.0310414710567813
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149434539205316,0,0,0,0,0,0,0,0,0.0996425010992211,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.122315999474318,0,0,0,0,0.407566836170461,0,0,0,0,0,0,0,0,0.0996036176540483,0,0,0,0.0110793306506329,0,0,0,-8.67361737988404e-19,0.0186316260215594,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.135130095587026,0,0,0,0,0.0441289358751553,0,0,0.069762931212305,0.0893205245782876,0,0,0,0,0,0,0,0,0,0,0.100235505223934,0,0,0,0,0.130047399696366,0,0,0,0,0,0,0,0.046644478088961,0,0,0,0.0785012441321357,0,0.0670363447595379,0,0,0,0.271598608496817,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0797160671413639,0,0,0,0,0,0,0,0,0.0251032930543062,0,0,0,0.242560509118282,0,0,0.134982298254615,0.19838402404533,0,0.0109622526498357,0,0.46710403849128,0,0,0,-0.0622705579510945,0,-0.301109785116659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308959971956224,0,0,-0.153145775368766,-0.041863892211314,0.113990512514424,-0.0344364639232494,0
X601988.CH.EQUITY,0,0,0,0.285927077076904,0,0,0,0,0,0.245891005668879,0.16554392236913,0,0,0,-0.105568162718836,0,0,0,0,0,0,0.0429037893989497,0,0,0,0,0,0.140589408484805,0,0,0,0,0,0.0726735400701402,0,0,0,0,0,0.010345097921799,0,0,0,0.0206484076662357,0,0,-0.0151043770246734,0.114703568624731,0,0,-0.0102826782106028,0.123897908516798
X600036.CH.EQUITY,0,0.249793509432348,0,0,0,0,0,0,0,0,0,0.0769848564635855,0,0.037979010117135,0,0,0.0678238623505938,0,0,0.0291965369813515,0,0,0,0,0,0,0,-0.0801732571905923,0,0,0.0405407908979171,0.204753972474684,0,0.160051974428731,-0.138851174134238,0.0367708022951136,0,0,0,0.185976546841178,0,0,0,0,0,0,0,0,0,0.20224253279766,0,0
X1299.HK.EQUITY,0,0.0520675782392811,0,0,0,0,0,0,0,0,0,0,0,-0.0851580036294003,0.0104055890509809,-3.46944695195361e-18,0,0.30354736120422,0,0.204681883750156,0.305642540544628,0,0,0.167638936425709,0,0,0,0,0,0.0346898108294339,0,0,0,0,0,0,0,0,-0.154642601233437,0,0,0,0,0,0,0,0,0,0,0,0,-0.208494208623539
X601628.CH.EQUITY,0,0,0,0.0548133892057634,0.00943052574011956,0,0,0,0,0,0.0148197737202793,0,0.0183223199264631,0,0,0,0.178739534173153,0,0,0,0,0,0.0142195538367438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357548769908692,0,0,0,0,0,0,0,0,0,0.165254116122289,0,0
X601328.CH.EQUITY,0,0.0229788448380806,0.0989668440370928,0,0,0.346452861912222,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.153418639952553,0,0,0.0443321461376856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416333163756614,0,0.0974609820451832,0.0385652562620072,0,0.139832239518916,0,0,0,0,0
