,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.18680756490382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357063030997829,0,0,0.142113933175147,0,0,0,-0.0306436565946095,0.381019759691493,0,0,0,0,0,0,0,0,0,0,0.134862419028029,-0.12754034138813,0,0.0278488776543621,0,0,-0.0758334808286449,-0.141171925433262
X601939.CH.EQUITY,0.183643692383575,0,0,0.328606981534935,0,0,0,0,0,0,0,0.0241013628120975,0,0.232099345872903,0,0,0,-0.120678178102514,0,0,0,0.0597569417013559,0,0,0,0.229181340717443,0,0,0,0,-0.0960200785711099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552400542044924
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632032661564725,0,0,0.160281831410012,0,0,0,0,0,0.0134736933160804,0,0,0.01664938160818,0,0,0,0,0,0,0,0.122989563220905,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113654650085011,0,0,0,0,0,-0.042803892424444,0,0,0
X601988.CH.EQUITY,0,0,0,0.390822081089397,0,0,0,0,0,0.248138656885956,0,0,0,0,0,0.320003444193603,0,0,0,0,0.158168985918014,0,0,0,0,0,0,0.0514351286005701,0,0,0,0,0,0,0,0,0,0,-0.486392687850384,0,0,0,0,0.173559145703508,0,0,0,0,0,0,0,0,0.274502984815067
X600036.CH.EQUITY,0,0.20588562032332,0,0,0,0,0,0,0.154192374664788,0,0,0,0.137584082397107,0,0,0,0,0,0,0,0,0,0.0855320795340649,0,0,0,0,0,0,0,0,-0.0124622930645345,0.0038719905656119,0,0.306062331496582,0,0,0,0,0,0.058264247187753,0,0,0,0,0,0.0189321927446835,0,0.0658543131803483,-0.0209447285699255,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0,0.0920437282048392
X601658.CH.Equity,0,0.0718947038254843,0,0.100883756218614,0.0396031777923744,0,0,0,0,0,-0.0322220679645857,0,0,0,0,0,0,0,0,0.267328085901394,0.188587757091149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289454347793491,0,0.0959397550282366,0,-0.134113852174787,0,0,-0.0791374473351809,0,0,0,0,0,0,0,0,0
