,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.176373156391484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805207922677769,0.0549982115014482,0,0.40310378069199,-0.236723840306029,0.233693588279687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590301518546199,-0.0459889556463342
X601318.CH.EQUITY,0,0,0,0,0,0.331850082383959,0,0,0,-0.0485378805265791,0,-1.38777878078145e-17,0.000725390637503054,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0860584260227343,0.0687268381019569,0,0,0,0,0.206544554123548,0,0,0,0,0,0,0,0,0,0,0,0,0.0779470942696008,0,0,0,0.0587880000842195
X601939.CH.EQUITY,0,0.0819013659199193,0,0.80221305391624,0,0,0.0015509974857659,0,0,0.0438331855246679,0,0,-0.0103322994362745,0.0144669447125324,0,0,0,0.0800900084665419,0,0,0,0,0,0,1.73472347597681e-18,0,0.0256974622400719,0,0,0,0,0,0,0,0,0,0,0.0686813870282916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964699697226274,0,-0.00555071471076967,0,0,0,0,0,0,0,0,0,0,0.0148108846572535,0,0,0,0,0,0,0,0,0,0,0.0602994433832879,0,0,0,0,0,0,0,0,0.040256661175234,0,0,0,-0.0761764242707337,-0.0818386309262507,0,0,0,0,0.00195887311713027,0,0,0,0,-0.0826629357047374,-0.0360503441621992,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287395868573947,0,0.132098526370661,0,0,0,0,0,0,0,0,0,0,0.00418959243780651,0,0,0,-0.0411134745592428,0,0,0,0,0,0.0381645726379971,0,0,0,0,0.537575376785203,0,0,0,0,0,0,0,0.0943883225521808,0,0.208323903352298,0,0,0,0.0475629351512134,0.106516043635471
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0,0
X601988.CH.EQUITY,0,0,0,0.079168702496913,-0.028708909176144,0,0,0,-0.0381941309567018,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0462809117339832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000846971728270245,-0.12030696240623,0,0.991417232014033,0,0,0,0.0170422128012347
X1299.HK.EQUITY,0,0,0,0,0.0847420095397188,0.0580833726954689,0,0,6.93889390390723e-18,0.204118910932447,0,0,0,0,0,0.00405028609966762,0,0,0,0,0,0.316072622660413,0,-0.110432243278021,0,-0.0714928996194585,0,0.109302669361789,0.110039607611203,0,0,0,0,0.12726977208528,0,0,0.0360684422873135,0,0.104684085250567,0,0,0,0.115145446736575,0,0,-0.0181338437435196,0,0.15070300280454,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025196518731887,0,0,0,0,0,0,0,0.0935734590484758,0,0.4313907502342,-0.0733127917066009,0.0417955710547473,0,0,0,0,0,0,-0.190570356134109,0.198715838601526,0,0,0,0,0.035544949892357,0.055757512550661,0,0,-0.213846574540865,0,0,0.221051112897898,0.034876652058628,-0.0552028370360703
X388.HK.EQUITY,0,0,0,0,0.230866196249332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128736584486067,0.269523817684228,0,0,0.104761620813008,0,0,0,0,0,0,0,0,0.108588340856462,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.198107468602488,0,0.0203757665698233,0.254042526737128
X601658.CH.Equity,0,0.081020646585963,0.148411773857648,0.0896023973598394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877020723599028,0,-0.0407773173908842,0,0,0,0,0,0,0,-0.0228595679715854,0.199734764643976,0,0,0,0,0,0,0,0,-0.135843502461458,0,0,0,0.617519488801564,0,0,-0.191371272505588,0,0,0,0,0,0,0
