Dates,ADS UN EQUITY,AFL UN EQUITY,AIG UN EQUITY,AIV UN EQUITY,AIZ UN EQUITY,AJG UN EQUITY,ALL UN EQUITY,AMG UN EQUITY,AMP UN EQUITY,AMT UN EQUITY,AON UN EQUITY,ARE UN EQUITY,AVB UN EQUITY,AXP UN EQUITY,BAC UN EQUITY,BEN UN EQUITY,BK UN EQUITY,BLK UN EQUITY,BRK/B UN EQUITY,BXP UN EQUITY,C UN EQUITY,CB UN EQUITY,CBOE UF EQUITY,CBRE UN EQUITY,CCI UN EQUITY,CFG UN EQUITY,CINF UW EQUITY,CMA UN EQUITY,CME UW EQUITY,COF UN EQUITY,DFS UN EQUITY,DLR UN EQUITY,DRE UN EQUITY,EQIX UW EQUITY,EQR UN EQUITY,ESS UN EQUITY,ETFC UW EQUITY,EXR UN EQUITY,FITB UW EQUITY,FRC UN EQUITY,FRT UN EQUITY,GL UN EQUITY,GS UN EQUITY,HBAN UW EQUITY,HIG UN EQUITY,HST UN EQUITY,ICE UN EQUITY,IRM UN EQUITY,IVZ UN EQUITY,JEF UN EQUITY,JPM UN EQUITY,KEY UN EQUITY,KIM UN EQUITY,L UN EQUITY,LNC UN EQUITY,MA UN EQUITY,MAA UN EQUITY,MAC UN EQUITY,MET UN EQUITY,MMC UN EQUITY,MS UN EQUITY,MTB UN EQUITY,NDAQ UW EQUITY,NTRS UW EQUITY,O UN EQUITY,PBCT UW EQUITY,PEAK UN EQUITY,PFG UW EQUITY,PGR UN EQUITY,PLD UN EQUITY,PNC UN EQUITY,PRU UN EQUITY,PSA UN EQUITY,RE UN EQUITY,REG UW EQUITY,RF UN EQUITY,RJF UN EQUITY,SBAC UW EQUITY,SCHW UN EQUITY,SIVB UW EQUITY,SLG UN EQUITY,SPG UN EQUITY,STI UN EQUITY,STT UN EQUITY,SYF UN EQUITY,TFC UN EQUITY,TROW UW EQUITY,TRV UN EQUITY,UDR UN EQUITY,UNM UN EQUITY,USB UN EQUITY,V UN EQUITY,VNO UN EQUITY,VTR UN EQUITY,WELL UN EQUITY,WFC UN EQUITY,WLTW UW EQUITY,WRB UN EQUITY,WU UN EQUITY,WY UN EQUITY,ZION UW EQUITY
2019-01-03,151.45,44.37,38.75,44.0524,88.66,70.54,80.3,96.43,105.1,157.68,141.88,112.29,170,93.43,24.56,29.3,46.56,377.98,191.66,109.61,52.56,124.67,95.59,37.89,106.48,30.37,74.4,69.28,181.5,76.16,58.41,102.67,25.07,345.94,64.16,237.84,43.4,88.46,24.18,85.19,116.59,75.01,169.51,12.04,42.82,16.35,73.98,32.61,16.43,16.2476,97.11,15.07,14.55,44.52,50.84,181.18,93.32,43.6,40.87,78.01,39.68,143.86,78.82,81.89,62.48,14.6,27.95,43.39,58.23,56.57,118.27,81.27,198.8,208.8,56.89,13.65,71.54,162.54,40.72,189.64,77.46,164.87,51.93,61.85,24.09,44.09,88.81,115.26,38.58,29.88,45.7,128.13,60.2,57.88,68.53,46.57,146.54,47.48,16.87,22.26,41.35
2019-01-04,161.7,44.92,40.18,44.2071,90.45,72.32,82.67,100.65,110.73,158.31,144.55,113.44,171.2,97.64,25.58,30.26,47.91,391.82,195.2,111.51,55.13,128.4,98.36,39.45,108.07,31.62,75.89,71.5,184.68,79.54,61.29,104.81,25.42,353.79,64.56,238.3,45.28,87.84,24.76,87.4,117.9,77.67,175.05,12.38,44.14,16.87,75.67,33.18,17.26,17.0057,100.69,15.58,14.82,45.65,53.73,189.76,93.33,44.23,42.28,79.92,41.3,148.28,81.95,84.75,62.46,15.05,27.97,45.3,59.56,58,121.23,85.04,196.6,214.91,57.1,14.15,74.44,162.94,42.44,200.41,79.38,167.38,53.74,64.19,25.24,45.25,91.98,118.68,38.52,31.34,46.83,133.65,61.21,57.6,68.28,47.95,150.5,48.2133,17.09,23.02,42.62
2019-01-07,161.69,45.16,40.41,44.2381,90.81,72.11,82.54,102.55,111.24,159.29,144.23,114.14,170.72,98.17,25.56,30.41,47.8,392.91,196.91,112.21,55.61,127.36,96.55,40.01,108.6,32.01,75.55,72.13,183.75,79.98,61.39,106.2,25.62,354.5,65.1,239.29,45.57,87.7,24.9,87.46,119.42,77.96,176.02,12.43,43.98,16.98,73.38,33.55,17.47,17.118,100.76,15.74,15.34,45.96,54.01,191.22,93.2,45.4,42.55,80.27,41.71,150.1,79.81,84.97,62.28,15.1,28.3,45.63,60.04,58.94,120.96,85,196.05,211.37,57.66,14.39,74.79,164.59,42.74,205.04,81.71,169.14,54.67,64.99,25.37,45.61,91.85,118.3,38.6,31.43,46.61,136.06,62.38,57.92,69.09,47.64,151.61,48.3533,17.04,23.48,42.79
2019-01-08,164.5,45.3,40.57,45.4549,90.92,72.43,82.53,102.37,111.94,161.09,144.92,116.79,174.26,98.65,25.51,30.59,47.62,397.91,196.31,115.53,55.46,126.38,93.52,41.32,107.54,32.01,75.48,72.32,182.66,80.02,61.5,107.34,26.48,361.86,66.32,245.27,46.35,89.09,25.03,86.57,121.97,78.86,175.37,12.55,43.39,17.4,72.15,34.29,17.28,17.2771,100.57,15.73,15.66,45.85,53.55,192.28,95.08,46.51,42.77,80.82,41.45,150.75,79.58,84.33,63.19,15.15,28.61,45.14,60.73,60.9,121.15,85.5,199.57,213.4,58.88,14.54,75.33,167.26,43.28,207.06,85,173.18,54.78,65.27,25.42,45.72,92.32,117.84,39.48,31.61,46.91,136.8,64.02,58.5,70.31,47.54,152.58,48,17.07,23.62,43.18
2019-01-09,168.1,45.2,41.16,45.5374,91.48,73.28,83.16,103.5,113.1,159.68,145.13,117.3,175.76,98.83,25.76,30.32,47.76,400.19,196.37,117.44,56.38,127.96,92.8,41.61,105.67,32.43,76.24,73.22,178.56,80.57,62.13,101.83,26.62,357.32,66.32,245.06,47.47,88.51,25.05,87.25,121.96,79.71,176.47,12.65,43.77,17.46,72.44,34.42,17.32,17.3239,100.4,15.85,15.74,46.05,54.49,195.77,94.99,46.46,43.5,80.89,41.74,152.35,79.97,85.09,62.94,15.08,28.51,45.6,61.3,61.31,120.81,86.88,198.18,211.99,58.81,14.7,76.71,164.94,43.83,210.75,86.23,173.42,55.46,66.78,25.99,46.15,92.65,118.68,39.11,32.3,47.41,138.41,64.11,58.22,69.68,47.8,151.66,48.1333,17.32,23.7,43.55
2019-01-10,167.23,45.77,41.42,46.6098,92.5,73.69,83.54,104.07,113.44,161.86,147.63,119.57,177.99,98.26,25.73,30.47,47.47,399.5,196.58,119.22,56.44,129.53,91.55,42.09,106.85,32.24,77.3,73.08,179.85,79.95,62.49,105.08,27.15,370.68,67.41,248.68,47.66,89.97,24.92,86.05,123.7,79.82,176,12.56,44.22,17.68,72.78,34.71,17.55,17.6609,100.39,15.8,15.8,46.39,54.96,196.95,96.57,45.99,43.37,81.46,41.66,150.44,80.55,84.89,63.93,15.13,28.87,45.92,61.97,62.38,119.58,87.31,200.92,214.44,59.56,14.71,76.54,168.05,43.71,212.47,87.14,173.35,55.37,66.51,25.75,45.86,92.29,120.27,40.01,32.2,47.31,138.67,65.03,59.29,71.24,47.75,153.35,48.6533,17.41,24.3,43.76
2019-01-11,167.47,45.69,41.66,46.8366,92.58,72.7,83.45,102.11,113.44,161.4,147.25,120.34,178.59,98.55,26.03,30.33,48.08,397.91,196.29,119.15,56.69,129.52,91.39,42.53,107.38,32.63,77.05,73.31,180.55,80.94,62.54,106.64,27.54,371.43,67.55,249.43,47.88,89.73,25.06,84.49,123.41,80.08,176.93,12.63,44.46,17.74,73.1,34.83,17.38,17.8668,99.91,15.96,15.87,46.58,55.24,195.9,97.19,45.45,43.72,81.15,41.74,150.81,80.7,85.65,64.29,15.21,29.01,46.02,61.68,62.36,120.05,87.74,200.7,213.17,59.79,14.78,77.25,169.79,43.82,215.27,87.53,172.35,55.77,67.01,26.02,45.61,90.25,120.47,40.15,32.37,47.44,138.06,65.14,60.12,71.46,47.87,153.99,48.3933,17.52,24.21,43.99
2019-01-14,168.14,45.93,42,46.6304,93.6,72.66,83.8,102.36,114.04,161.4,147.61,119.19,178.18,98.44,26.37,30.34,48.42,396.42,195.78,118.13,58.93,130.84,92.2,42.31,106.42,33.06,77.6,73.95,178.67,81.4,63.19,106.51,27.52,376.58,67.63,248.89,47.6,90.03,25.37,84.34,123,80.02,178.72,12.83,44.53,17.5,72.7,34.77,17.55,18.0633,100.94,16.24,15.88,46.65,55.79,195.43,96.52,45.06,43.97,81.49,42.48,151.04,80.53,86.06,63.83,15.38,28.97,46.84,61.58,62.35,120.55,88.53,200.95,213.68,59.83,14.96,77.51,169.16,43.8,215.73,86.79,170.74,56.14,68.46,25.85,46.15,91.19,120.58,40.12,32.53,47.79,137.1,64.02,60.08,71.17,48.42,153.57,48.82,17.5,24.08,44.32
2019-01-15,167.61,46.4,42.45,47.311,94.5,72.91,84.23,103.96,115.18,163.05,149.68,120.93,179.79,97.99,26.55,30.66,49.41,400.71,196.94,119.07,61.38,132.45,92.72,42.59,107.4,33.1,77.64,74.04,181.96,81.52,62.94,107.29,27.83,382.98,68.46,252.6,47.8,91.58,25.46,94.33,124.3,80.5,179.91,12.88,44.89,17.46,73.51,34.84,17.8,18.2318,101.68,16.31,16.16,46.65,55.81,196.52,97.97,45.8,44.06,81.68,42.88,151.45,81.04,86.95,64.77,15.54,29.47,47.42,62.03,63.21,121.12,88.98,204.01,215.48,60.6,15.11,77.55,170.5,44.25,218.71,87.61,171.23,55.99,68.66,25.77,46.34,92.75,121.82,40.83,32.56,47.97,137.34,64.43,60.6,72.39,47.67,154.63,49.2533,17.7,24.11,44.81
2019-01-16,168.74,46.81,43.13,47.6822,94.41,73.72,84.54,107.15,118.26,163.78,150.99,121.9,182.16,99.41,28.45,30.99,50.43,413.04,198.41,119.83,62.19,132.96,92.97,42.98,107.33,33.95,77.94,78.13,182.29,83.62,64.36,106.94,28.02,381.11,69.08,256.66,49.34,92.01,26.26,95.6,125.03,81.26,197.08,13.27,45.33,17.47,74.51,35.04,18.31,18.5968,102.5,16.75,16.34,46.68,57.3,197.77,99.38,45.62,44.87,82,44.49,154.42,82.96,88.42,64.65,15.73,29.69,48.27,62.6,63.54,121.21,90.48,204.31,212.72,61.17,15.4,79.97,172.57,46.7,224.77,88.48,172.89,57.36,70.47,26.38,47.54,95.27,122.3,41.28,33.24,49.11,137.34,65.17,60.66,72.59,48.94,156.92,49.9267,17.75,24.38,45.75
