,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.359262100860156,0,0.308148567660511,0,0,0,0,0,0.0475296482829766,0,0,0,0,0.0512340461843186,0,0,0,0,0,-0.0444762753212875,0,0,0,0,0,0,0.0432686039143619,0,0,0,0,0,0,0,0,0,0,0,0,0.0897235635025421,0,0,-1.38777878078145e-17,0,0,0.0585049579469096,0,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0,0
X601939.CH.EQUITY,0,0,0,0.332393976902496,0,0.0707197062651743,0,0,0,0,0,0,0.438374664554919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569173161367533,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35391717990981,0,0.0062194987815541,0,0,0.497602177830693,0.00357323804215248,0,0,0,0,0.0104815759591076,0,0,0.0407411702211104,0,1.38777878078145e-17,0,0,0,0,-0.0321875713786694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164944772910028,0,0,0,0,0.0954970508728448,0,0,0.00717166411527352,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464060335316861,0,0,0,0,0,0,0,0,0,0.0778409003795472,0.0450789876180532,0,0,0.697994890124994,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.411042790091946,0,0.0593412748511502,0,0,0,0,0,0.0419158396522862,0,0,0.00824173747440909,0,0,0,0,0,0.082011593954726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162681190536664,0,0,0,0.0267090056640962,0,0,0,0,0,0,0,0,0,0,0.20736021021668,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.335508984579164,-0.0199011755303489,0,0,0,0,3.46944695195361e-18,0,0,0.469884946178928,0,0,0,0,0,0,0,0,0,0,0.0528182395275155,0,0,0,0.0767187599824066,0,0,0,0,0,0.0186617300800965,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707341689424293,0,0,0.407919009770488,0,0,0.150850728978758,0,0,0.078113019621008,0,-2.77555756156289e-17,0,0,0,0,-0.0287496802772694,0.399829101254242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0216701458969926,0,0,0,-0.523487148640403,0.227159258936488,0,0.18589347360864,-0.273445192548389,0,0,0,0,0,0,0,0,1.05639232234875,0,0,0,0,0,0,0.189473130898535,0,0,0,-0.118156433332726,0,0.0394581431700096,0,0,0,-1.14413245020636,0.0181355212269553,0,0,0.915497685956881,0,-0.207656602378517,0,0,-0.00300562950198368,0,0
