,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.242039381808443,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0457990383073526,0,0,0,0.17381801883214,0,0,0,0,0,0.0887700263298459,0.0453963933556304,0,0.0414645982414971,0,0,0,0.270838086540422,0,0,0,0,0,0,0,0,0,0,0,0.127910497472069,-0.164482781583793,0,0.0153264805783232,0,-0.0509371776838438,-0.13491131975795
X601939.CH.EQUITY,0.132093070257882,0,0,0.151318378901807,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.387798919020456,0,0,0,-0.116858951088446,0,0,0,0.0144860913391207,0,0,0,0.234435871436282,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264197010082478,0,0,0,0,0,0,0,0,0.0293540935924699,0.0328116800134232,0,0,0.072998533910101
X601318.CH.EQUITY,0,0,0,0,0.264564867017258,0.0109360181939691,0,0,0,0,0,0,0,0,0.021736112840099,0,0.0226216588369351,0,0,0,0,0,0.0292390329061835,0,0,0,0,0.0808577007815689,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.396997781814464,0,0,0,0.1454927490385,0,0,0,0,0
X601288.CH.EQUITY,0,0.573835450495654,0,0,0,0,0,0,0,0,0,0,0,0.111396033702035,0,0,0,0,0,0,0,0.170314741839414,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.057657423254693,0,0,0,0,0,0,0,-0.0557786610778463,0.0300666477153728,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.436506144151187,0,0,0,0,0,0.203399103864214,0,0,0,0,0,0.335201918694523,0,0,0,0,0.157252116501788,0,0,0,-0.04220876868761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437368655462907,0,-0.0338836544212802,0,0,0.200939177126208,0,0,0,0,0.0183769521958502,0,0,0.378619867349952
X600036.CH.EQUITY,0,0.166599036210895,0,0,0,0,3.46944695195361e-18,0.150382755236339,0,0,0,0,0.205563732996367,0,0,0,0,0,0,0,0,0,0.106479685994657,0,0,0,0,0,0,0,0,0,0,0.282521900774981,0,0,0,0,0,0,0,0.0622783072900251,0,0,0,0,0,0,0.0343155219933426,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222772349512032,0,0.0438994295133621,0,0,0.187388437474725,0,0,0,0,0,0,0.103678299752664,0.0388096044378821,0,0,0,0.0476838017873042,0,0.0209375384425229,0,0,0,0,0,0,0,0,0,0,0.290795760868748,0,0,0,0.0399980171216979,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.395808152806526,0.0431647295604418,0,0,0,-0.134563490923556,0,0,0,0,0,0,0,0,0,0,0,0,0.0787102489138094,0.0550778043241984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116761246649397,0,0.14044277818149,0,0,0,0,0,0,0,0,-0.00964013349709341,0.0368325519133522
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062964271991091,0.125338798967885,-0.273970773740196,0,0.07861676868762,0,0,0,3.46944695195361e-18,-0.478934073900755,0.89231004020224,0.0339827859946131,0,0.577205637105592,0,0,0,0,0,0,0,0,0.0231892117135062,0,0,0,0,0,0,0,0,0,0.0975089856804464,0,0,0,0,0
X601658.CH.Equity,0,0.0995470154770653,0,0.128332015015817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370759050145839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169131660194842,0.0966464419590277,0,0,0,0,-0.044177694930684,0,0,0,0,0,0,0,0
