,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.265756450261224,0.0561016494705086,0.0021576735986767,-0.0128199095006884,0,0.460862356791867,0,0,0,0.0545832151075342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903445572507463,0.0329691615286178,0,0,0,0,0,0,0,0,0,0,0.0856122465476264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.241622645473853,0,0,0,0,0,0.103160240243487,0,0,0,0.0601606661768911,0,0.0310566055519409,0,0,0,0,0,0.177517350997351,0,0,0,0,0,0,0,0,0,0,0,0.0437338364387705,0,0,0,0,0.109902305199333,0,0,0,0,0,0,0.0269656957506168,0,0,0,0,0,0,0.102049892460009
X601939.CH.EQUITY,0.365691626997281,0.203244237417015,0,0,0,0.0259801930924619,0,0.266208148913331,0,0,0,0,0,0,0,0,0.0822012611731567,0,0,0,0,-0.204050195833486,0,0,-1.0842021724855e-19,0,0,0,0.0193916526487594,0,0,0,0.197802853696785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172770174871304,0,0.0690763838938169
X600036.CH.EQUITY,0,0,0,0,0,0.02868523130859,0.163119167891484,0.0520411889354827,0,0,0,-0.148846176464052,0.168949058735211,0,0,0.0659766309574271,0,0,0,0.149421633564092,0,0,0,0,0,0.0691173160340327,0.251594540719822,0,0.0195392128990406,0.0398450200083614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406934576729953,0,0.0347521558231557
X601288.CH.EQUITY,0,0,0.0210738899342567,0,0,0.0857668549387765,0,0.471360214601498,0,0,-0.0902641568605865,0.1450717466326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376479554501728,0,0,0,0.0329443125771014,0,0,0,0,0,0,0,0,0,0,0,0.073185941700608,0,0,0,0.0521160127550439,0,0,-0.0233098942227371
X601628.CH.EQUITY,0.0889481965069354,0,0,0,0.0457914575188458,0,0,0,0,0,0,0.0493996021517568,-0.0773266024641422,0,0,-0.229047292563957,0,0,0,0,0,0,0,0,0,0,-0.0201453927073228,0,0,0,0,0,0,0.105086489107436,0.602978643299434,0,0,0,0,0.00273762133035408,0,0,0,0,0,0,0,0,0,0,-0.00188892060289554,0.189158673548179
X1299.HK.EQUITY,0,0,-0.207148593532411,0,0,0,0,0,0,0,0.1065216291179,0,0,0,0,0,0,0,0,0.0197842003515127,0,0,0.112593451852319,0,0,0,0,0,0,0,0,0,0.171597453816367,0,0,0,0,0,0.0932146035328981,0.15745167838228,0.0651954502819653,0,0.296065247649226,0,0,0,0,0.298619772096598,0,0,0,0
X601988.CH.EQUITY,0.0403867985343965,0,0.0903177345600729,0,0.358122233042922,0,0,0,2.71050543121376e-20,0,0,0,0.209621038605843,0,0,0,0.150766199292295,0,0.0179655098800899,0,0,0,0.00952036342562783,0,0,0.0265917594391533,0,0,0,0,0.125469033470899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106391552999118,0,0,0,0,0,0,0,0,0,0,0,-0.120780076822144,0,0,0,0,0,0,0.229042680440364,0,0.179602887327441,0.130619685496256,0,0,0,0,0,0,-0.0101587641510028,0,0.0782471757817483,0,0,0,0,0,0.217148997213837,0.0671045312926662,0,-0.0391580493958114,0.247155605011571,0,0.00727768621278175,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0570934864880037,-0.0105966863633168,0,0,0,0,0.0785738041132838,0.111084270956833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186768514815409,0.0800107408373651,0.414125471056234,0,0,0,0,0,0.0105220549884367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824907076633042
X388.HK.EQUITY,0,0,-0.0776180993771746,-0.12090016081408,0,-0.0444255562000628,0.386026663371952,0,0,0,0,0,0,0,-0.132954739570743,0,0,0,0,-0.155442490327658,0,0.4066786671326,0.154273641108474,0,0,0,0,0.105894504695623,0,0,0,0,-0.207747286036013,0,0,0,0,0,0,0,-0.03173396981845,0.148626316540016,0,0,0,0,0,0,0,0,-0.107839775741713,0
X601658.CH.Equity,0,0,0,0,0.255297910550231,0.0625231582384835,-0.0803652909219284,0.236844260767602,0,0.214301061749716,0,0,0.142685918272175,0,0,0.0218347799233083,0.414187867789846,0,0,0,0,0.270076362354949,0,0,0,0,0,0,0,0,0,-0.313936964227755,-0.0229294501369295,0,0,0,0,0,0,0.0164139649994153,0,0,0,0,0,0,0,0,0,-0.327978859637013,0,0
X000001.CH.EQUITY,0,0,0,0.292225505810432,0,0,0,0.20497293715982,0,0.403072421812837,0.0999234917906823,0,0,0,0,0,0,0,0,0,0,0,0.0752999973108946,0,0,0,0.262339184192063,0,0,0,-0.062264555483711,0,-0.219594376344912,0,0,0,0,-0.0652398540980064,0,0,0,0,0,0,-0.0351411066210754,0,0,0,0,0,0,0.140520678881015
