,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0193169941087709,0,0.16486596309729,0,0,0.110455021603728,0,0.246171246972143,0,0,0,0,0,0.189958026661439,0,0,0,0,0,0,0,0,0,0,0,0,0.0424142740260797,0,0.137891122565891,0,0,0,0,0,0,0.0288847000559949,0,0,0,0,0,0,0,0,0,0,0.0491186970027752,0,0.00614804038078126,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269217286722844,0,0,0,0,0,0,0,0,0,0,0,0,0.413715762573649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191906612987309,0,0,0.108130452295357,0,0,0.00678258232998332,0,0,0,0,0.00386034862010023,0,0,0,0,0
X601288.CH.EQUITY,0.352867052884196,0,0,0,0,0.499096997083575,0.00607084597987456,0,0,0,0,0.0101083709855171,0,0,0.0387945522477022,0,0,0,0,0,0,-0.0328415085447657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194954129324084,0,0,0,0,0.0900605904143664,0,0,0.00901294466156816,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0117941636180591,0,0,0,0,0.310477109592388,0,0,0,0,0,0,0,0,0,0.60132876130081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895175760094123,0,0,0,0,0,0,0,0,0,0,0,-0.191475152350908,-0.0275102788441117,-0.0375800091369311
X601988.CH.EQUITY,0,0.0659479425060772,0,0,0,0,0,0,0.0804599474252027,0,0,0,0,0.0117550205937241,0,0,0,0.219542714453355,0.127637150875963,0,0,0,0,0.298487872651692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138585759773896,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138199241335383,0,0,0,0,0,0,0,0.375926962528427,0,0,0,0.17868123405965,0.225349800648804,0,0,0,0,0,0.0107634211687709,0,0,0.278206593533124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497829837513413,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303508123844832,0,0,0,0,0,0.205215925269884,0,0,-0.240733408785193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600793933262859,-0.097575435500293,0,0,0,0,0,-0.0270372148237196,0,0,0,0.749721354858061,0,0,0,0,-0.0866078363112204,0.621617845479963,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719080052103197,0,0,0,0,0,0,0,0,0,0.138305613342445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631855089435297,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.392182898360857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357523767474329,0.0457421638506843,0,0,0,0,0,0,0,0,0,0,0.0728777049625816,0,0,0,0,-0.0941564036604119,0.180470838370126,0,0.0887405284252647,0,0.00518047002756907
X000002.CH.EQUITY,0,0,0,0.161381286034841,0.0062664700767399,0,0.0230427859063964,0,0,0.0268739801045299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57030939285856,0,0,0,0,0.0201847333081994,0,0,0.114688443587545,0,0,0,-0.137228537249301,0,0,0,0,0,0,0,-0.0367136566788074,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347095279520653,0.00796993276202073,0,0,0,0,0.17128452619346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300926875573482,0,0,0,0,0.0967356502677939,0.0755117111818745,0,0.178991956873797,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416783045003346,0,0,0,0.0921503474940923,0.028144994776763,0,0,0,0,0,0,0.122365535487687,0,0,0,0,0,0.0557626461094442,0.35590124447193,0,0,0,0.021001055086923,0,0,0,0,0,0,0,0,0,0,0,0,0.0950404579241425,0,0,0,0,0,0,0.0462114605261387,0,0,0,0,1.73472347597681e-18
X16.HK.EQUITY,0,0,0,0.0867838320332426,0,0,0,0,0,-0.121324942523711,0,0,0,0,0,0,0,0,0.090633119743313,0,0,0,0.129168735110813,0,0,0,0,0,0,0,0.00790663781260668,0.00595445439966838,0,0.274720202589997,0,0,0,0.0364919179508258,0,0,0,0,0,0.176053207503269,0,0,0,0,0.165064680936619,0,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.145528727565981,0.241113617406156,0,0,0.328778982205777,0,0,0.0729755272480173,0,0,0,0,0,0,0,0,0,0,0,0.0263654372681779,0,0,0,0,0,0,0,0,0,0,0,0.232746975824295,0.0173364732527453,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.12643977944821,0,0,0,0,0,0,0.0253431431550192,0.0417667700150786,0,0,0,0,0,0,0.583552202318088,0,0,0,0,0.0598509948831042,0,0,0,0,0,0,0,-0.126846781228698,0,0.0307079571914931,0,0,0,0,0,0.160620427534024,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.036276554996258,0,0,0,0,0.171780904120711,0,0.0491487516309355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674321153663282,0,0,0.0434882727364213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0900179757115353,0,0,0,0.210564257523426,0,0,0,0,0,0,0,0,0,0,0.195708117751004,0,0,0,0,0.0603055468449735,0,0,0,0,0,0,0,0.380790442027148,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117616570500916,0,0,0,0,0,0,0,0,0.152924056457204,0,0.523393720937946,0,0.0466693749607578,0,0,0,0,0,-1.38777878078145e-17,0.0216672115115807,6.93889390390723e-18,0.141467416244899,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0704548852698709,0,0,0,0,0,0,0.101834249535895,0,0,0,0.0747898377141228,0.0940696037541034,0,0,0.249422151053875,0,0,0,0,0,0,0.12274658495678,0,0,0,0,0,0.0454404042775474,0,0.0683311768013215,0,0,0,0,0,0,0,0,0,0.134498321119684,0,0,0,0,0,0.00821625738625695,0,0
X600016.CH.EQUITY,0,0,0.00158895469144623,0,0,0,0,0,0,0,0.484859553629384,0,0,0,0,0,0,0,0,0.0768929624448885,0,0,0,0,0.12965126625785,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.270440912850415,0,0,0,0,0,0,0.0384363925119365,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0676035970773763,0,0,0,0,-0.0313294900287502,0,0,0,0.0331535673185395,0,0,0.0840352734632654,0,0,0,0,0,-0.156039668985297,0,0,0,0.193306980233619,0,0,0,0,0,0.130164622775796,-0.114456233376349,0,0,0,0,0,0,0,0.222409135508589,0,0.194691892070512,0,0,0,0,0,0,0.308162796133679,0,0,0,0
X267.HK.EQUITY,0,-3.46944695195361e-18,0,0,0,0.000368105141364086,0.0829025878308956,0,0.0516605790310401,0,0,0.0450042146808419,0,0,0,0,0,0,0,0.167640207372505,0,0,0.126118378089866,0,0,0,0,0,0.115838388105095,0,0,0.0827131916410564,0,0,0,0,0,0.242946615039144,0,0.0684887606900424,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.261456931290899,0,0,0,0,0,0,0,0.159426211410592,0,0,0,0,0,0,0,0,0,0,0.601561722347245,0,0.0685334018149121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0.0606424044025251,0,0,0.0104552151350686,0.266454678761767,-0.126879271573079,0,0,0.0214071435544174,0,0,0,0,0,0,0,0,0.618173557144562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450942693876082,0,0,0,0,0,0,0,0,0,0.233791443274369,0,0,0,-0.0669156569489096,0.250133559981874,0
