,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.183025558031314,0,0.35401154150699,0.0405254622063622,0.091428503206038,0,0,0,0,0,0,0,0.0377278751645376,0,0,0,0.353998984999206,0,0,0,-0.0493215500077469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333145055257931,0,0.0545525651107995,0,0.0223327942583868,0.0433726449201163,0,-1.38777878078145e-17,0,0,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.297464012455417,0,0,0,0.201651011681393,0,0,0,0,0,-0.0447025998752745,0.155078642227478,0,0.00871432628972339,0,0,0,0.023307042073773,0,0.134164097080281,0,0,0,0,0.136846151990355,0,0.223204177722984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397892243839596,0.0398640676309078
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.193324864967192,0,0.0484989644912475,0,0,0.0437848007818672,-0.112001395407196,0.297902051154115,0.0296877563560672,0,0,0.0464391841580146,0,-0.0162064340609882,0,0.0815926534439076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167072099949036,0,0,0,0,0,-0.134215053374495,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,-0.0315069152492754,0,0,0,0,-0.0781062070729004,0,0,0.0931989379513393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246894329625571,0,0,0,0,0,0,0,0,0,0,0.0729172332624766,0,0.293140855798943,0.260266282290425,0.174333058320458,0,0,0,0,0,0,0.288195907306067,0.0873945392399295,0
X601988.CH.EQUITY,0,0.118034105157548,0.0494983583205038,0.289640574742036,0.182408126911957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286525018011932,0,0,0,0,0,0,0,0,0.138488432035971,0,0,0.128412039572663,-0.0442001273439695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-3.3881317890172e-21,0,0,0,0.0208061173506653,0,0,0,-1.1225323242851e-05,0,0,0,0,0,0,0,0,0,0,0.0979962068263719,0.0108215107214056,0.101178207815941,0,0,0,0.0557238413656967,0.2326183772014,1.73472347597681e-18,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331327387522439,0,0,0,0,0.174194051880672,0,0,0,0.0024178877631706,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761382114582615,0.169972394959965,0,0,0,0,0,0,0,0.0960570396237205,0,0.00244264494736418,0,0,0.0600216472719901,0,0,0,0,0,0,0,0,0.183628535591301,0,0,0.367256521405823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229459276415427,0,0,0,-0.0553925845186904,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.179672906576213,0,-0.0404826704941801,0.199745425381384,0,0,0,0,0,0,0,0,0,0,0,0,-0.107800114304632,0,0.443962019760138,0,0,0,0,0,0,0,0,0,0.113455588517494,0,0,0,0,0,0,0,0.324667585964702,-0.0139667760522809,0.0577624686009561,0,0,0,0,-0.0614135944426727,0,0,0.153624493739706,0,0
X601658.CH.Equity,0.170701574771333,0,0,0.143417727225108,0.0668392116400605,0,0,0,0,0.393420835354975,-0.0677986010326909,0,0,0.0848057475996066,0,0,0,0,0,-0.016112795674128,0,0,0,0,0,0,0,0,0.0940045219592163,0.0865283554599368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109764141582907,0,0,0.0765455219263498,0,0,0,0
