,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.186790289711603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356902396820177,0,0,0.142107779953261,0,0,0,-0.0306419958720106,0.381017371507953,0,0,0,0,0,0,0,0,0,0,0.134862125368275,-0.127548292262292,0,0.0278691679941167,0,-0.0758258086536727,-0.141172524742327
X601939.CH.EQUITY,0.183646765233802,0,0,0.328613550813965,0,0,0,0,0,0,0,0.024105324973865,0,0.232093685796381,0,0,0,-0.12067743039559,0,0,0,0.059753682996974,0,0,0,0.229178853924932,0,0,0,0,-0.0960243934693586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551828598269649
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632064300872151,0,0,0.160280533573247,0,0,0,0,0,0.0134914518732059,0,0,0.0166197678891581,0,0,0,0,0,0,0,0.122974162489035,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113449387498542,0,0,0,0,0,-0.0428095887864101,0,0
X601988.CH.EQUITY,0,0,0,0.390783097282239,0,0,0,0,0,0.248162582463524,0,0,0,0,0,0.320015770961763,0,0,0,0,0.158164143226628,0,0,0,0,0,0,0.0514718863543686,0,0,0,0,0,0,0,0,0,0,-0.486417208707867,0,0,0,0,0.173541079451821,0,0,0,0,0,0,0,0.274470991734141
X600036.CH.EQUITY,0,0.205897387456233,0,0,0,0,0,0,0.154244495538887,0,0,0,0.137540787220024,0,0,0,0,0,0,0,0,0,0.0855107101975459,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0124448374085903,0.00382429160755358,0,0.306074185030522,0,0,0,0,0,0.0582767967382733,0,0,0,0,0,0.0189289435828188,0,0.0658949601636521,-0.020969495620192,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,-0.0203084160672828,0,0.0307438501207546,0,0,0.345936268969869,0,0,0,0,-0.13153782756605,0,0,0,0,0,0,0,0,0,0,0,0,0.204131824373009,0,0,0,0,0,0,0,0,0,0,0,0.0712454967465437,0,0,0,0,0,0.0297679206414304,0,0,0,0,0,0,0.0919814433017647,0,-0.204270617431938,0.132724382483149
X601658.CH.Equity,0,0.071893983990394,0,0.100882820131974,0.0396016882911239,0,0,0,0,0,-0.0322227866016299,0,0,0,0,0,0,0,0,0.26733034767712,0.188583725022339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289453273813419,0,0.0959406603128024,0,-0.134109801152105,0,0,-0.0791365564451214,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187406962777181,0.0493788963666807,0,0,0,0,0,-0.0366843012235237,0,0,0,0,0,0,3.46944695195361e-18,0,0.478418317476431,0,3.46944695195361e-18,0,0,0.0351281506947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921741858845027,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.290086237571028,0.000189321447406565,0,0.0559364804113291,0,0,0,0,0,0,0.0508241435748105,0,0,0,0,0.0153681035569163,0,0,0,0,0,0.102784749958369,-0.00805905519406695,0,0,0,0,0,0,0.282860542648861,0.12937534584628,0,0.0527974441545648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0597344709211173,0,0,0,0.16745864634572,0,0,0,0.0163552010083624,0,0,0,0.0335738480727308,0,0,0,0,0,0,0.0196330472761291,0.213721854116016,0,0,0,0,0,0,0,0.312027971408109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144696474973231,0,0,0
X600000.CH.EQUITY,0,0,0.0720163291213012,0.156997955804134,0,0,0,0,0.0164668376319747,0,0,0,0.221216759213156,0,0,0,0,0,0,0,0.0123496734670894,0.0527791794077316,0,0,0,0.193861464508087,0,0,0.0907628427133874,0,0,-0.0598022547195882,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080965050815694,0,0,0,0.02125242603322
X000002.CH.EQUITY,0,0,0.0918442257621866,0,0,0,0,0,0,0,0.0150157472728326,0,0,0,0,0,0,0,0,0,0.115812300106234,0,0,0,-0.0297982663325817,0,0,0,0,0,0.333482152485751,0.258182137256208,0.228084586748535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0187318113554623,0,0,0,0,0,0,0.432581691143342,0,0,0.105644355932189,0,0,0.0600621130787243,0,0,0,0,0,0,0,0.144932168007623,0,0.0730455726558631,0.0243900448835713,0,0,0,0,0,0.0359978593536321,0,0,0.0511874783944552,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.252367094804418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181781809822149,0,0.0175712699793605,0,0,0,0,0,0,0,0,0.0124833804693386,0,0,0,0.396970379244701,0,0,0,0.157923975122346,-0.0950315491516432,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.094562135009799,-0.0530734212767178,0,0,0,0,0,0,0.175016740076411,0,0,0,0,0,-0.0401089449955303,-0.0875812891334119,0,0,0,0,0,0,0,0,0,0.1265828886092,0,0,0.527646349851545,0,0.0747472191864013,-0.0380239085215975,0,0,0,0.0410523349305321,-0.0452834975975132,0,0,-0.00216193352469447,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.070122364446241,0,0,0,0,0,0,0.0729035694933311,0,0,0,0,0,0,0,0,0,0,0,0.0552830610923861,0.306515606481775,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0657219685609289,0,0.13892898145802,0,0,0,0,0,0,0,0,0,0.214228519049505,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-1.73472347597681e-18,0,0,0.204177828654019,0,0,0.0777238778658063,0,0,0.321923763524084,0,0,0,0,0,0,0,0,0,0
