,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0662935416833445,0,0,0,0,1.73472347597681e-18,0,0,0.244326047234109,0,0,0,0,0,0,0.0445703344332163,0,0.207674728458117,0,0,0,0,0.233779041088566,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0361173681625252,0,0,0.394475043721837,0,0,0,0,-0.0256004840512962,0,0,0,-0.0194203499972554,0.0575245460665876
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0
X601939.CH.EQUITY,0,0,0,0.51115986339429,0.0219381891668301,0,0,0,0,0.339316647804267,0,0,0,0,0,0,0,0,0,0,0.117601131651361,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.160536975286442,0,0,0,0,0,0,0,0,0,0,0.00961981679670461
X601288.CH.EQUITY,0,0,0,0,0,0,-0.387687083669461,0,0.0468902074905835,0,0.975033680626602,0,0,0,0,-0.101959148515344,0,0,0,-0.307313223796173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412751357184792,0,0.174850672204891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145677839203661,0.398080529065578,0,0,0,0,0,0,0,0,0.0838384342196453,0,0,2.16840434497101e-19,0,0,0.0609678282732877,0,0,0,0.00624639858587459,0.0631019370247047,-0.192242181825677,0,0,0,0,0,0,0,0,0.0575363618433804,0,0,0,0.255912185926102,0,0,0,0,0,-0.160270751415925,0,0.0874961636285471,0,0
X601988.CH.EQUITY,0,0,0,0,0.376997648793496,0,0,0,0.0774203573167091,0,0,0,0,0,0.0894780096896421,0,0.035877919315717,0,0,-0.0763345523649216,-0.0669697463030402,0,0,0,0.253022233658226,0,0,0,0,0,-0.243628759734107,0,0,0,0,0,0,0,0,0.0602931665614827,0,0,0,0,0,0,0,0,-0.0369302998009155,-0.149899929781448,0
X1299.HK.EQUITY,0,0,0,0,0.229403304417148,0,0,0,0,0,0,0,0,0,0,0,0.192827041500138,0,0,0,0,0,0,0,0,0.0389666122085568,0,0.0439467500641196,-0.111359660085888,0.0930284434163493,0.0421895830609289,0,0,0,0,0,0.517624161180451,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013921751296847
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.423709089514604,0,0.0280493358843389,0.0281131008907823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028881527097645,0.061404516475514,0,0,0,0,0,0,0.149373483015708,0,0,0,0.23563123581224,0,-0.115344620530639,0.314525642272401,0,0,0,0,0,0,0,-0.0776494529947873
X601628.CH.EQUITY,0,0.00356135218899886,0,0.00137235496606165,-0.0822818101697746,0,0,0,0,0,0,0.0987872633679964,0,0,0,0,0,0.273593355061488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375360551064267,0,0,0,0,0,0.250251836516085,0.094190944601347,0,0.0591405509285962,0,-0.00637854695569819,0,0,0,-0.0575521459833267
X601328.CH.EQUITY,0,0,0.14830130559398,0,-0.0850493168126301,0,0,0.406481568413142,0,0,0,-0.0141091682297094,0,0.46876627602969,0,0,0,0,0,0,0.0809680234367145,0.104813665151914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801806040366546,-0.206239950266313,0,0,0,0,0,0,-0.00872940130234667,0,0,0,0,0,0
