,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.136126131805375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280867740465653,0.0167216597172715,0,0.364568308179338,-0.181168598885986,0.44310022924257,0,0,0.249990511123259,-0.101469246334891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196982648867305,-0.0226147505194863
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096
X601939.CH.EQUITY,0,0.0477473785735373,0,0.795752043193657,0,0,0,0,0,0.0469472795988818,0.0303018003404626,0,-0.027610021530166,0.020788583127522,0,0,0,0.0833876998710161,0,0,0,0,0.00108418457070655,0,0,0,0.0218896348986978,0,0,0,0.0221519931670939,0,0,0,0,0,0,0.079967833898268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.887945742573058,0,-0.0875734189449371,0,0,0,0,0,0,0,0,0,0.0538929636901003,0.0115921339905721,0,0,0.133997449588703,0,0,-0.0428285621816298,0,0,0,0,0.0548775273075275,0,0,0,0,0,0,0,0,0.0232643766230274,0,0,0,-0.0562542005319849,0,-0.108712467325264,0,0,0,0,0,0.00886531740710498,0,0,0,0
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0.0128576201066741,0.0224572868007828
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686185439930416,-0.023083959066712,0,0,0,-0.0291631210608256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547597206747138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102271770518033,0,0,0,0.0013536590090925,-0.117027682651601,0,0,0.996636722901116,0,0.0209393068054114
X1299.HK.EQUITY,0,0,0,0,0.119253410107799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294746981455251,0,0,0,0,0,0,0,0,0,0,0.104527248966552,0.324783490241536,0,0,0,0,0,0,0,0,0.0282421743845034,0.0561440175534909,0,0,0,0.0530297372734711,0,0,0,0.126402667015012
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00986312459523931,0,0,0,0,-0.00628594838108407,-0.177450164736875,0,0,0,0,0,0,0,0.132923211024493,0.533298579469785,0,0,0,0,0,0,0,0,0,-0.160401253015605,0.118859159773042,0,0,-0.0675034688200547,0,0.0269746867098856,0.170142108164521,0,0,-0.170098694554854,0.0374275583392263,0,0,0
X388.HK.EQUITY,0,0,0,0,0.163599095030909,0,0,0.171601880874949,0,0,0,0,0.0570013536582805,0,0,0,-0.0289867626750319,0,0,0,0,0.266212358920248,0,0,0.135979182599903,0,0,-0.00643527523593134,0,0,0,0,0,0.0997214415917856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235897859984756,0,0,0.268223472469983
