,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.26573067287529,0.0561245959952629,0.00217624211573102,-0.0128228332773452,0,0.460852515740094,0,0,0,0.054625172218126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090334670125807,0.0329411740212344,0,0,0,0,0,0,0,0,0,0,0.0856187538648215,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.22102041324378,0,0,0,0,0,0.190779667122863,0,0,0,0,0,0.108535982494225,0,0,0.0855755212039214,0,0,0.125437118217936,0,0,0,0,0,0,0,0,0,0.0136343102329371,0,0,0,0,0,0,0.0621209683105079,0,0,0,0,0,0,0.00298663304597375,0,0,0,0,0,-0.154866783489942
X601939.CH.EQUITY,0.467040013453523,0.287554456080657,0,0,0,0.0454293208007056,0,0.283185276319363,0,0,0,0,0,0,0,0.014351558641168,0,0,0,0,0,-0.228220799822572,0,0,0,0,0,0,0,-0.0561301781815113,0,0,0.117672824002781,0,0,0,0,0,0,-0.0751463630466448,0,0,0,0,0,0,0,0,0,0.0805909125396653,0
X600036.CH.EQUITY,0,0,0,0,0,0.0286727722410281,0.18927933338578,0.141621844579015,0,0,0,-0.113043072563197,0.156430577669549,0,0,0.0498504615682437,0,0,0,0.0439194898960452,0,0,0,0,0,0.0567146456643573,0.0824401856620127,0,0.108821624061023,0.0163078085852756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373640053874968,0
X601288.CH.EQUITY,0,0.0264532739465944,4.33680868994202e-19,0,0,0.0690616574620799,0,0.500025141964253,0,0,-0.114433252238382,0.126453025375361,0,0,0.0291831437331662,0,0,0,0,0,0,0,0.06171908738017,0,0,0.0474863217116482,0,0,0.0379523071681736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239060283919443,0,0,0,0.0484445891526697,0,0.0972316106395468
X601628.CH.EQUITY,0.17824331944286,0,0,0,0,0,0,0,0,0,0.080553472509131,0,-0.0173781742057416,0,0,-0.164797620583462,0,0,0,0,-0.0885853905534452,0.134494900144022,0,0,0.0146219651779904,0,-0.129446431533509,0,0,0,0,0,0,0,0.606122551221642,-0.0408222624874871,0,0,0,0.0395494019338017,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.207149681837646,0,0,0,0,0,0,0,0.106522011945237,0,0,0,0,0,0,0,0,0.0197858903804012,0,0,0.11259206402407,0,0,0,0,0,0,0,0,0,0.171598597370104,0,0,0,0,0,0.0932100895178795,0.157452538714049,0.0651994276163863,0,0.296065831836376,0,0,0,0,0.298619281778198,0,0,0
X601988.CH.EQUITY,0.0403800976091218,0,0.090311318570688,0,0.35813201856281,0,0,0,2.71050543121376e-20,0,0,0,0.209596401954441,0,0,0,0.150801681581742,0,0.0179505345973737,0,0,0,0.0095078256117471,0,0,0.0265999517102968,0,0,0,0,0.125432006495002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106415542158297,0,0,0,0,0,0,0,0,0,0,0,-0.120760114804773,0,0,0,0,0,0,0.229047675527362,0,0.179633842419959,0.130639654682449,0,0,0,0,0,0,-0.0101449681747612,0,0.0782266769798161,0,0,0,0,0,0.217115150063156,0.0671268747962676,0,-0.0391861170741586,0.247152431374909,0,0.00725700118566791,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0678176325979731,0,0,0,0,0,0,0,0.123017491700531,0.111403814600237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129022162492208,0,0.417499504062922,0,0,0,0,0,0.0226585095184202,0,0,0,0,0,0,0,0,0,0,0,-0.00274186696713542,0,0,0,0.109040657861631
