,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0.0323969566883681,0,0,0,0.395014198310854,0,0,0,0,0,0,0,0,0,0,-0.115197135744916,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.231352899968512,0,0,0.160307180268035,0,0,0,-0.0518048968736338,0.270133017688055,0,0,0,0,0,0,0,0,0,0,0.0972739093870727,-0.165432235398176,0,0,0.052199378826381
X601939.CH.EQUITY,0.199889801256173,0,0,0.356624930184651,0,0,0,0,0,0,0,0.0640576412513822,0,0.183753436354972,0,0,0,-0.11758539427273,0,0,0,0.0562426661587722,0,0,0,0.207471377564264,0,0,0,0,-0.113439233140027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152130169537407,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0
X601288.CH.EQUITY,0,0.632084988144091,0,0,0.160272497843955,0,0,0,0,0,0.0135009667383972,0,0,0.0166210737597952,0,0,0,0,0,0,0,0.122960545228085,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113371439115659,0,0,0,0,0,-0.0428051065916412
X601988.CH.EQUITY,0.135849768703799,0.116004225188471,0,0.211653185757722,0,0,0,0,0,0.311249628254921,0,0,0,0,0,0.220599008372796,0,0.129285027277993,0,0,0.0570724879752897,0,0,0,0,0,0,0.138003642034023,0,0,0,0,0,0,0,0,0,0,-0.584416175471929,0,0,0,0,0,0,0,0,0,0,0.0552821723451817
X600036.CH.EQUITY,0,0.205870886835113,0,0,0,0,0,0,0.154222915913166,0,0,0,0.137587471008025,0,0,0,0,0,0,0,0,0,0.0855112996917489,0,0,0,0,0,0,0,0,-0.0124404309255254,0.0038384228658955,0,0.306062644340754,0,0,0,0,0,0.0582636277679805,0,0,0,0,0,0.0189411352287266,0,0.0658860567149198,-0.0209532693007314
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.121530021836278,0,0,0,0,-0.166118062456002,0,0,0,0,0,0.00946966630758136,0,0,0,0,0,0.0488525809155617,0.372040341302388,0,0,0,0,0.0619438672317196,0,0,0,0,0,0.0495590937763093,0.0790945003650495,0,0,0,0,0,0.0486200745367703,0,0,0,0,0,0.0630709883542085,0.21030652616605,0
X601658.CH.Equity,0,0.0718838668716641,0,0.100886631674148,0.0396044890471174,0,0,0,0,0,-0.0322214944702973,0,0,0,0,0,0,0,0,0.26732899896178,0.188590126612789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289456844591801,0,0.0959380333816621,0,-0.134115191188642,0,0,-0.0791420280068554,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187406962777181,0.0493788963666807,0,0,0,0,0,-0.0366843012235237,0,0,0,0,0,0,3.46944695195361e-18,0,0.478418317476431,0,3.46944695195361e-18,0,0,0.0351281506947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921741858845027,0,0,0,0,0,0
X601328.CH.EQUITY,0.290070577927518,0.000172622856060071,0,0.0559551560440869,0,0,0,0,0,0,0.0508222597940432,0,0,0,0,0.0153683533365948,0,0,0,0,0,0.102781940033496,-0.0080564722034281,0,0,0,0,0,0,0.282882293728044,0.129360913252108,0,0.0528023616166401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0597175919192106,0,0,0,0.167481846053703,0,0,0,0.0163560443854629,0,0,0,0.0335743559981019,0,0,0,0,0,0,0.0196266953708121,0.213710869574809,0,0,0,0,0,0,0,0.312032844323493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144695769865371,0
X600000.CH.EQUITY,0,0,0.0943773974350536,0.170460308677663,0,0,0,0,0,0,0,0,0.231055581768798,0,0,0,0,0,0,0,0.00154824356620556,0.0300177993207341,0,0,0,0.138211090162225,0,0,0.12335804866728,0,0,-0.0444889682233845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677804518445577,0.021675997918863,0
X000002.CH.EQUITY,0,0,0.0918425447072566,0,0,0,0,0,0,0,0.0150170736620309,0,0,0,0,0,0,0,0,0,0.115811410587584,0,0,0,-0.0297998958158693,0,0,0,0,0,0.333481178027762,0.258180777973507,0.228086311702222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0187318113554623,0,0,0,0,0,0,0.432581691143342,0,0,0.105644355932189,0,0,0.0600621130787243,0,0,0,0,0,0,0,0.144932168007623,0,0.0730455726558631,0.0243900448835713,0,0,0,0,0,0.0359978593536321,0,0,0.0511874783944552,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.252369318665131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181782369465205,0,0.0175682232871769,0,0,0,0,0,0,0,0,0.012474609108336,0,0,0,0.396970657903033,0,0,0,0.157929293714022,-0.0950318789314243,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,-0.0213332959518385,-0.0886485824108958,0.116526888840778,-0.0624327509855001,0,0,0,0,0,0,0.208693160070023,0,0,0,0,0,-0.0483918631191998,-0.0268029741288512,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.208388939151687,0,0,0.528789003433673,0,0.0918034787161535,-0.0990453276191686,0,0,0,0.0383896337308742,-0.069689890624748,-0.0132184328071154,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0701238517559862,0,0,0,0,0,0,0.0728999045290688,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0552879771309606,0.306492855129579,0,0,0,0,0,0,0,0,0.0657328377526329,0,0.138930145348727,0,0,0,0,0,0,0,0,0,0.214230263957157,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.20417829001222,0,0,0.0777259353789835,0,0,0.321921655151823,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981457251627511,0,0,0,0,0,0,0,0,0,0,0.135172461051895,0,0.152116703107397,0.00408579609265204,0,0,0,0,0,0.378824346361226,0,0,0.0789608548805184,0,0,0,0,0,0,0,0,0.236172314682418,0,0,0
X600016.CH.EQUITY,0,-1.73472347597681e-18,0,0.105474721921879,0,0,0,0,0,0,0,0.343973983800969,0.116192734799224,0.0204374674866086,0,0,0.304562982673698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798922240374307,0,0,0,0.00475679465620333,0,0
X601601.CH.EQUITY,0,0,0.781516991102903,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.220372392269586,0,0.0205570135742972,0,0,0,0,0,0.119544700036572,0,0,0,0,0,0,0,0,0,0,0,0,0.255231039275873,0,-0.0471801378660647,0,0,0,-0.271661467540474,0,0,0,0,0,-0.120121547943629
X2388.HK.EQUITY,0,0,0,0,0,0,0.124621931400439,0,0,0,0.0270002333370869,0,0,0,0,0,0,0,0,0.0106466908419141,0,0,0,0,0.264430387695379,0,0.0245738425316782,0,0,0,0,0,0.131741334613133,0,0.0138090570818445,0,0,0,0.0106529814516956,0,0.327011357995853,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.310421766674997,0.20219908406921,0,-0.0138097539768838,0,0,-0.0463349326674221,0,0,0.0862962238376667,0,0,0,0,0,0,0.188651564132726,0,0,0,0,0,0,-0.0219563674214475,0,0.0501825836387768,0,0.0829456577380777,0,0,0,0,0.131622477601962,0,0,0,0,0,0,0,0,0,0
