,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.129052487079765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109415393691859,0,0.501026264159269,0.390488906132729,0.0378674466831842,-0.216544065677631,0,0,0.170358360848813,0,-0.0766808197102628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187964248584555,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232512224119,0,0,0,0,0,0.016396531940747,0,0,-0.0558576454560297,0,0,0,0.0383697305009737,0.129402211880057,-4.33680868994202e-19,0,0,0.00265818059633483,0,0,0,0,0.0312093233057445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716312183856165,0,0,0.00658206158077867
X601288.CH.EQUITY,0,0,0.919675175414148,0,-0.117154548394635,0,0,0,0,0,0,0,0,0,0,0.0259431911560917,0,0,0.127635735199563,0,0.0534232919140841,0,0,0,-0.0775800329183807,0.0249131969454918,0.0438465804631597,0,0,0,0,0,0.0126957921041959,0,0,0,0,0,0.00106987270030941,0,-0.0673587922052204,0,0,0,0,0,1.0842021724855e-19,0,0,0
X601628.CH.EQUITY,0.0141525103119693,0,0,3.46944695195361e-18,0,0,0,0,0,0.24198057107957,0,0.229425521920667,0,0,0,0,0,0,0,0.0906735937640632,0,0,0,0,0,0,-0.129429630722976,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.478648070339935,0,0,0,0,0,0,0,0.0127789703876139,0.300972432076796,0,0,0
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0
X601988.CH.EQUITY,0,0,0,0.00285429317579059,-0.136623653000167,0.0795689752105765,0,0.0507713575892718,0,0,0,-0.0218394868240558,0,0,0,-0.000933780968863344,0,0,0,0,-0.0422689328850743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10878059560414,0,0,0,0,0,0,0,0,1.05214253554132
X1299.HK.EQUITY,0,0,0,0,0.142263893740619,0,0,0,0,0,0,0,0.0300084627771685,0,0,0,0,0,0,0,0,0,0,-0.115248253435336,0.130007095802958,0,0,0.0717681897277004,0,0,0.173584490465586,0.334314399431821,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.140968092160778,0,0,0,0.0763602832512383,0,0.00035597592069293,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0603124675687178,0,0,-0.303985328050852,0,0,0,0,0,0,0,0.187409681490019,0.535340238483359,0,0,0,0,0,0,0,0,0,0,0.072087725854924,0,-0.144140469568472,0,-0.0191416075151414,0,0.149303279047514,0,-0.16107095276554,0,0.101508972784146,0
X388.HK.EQUITY,0,0,0,0,0.254545601306241,0,0,0.0284238059252675,0.0496261940465483,0,0,0,0,0,0,0,0,-0.252411626697179,0,0,0.16617586725316,0,0,0,0.447184344661105,0.197798667574372,0,0,0,0,0.116716769585457,0,0,0,0,0,0,0,0,0,0,-0.0413902917367934,0,0,0,0,0,0,-0.147384007222528,0
