,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.0178365485339543,0,0.00611122221886792,0,0,0,0,0,0,0,0.466489355965927,0,0,0,-0.0967759538303857,0,0,0,0,0,0,0,0,0,0,0,0,0.050406273685034,0,0,0,0,0,0.0621811109631851,0,0,0.08935183371667,0,0,0,0,0.209534193761372,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0
X601939.CH.EQUITY,0.111988043650083,0,0,0.290646327681923,0,0.225591682409214,0,-0.0426579285909541,0,0,0.0460724093720493,0,0,0,0.113573459421949,0,0,0,0,0,0,0,0.0803654157743117,0,0,-0.00607018839860434,0,0,0,0,0,0,0,0,0,0,0,-0.116473114902042,0,0.384082586057977,0,-0.0510771052909953,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.218730364932547,0,0.301571247766713,0,0.144044585700947,0.312290088072944,0,0,0,-0.0874513018063115,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.123465458865965,0,0,0,-0.187752445191502,0,0,-0.0390630349441194,0,0,0,0,0,0,0,-0.0362890496276438,0,0,-0.0268117946513843,0,0.129298233619836,-0.0518601067389024,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0379743161232255,0.207096955400977,0,0.145183590281093,0,-0.359512821157158,0,0,0,0,0.0653271922429497,0,0,0,0,0,0,0,0,0.388111312893087,0,0,0,0.453101298286386,0,0,0,0,0,0,0.071030182113372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18629335581187,-0.089490290382979,0
X601988.CH.EQUITY,0.223605053409381,0.0849501290625956,0.327272812673982,0,0,0,0,0,0.116276538626715,0,0,0.145484348695163,0,-0.225189549094358,0,0,0,-0.110868010858988,0,0,0,0,0,0.143269666191561,0.0805805094888715,0,0,0.13323655240902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323545060735518,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718787875388551,0,0,-0.0225473810042086,0,0.0286330446445972,0,0,0,0.312750871777426,0,0.12697888668559,0,0,0,0,0,0.151996172052662,0,0,0,0,0,0,0,0,0,0.0419381046447539,0,0,0,0,0.101670479869787,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.102300883945202,0.241681491508848,0,0,0.105924100164368,0,0,0,0,0,0,-0.0059194577010411,0,0,0,0,0,0.0786494947498364,0,0,0,-0.180643557243847,0,0,0,0,0,0.206735585129536,0,0.0345368101581897,-0.304472301558007,0,0,0,0.0499825901632139,-0.0383849190256813,0,-0.112366455932861,0,0,0,0,0.120732679941294,0,0,0,0.0183795536076395,0.0414601992261277,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154073878562297,0,0,0,0,0,0,0,0,0.216758571823193,0,0,0,0,0,0.107509442647665,3.46944695195361e-18,0,0,0,-0.0259373494369991,0.295094640652881,0,0,0,-0.162013035708638,0,0,0,0,0.0541913260497215,0,-0.0406926444565713,0,-0.169768958930782
