,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.147833045031697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241480160275764,0,0,0,0,0.462624151305797,0,0,-0.103409510029721,0,0,0,0,0,0,0,0,0,-0.133438680909548,0.0409033648385875,0,0.517117191491741,0,0,0,0,-0.0140467176533111,0,0,-0.0359201329668794
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0
X601939.CH.EQUITY,0,0,0,0.553288417587153,0.0205469940435114,0,0,0,0,0.327825897014275,0,0,0,0,0,0,0,0,0,0,0.107575855675379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615894790389456,0,0.143053177590351,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.387693761272394,0,0.0468673691447658,0,0.975044674674278,0,0,0,0,-0.101959159744519,0,0,0,-0.307311261270246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412862831705412,0,0.174859503698641,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145680619283525,0.398078799499372,0,0,0,0,0,0,0,0,0.0838391683510792,0,0,2.16840434497101e-19,0,0,0.0609628565642706,0,0,0,0.00624453730330909,0.0631062233856947,-0.192239215666294,0,0,0,0,0,0,0,0,0.0575365775471859,0,0,0,0.25591786935692,0,0,0,0,0,-0.160271729383848,0,0.0874991395161829
X601988.CH.EQUITY,0,0,0.148407015399176,0,0.207367039378215,0,0,0,1.38777878078145e-17,0.022523309358823,0,0,0,0,0.0856556494844229,0,0,0,0,0,-0.181663163464517,0,0,0,0.144243567080529,0,0,0,0,0,-0.0735508694499874,0,0.176950608895703,0,0,0,0,-0.00232425041176583,0,0.0734274627381737,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.228007256921583,0,0,0,0,0,0,0,0,0,0,0,0.192821310610122,0,0,0,0,0,0,0,0,0.0353341466968357,0,0.03494808417534,-0.116870941538685,0.0876804553630016,0.0539462613948262,0,0,0,0,0,0.535514066661219,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0214656629460567,0,0,0,0,0,0,0,0,0.442029187719528,-0.0273333000310875,0.1429760152827,0.10888180513137,0,0,0,0,0,0,0.0474293803477588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164105895614964,0,-0.0895922426800713,0.312704620117303,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.100375001650482,0,0.0102242966649877,-0.0939866971147875,0,0,0,0,0,0,0.0340703818203557,0,0,0,0,0,0.192768002575585,0,0,0,0,0,0,0,0,0,0.0240213746357511,0,0,0,0,0,0,0,0.433136121205508,0,0,0,0,0,0.201706599558129,0.0843838795672128,0,0.0731873373654463,0,-0.0238662288670189,0,0
X601328.CH.EQUITY,0,0,0.148309343840402,0,-0.085054146965149,0,0,0.406478820303985,0,0,0,-0.0141000264354444,0,0.468762042455178,0,0,0,0,0,0,0.0809657979160555,0.104811858138391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080177543792099,-0.206247340026284,0,0,0,0,0,0,-0.00873223642576005,0,0,0,0
X601166.CH.EQUITY,0.0833142794772039,0,0,0.237391230486885,0,0,0,0,0.0531816498213497,0.0526570877785472,0,0,0,0.2449369127495,0,0,0,0,0.0210832228627352,0,0,0.115103677800214,0,0,0.104607179537883,0,0,0,0,0,0,0,0,0.0738344277847655,0,0,0,-0.229560771695289,0,0.0320569867203796,0,0,0,0,0,0,0,0,0
