,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0766869259181555,0.400175477957682,0,0,0,0.0244753596145243,0,0,0,0,0,0,0,0,0,0,0.0681364951591389,0,0,0,0,0,0,0,0,0,0,-0.0093267723467074,0,0,0,0,0,0,0,0.194994336225713,0,0,0,0,0,0.0423413522770519,0,0,0,0.0390200500647516,0.0545985642940923,0.203785634374626
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.12416902124546,0,0,0,0,0.0126773036583273,0,0,0,0,0.313917799842603,0,0.255863533547885,0.0349425830075302,0,0,0,0,0.0391387795604419,0.201427201882094,0,0,0,0,0,0,0,0.0217219256677944,0,0,0,0,0,0,0,0,0,0.0214163363416939,0,0.0430806908158473,0,0
X601939.CH.EQUITY,0,0,0,0.279701529817518,0,0,0,0,0,-0.0135828344737227,0.0840846698908013,0,0,0,0,0,0,0,0,0.0400845134832599,0,-0.253754144060674,0.0280363514313649,0.57433146713906,0,0.122819526015726,-0.158233899810702,0.103678383541211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837529160546516,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.305477536749851,0,0,0,0,0,0,0.274995468789124,0,0,0.0253110262630437,0,0,0,0,0.19039959506741,0,0,0,0,0,0.0197587470450013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176810016916673,0,0,0.0466373658007864,0
X600036.CH.EQUITY,0,0.194775124800608,0,0,0,0.0391112659296089,0.118825660931984,0.0840669962380442,0,0,0,0,0,0.199180904969729,0.0508294210774067,0,0,0,0,0,0,0,0.0696681702192899,0,0,0,0,0,0.322844385787616,0.0447794626283787,0,0.0110412887079775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0764296717323956,0,0,-6.93889390390723e-18,0.00887819341821245,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.147728536213387,0,0,0,0.126205127729725,0,0,0,0,-0.0395626609127072,0,-0.117102508750237,0,0,0,0.165026878628587,0,0.0752716892780524,0,0,0.568568822057092,0,0,-0.0475135120514358,0,0.0835602180324444,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0771036894973842,-0.0250515040093948,0,0.0300847363890375,0,0,0,0.139619579361327,0,0,0,-0.0898891082354089,-0.0642951047404228,0,0,0,0,0,0,0,0,0,0.118249926441948,0,0,-0.00896848578538175,0,0,0,0,0,0,0,0,0,0,0,0.299838661804582,0.139856517021742,0.138850386317002,0,0.044992361492075,0,0,0,0.0855174246838279,0.235803315406439,0
X601988.CH.EQUITY,0.0628921286638259,0,0.0237085594762526,0.136991320822926,0.267071812141481,0,0,0,0,0,0,0,0,0.109451237126537,0,0.245396107503116,0,0,0,0,0,0,-0.0399692843605724,0,0,0,0,0.145263822124705,0,0.062043100469351,0,0,-0.123435529139588,0,0,0.154261396550656,0,0,0,-0.0912338777249928,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283533301094328,0,0,0,0,0,0.0437205266454139,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.141883142050513,0,0.0124391335904791,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.000399478750291376,0.474209509617998,0,0,0.260797778717853,0,0.19420376857805,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260388813160879,0,0.076053099754482,0,0,0,-0.0106422971898558,-0.0703994321025651,0,0,0,0,0,0,0,0,0,0.431987815704366,0,0,0,0,0.277367244890549,0,-0.0313724151096502,0,0,0,0,0,0,0,0,0,0.323418520725677,0,0,0,0.0216650794333139,0.0924970494820556,0,0,0,6.93889390390723e-18,0,0
