,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.111070900223575,0,0.050620813822995,0,0,0,-0.0758226531889448,0,0,0,0.482547571520014,0,0,0,-0.0723884106162151,0,0,0,0,0,0,0,0,0,0,0,0,0.0567625523980181,0,0,0,0,0,0,0,0.0897201598340781,0,0,0,0,0,0.218746223256689,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165
X601939.CH.EQUITY,0.328692526530443,0,0,0.292478878118191,0,0.089241256952758,0,-0.0475371442348128,0,0,0,0,0,0,0.136765971757012,0.0323084372802582,0,0,0,0,0,0,0,0.0719233154258187,0,0,0,0,0,0,0,-0.0111856782174833,0,0,0,0,-0.10855370498614,0,0,0.333888489263036,0,0,0,0,0,0,-0.0403569201700357,0,0,0.0117959238567596
X601288.CH.EQUITY,0.371894049232592,0,0.124014018070865,0,0,0.235338187667471,0,0,0.111731487451231,0,0,0,0,0,0,0,0.0645926277962806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110325675643328,0,0,0,0,0,0,0,0,0.177007445612678,0
X5.HK.EQUITY,0,0,0.0436448758009644,0.246163704840643,0,0.11372158012046,0,-0.401207800681059,0,0,0,0,0.100729250888518,0,0,0,0,-0.0126092046889364,0,0,0.408908432850854,0,0,0,0,0.515489034696737,0,0,0,0,0.0183598366794889,0,0,0.111296850128427,0,0,0,0,0,0,0,0,0,0,-0.21640237947589,0.0199584712263305,0.118903953014463,0,0,0
X601988.CH.EQUITY,0.190268478852156,0,0.216660789938775,0,0,0,0,0,0.150377148039859,0,0.0704193705398375,0.187728355785351,0,-0.292370248123983,0,0,0,0,0,0,0,0,0,0.180341372844442,0,0,0,0.0926889054141774,0,0,-0.046068657589174,0,0,0,0,0,0.0456068485142019,0,0,0,0,0,0,0.0506825685894843,0.0377573858027494,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0983149173102031,0,0,0.248996780997772,0,-0.0409692005509511,0.00908802426604847,0,0.294410310146824,0,0.261385903576905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969351025215644,0,0.00932065521039366,0.0893442631736354,0,0,0,0.122148369078707,0,0.0145526666450949,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.243585669615268,0.25178365891443,0,0,0.121806968229426,0,0,0,0,0.032243565883501,0,0,0,0,0,0.0351405720007549,0,0.0676543050488543,0,0,-0.164627377729911,0,0,0,0,0,0,0.191099161185695,0,0,-0.278984714111582,0,0,0,0,0,-0.10816593102703,0,0,0,0,0,0.0383670321724759,0,-0.0895368910153482,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703845039324475,0,0,0,0,0,0,0,0.324450995232703,0,0,0,0,0,0,0,-0.0613877760814495,0,0,0,0,0,0.0183837428537244,0,0,0,-0.194508628933624,0,0,0,0,0,0,0,0
