,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0.34757357970676,0.200716986915359,0,0.0355198994477271,0,-0.108696338859253,0,0,0.0449473533909074,0,0,0,0,-0.143971496273957,0,0.112006932495743,0,0,0,0.185909831348894,0,0,0,0,0.0966299794124858,0,-0.1299049208157,0,0,0.0795055138350357,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00600486310230715,0,-0.0646525321988045,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192188609513086,0,0,0,0.28838611967492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677386186128083,0,0,0,0,0,0,-0.248908135803082,0.276883208256957,0,0.179452239719245,0,0,0,0,0,0.0595782863669591,0
X601939.CH.EQUITY,0.427793899984125,0,0,0.0876598791895461,0.104318708532244,0,0,0,0,0,0,0,0.143050285731154,0,0,0,0,0,0,0,0.136043330269794,0,0,0.0278378750663553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31563200652036,0,0,0,0.0299642656435221,0,0,-0.15446522056726,0,0,0
X601288.CH.EQUITY,0.450491991637466,0.0389464817196281,0.183470765724907,0,0.0474999912756637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155094612838925,-0.0390964021629078,0,0,0.190500382733873,0.086511277262943,0,0,0.120695493965154,0.0114145994058496,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.292696162424978,0,0.157906643470686,0,0,0,-0.149067207052782,-0.067364269390662,0,0.329988455137537,0.13446736944736,0,0,0.264239973841603,0,0,0.320536062694388,0,0,0,0,-0.238685774869841,0.43115884754596,0,0,0,0,0,0,0,0,0,0,-0.0695043516504368,0.0309185195582943,3.46944695195361e-18,0,0,0,0.220887983701026,0,0.0272819967278164,0,0,0,0,0,0
X601988.CH.EQUITY,0.0916708927872627,0,0.0754475362588935,0.254292868275454,0,0,0,0.130655721051203,0,0.105281698496893,0.264241296335124,0,0,0,-0.360241892101182,0,0,0,0,0,0,0,0,0.0576969839522869,0,0,0,0.0160035040354823,0,0,0,-0.00842768158555883,0,0,0,0,0,0,0,0,0.0257697125732021,0,0,0,0.0701409807130953,0.00205762985968968,0,0,0
X600036.CH.EQUITY,-0.0691862909468633,0.300872749081557,0,0,0,0,0,-0.00458994726882808,-3.46944695195361e-18,0,0,0.045160914304779,0.169214798076329,0,0,0,0,0,0.133889713599645,0,1.73472347597681e-18,0,0,0.178981417892748,0,0,0,-0.0200754094794762,0,-0.0380963459503342,0,0.303358135626471,0,0,0,0,0.0422758720263032,0,0,0,0.0649614723666957,0,0,0.0874589682805442,0,0,0,0,0
X601628.CH.EQUITY,0,-1.73472347597681e-18,0,0.332541964559357,0,0,0,0,0,0,0,0,0,0.215886066556435,0,3.46944695195361e-18,0,0,0,0,-8.67361737988404e-19,0,0.0570039387730776,0,0,0,0,0.0860041068545798,0,0,0,0,0,0,0,0,0,0,0,0,0.164878585255488,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341906702031786,0,0,0,0,0,0.169949713282319,0,0.137386152458801,0,0.166279715289643,0,0,0,0,0.0206697814356937,0.385159086426215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530106606193905,0,0,0
X601166.CH.EQUITY,0,0.00616376423289728,0,0,0,0.147877147497789,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.254072731724598,0,0,0,0,0,0,0,0,0,-0.0165634083698443,0,0.0421517786849621,0,0,0,0.509536421101194,0,0.176672893568949,-0.0684451813189957,0,0,0,0,0.19547369510413,0,-0.100548900021965,0,0,0,0,-0.00931834445300997,0,0
