,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.290385361350214,0.383820688446273,0.123449849352174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108050022017228,0,0,0,0,0,0,0.0479858664932545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.0942246083609903,0,0.0366141663112817,0,0,0,0,0,0,0,0.211308473100416,0.084438815773353,0,0,0,5.42101086242752e-20,0,0.209743067136146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713930231581875,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.25391058443047,0.264008877048666,0,0,0,0,0,0.104623373518206,0,0,0,0,0,0,0,0,0,0,0.0713168052096019,0,0,0,0,0,0,0.140406198426184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105996578741526
X601988.CH.EQUITY,0.100731373573011,0,0.44077822763662,0,0.0998429927875488,0.0468723724353126,0,0,0,0.137899620040887,0,0,0,0,0,0,0,0,0,0,0.286408531895204,0,0,0,0,0,0,0.0840775633952283,0.0971547727765688,0,0,0,0,-0.1556502680866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.116937132601926,0,0.312247436989641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085760957735776,-0.00172950675005585,0.475024990083003,0,0,0,-0.150362936792088,0.3017028253707,0,-0.153696419684099,0,0,0,0.188724921636144,-0.0141357783285805,0,0,0.1592610726354,0,0,0,-0.0443683379513336,0
X601658.CH.Equity,0,0,0.0407958793402763,0.135781539516587,0,0,0,0,0.336895792599206,0,0,0,0,0,0,0,0,0,0,0.157925489199231,0,0,0,0.174760493568399,0,0,0,0.0728817830402521,0,0,-0.172160441293833,0,0,0,0,0,0,0.0233464066511978,0,0.103283967200781,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.100586250708027,0,0,0,0,0,0,0,0.127118229931988,0.139162873270885,6.93889390390723e-18,0.341743131411197,0,0,0,0.0203358133633888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594886915181713,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700267102345728,0,0,0.121126909175386,0,0,0,0,0.0522232602899376,0,0.188652257273572,0,0.209274946978117,0,0,0,0,0,0.170270047202235,0,0,0,0,0,0,0.0406405639863369,0,0,0,0,0,0,0.0101079349997271,0,0,0
X600036.CH.EQUITY,0,0.181760120068201,0,0,0,0,0,0,0,0.176485411386052,0,0,0.0458756359687039,0,0,0,0.0443678644353569,0,-0.0773890611215735,0,0.0310479755454488,0,0,0.0267493667841692,0,0,0,0,0,0,0.0717624929003458,0,0.378899804322578,0,0,0,0,0,0,0.217292733124279,0,0,0,0.293865254640098,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0375444044297036,0,0,0,0,0,0,0,0.235341633813029,0,0,0,0.0131893683186737,0.258518365889246,0,0,0.0311436362915573,0,0,0,0,-0.0361444426478203,0.00671312819103024,0,0,0.284951443529022,0,-0.262424795518886,0,0,0,0,0,0,0,-0.123628646085116,0,0.2042810301348,0,0,0,0,0,0,0,0,0,0
