,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0173292087337262,0,0,0,0,0,0,0,0,0,0,0,0,-0.113985670557137,0.484465019226718,0.721960434294497,0.0222633372040663,0,0,0,0,0.194886665686523,-0.218183391245368,0,0,-0.302499915788757,0,0,0,0,0,-0.0262944440651352,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0961583001128618,0,0,0,-0.0169368129429034,0,0,0,0.0648729100941629,0.00932279673791108,0,0,0,0,0.242047114754798,0,0,0,0,0,0,0,0,0.120791245067554,0.0709999772543645,0,0,0,0,0,0,0.39071149685276,0,0,0,0,0,0,0,0,0.0534712505744255,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.820325482450433,0,0,0.0330606503293919,0,0,0.0235549171889815,0,0,-0.0638071879878617,0,0,0.0597210840082943,0,0.0721258442950063,0,0,0,0.000865492906306391,0,0,0,0,0,0.0602928638504038,0,0,0.0216742197167593,0,0,0,0,0,0,0,0,0,0,0,0.0218375498827556,0,0,0,0,0,0,0.0305479775810024
X601288.CH.EQUITY,0,0,0.852338247245738,0,-0.0839887113756255,0,0,0,0,0,0,0,0,0,0.00741699747496086,0.0602146875341859,0.0688551948696445,0.14165043831112,0,0,0,0,0,0,0,-0.0885835446848394,0,0.0244902909063791,0,0,0,0,0,0,0,0,0,0,0,0,-0.154695937281426,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.125319231419225,0,0.461585850499669,0.0234887104454727,0,0,0,0,0,0,0,0,0.0443222397035243,0,-0.0595745468130177,0,0,0,0,0,0,0,-0.0178785684083177,0,0,-0.164995168488006,0,0.335874856687948,0,0.0600801038916402,0,0,0,0.283952164871688,0,0,0,0.155692576567227,0,0,0
X600036.CH.EQUITY,0,0,0.374070291202339,0,0,0,0,0,0.0171702353570149,-0.00555310441499931,0,0,0,0,0,0.131723444087128,0,0,0,0,0,0,0,0,0,0,0,0.168580182109423,0.00635730125346417,0,0.184862360411775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330459157044613,0,0.01608753934641,0,0,0.0377975660223778
X601988.CH.EQUITY,0,0,0,0,-0.00274889686699945,0,0,0,0,0,0,0,0,0.85777239836001,0,0,0,-0.260367614939386,0,0,-0.00193493736437219,0,0,0,0.307632958980032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590464211432018,0.0948840190213657,0,0,0,0,0.0172587475425952,0
X1299.HK.EQUITY,0,0.0219354271646595,0,0,0.206899133265146,0,0,0,0.00423640584220301,0.214249073148065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193275708086511,0,0,0.301028066812179,0.146569818304471,0.122289426205213,0,0.204342657561774,0,0,0,0,0,0,0,0,0,0,0.152964030521204,0.00758453538879295,-0.112545422224759,0,0.224533821761549,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21467420443771,0,0,0.347799613495098,0,-0.151861737686724,0,0,0,0,0.0728836252032212,0,0.0827320919098409,0.347350685199919,0.31133887104276,0,0,0,0,0,0,0,0,0,0,-0.268118438112265,0,0,0,-0.111467484958483,0.0820406030559042,-3.46944695195361e-18,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.287254200710721,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383766158154168,0,0,0,0.0803588122358732,0.13127560130118,0,0.39045588029412,0,0,1.38777878078145e-17,0,0,0.0467351974750511,0,0,0,0,0,0.0798743715654996,0,0,0,0,0.105749160389296,-0.216030985686064,0,0,0,0,0,0.0486923836384255
