,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY
X601398.CH.EQUITY,0,0.492812833884362,0.102652224006261,0,0,0.0415738443099613,0,0,0.0759129825905489,-0.112185763677451,0.0587545588844622,0,0,-0.055737217020717,0,0,0,0,0,0.0634345371398694,0,0,-0.0114725349887026,0,0,0,0,0,0,0,0.0122846890283572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766375802715344,0.051899525314039
X601939.CH.EQUITY,0.417330631171058,0,0,0.207147431095336,0,0,0,0,0,0,0,0,0,0.17692933069478,-0.229983697892255,0,0,0,0,0,0,0,0,0,0,0.237582636715562,0,0,0,0,-0.00797453987148372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107087451187828,0,0.0219362308305986
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297119857711107,0.0953145325148933,0,0,0.174396772509397,0,0,0,0,0,0,0,0,0.189388149843762,0,0,0,0,0,0,0.0452300247624358,0,0,0,0,0,0,0,0,0,0,0,0,0.121996533592142,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X601988.CH.EQUITY,0,0,0.032146296383735,0.424501094380594,0,0,0,0,0,0.33526717251233,0,0,0,0,0.019501045122978,0.318361597280276,0,0.040716698578376,0,0,0,0,0,0,0,0,0.0772588264821963,0,0,0,0,0,0,0,0,0,0,-0.62270234671932,0,0,0,0,0,0,0,0,0,0,0.0898356451335497,0
X600036.CH.EQUITY,0,0.0319153230587555,0,0,0,0,0,0,0.0103381878961931,0,0,-0.0293284866439869,0.203942348904084,0,-0.00935912424778296,0,0,0.102380048137481,0,0.212049894425142,0,0,0,0.074476507111811,0,0,0,0,0,0,0,0.335216614953734,0,0,0,0,0,0,0,0,0,0.0267028342963662,0,0.147300418096054,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0
X601628.CH.EQUITY,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.156803205115886,0,0,0,0,0,0,0,0.359352891584599,0,0,0,-1.73472347597681e-18,0,0.0557597486500876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289536296671969,0,0,0,0,0,0,0.184371570358555,0,0
X601658.CH.Equity,0,0,0,0,0.13605149385086,0,0,0,0,0,0,0,0,0,0,0,0,0.268249259783274,0,0,0,0.0280132768426781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323452186077537,0,0.164188089623679,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.24915245455346,0,0,0.357663479371238,0,0,0,-0.0185831071064918,0,-0.0437728803854252,0,0,0,0,0,0.167407744674698,0,0,0,0,0,0,0,0,0,0.0858803374658554,0,0,0,0.125838114690888,0,0,0.00887197437893423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900306926923623,0.0251533865220943
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0
X601166.CH.EQUITY,0,0,0,0.0791171193450115,0,0.284036038714599,0,0,0,0.0272565066721384,0,0,0,0,0.0115188776111405,0,0,0.0299752459110618,0,0,0.0293201922750866,0,0,0,0,0,0,0,0,0.210289532220028,0.0489634508118004,0,0,0,0,0,0,0,0,0,0.0550256939874188,0.0501097842933619,0,0,0,0,0,0.0898444055395151,0,0.145466703654844
X600000.CH.EQUITY,0.109278335056369,0,0,0.146155401567213,0,0,0.0183327427382984,0,0,0,0,0,0.287711651630883,0,0,0,0,8.67361737988404e-19,0,0,0,0.0652631238666082,0,0,0,0,0,0,0.129896368121538,0,0,0,0,0,0,0,0,0,0,0,0,0.0259888075249025,0,0.0115460083723059,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723072554997574,0,0,0,0,0,0,0,0,0,0,0.304526359889303,0.0608049331871724,0,0.0225979513425899,0.372571836266111,0,0,0.00767893265135864,0,0.0470728601819918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367055308640485,0,0,0,0,0,0,0.257163757786756,0,0,0,0,0,0,0.00359749432366722,0,0.213524036713933,0.267860990839417,0,0,0.0569001171387246,0.0693129406473103,0.0806823978824966,0,0.0100011728472673,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348181926508598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201519753010466,0,0,0,0,0,0,0,0.0485773147106396,0,0,-0.0615402426084642,0.019710525662477,0,0,0.285001561893361,0,0,0.139834200172539,0,-0.078520802634868,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.341619074253874,0,0,0,0,0,0,0,0,0,0,0,0.0887805661140489,0,0,0,0,0,0,0,-0.0532149676330525,0,0,0.0852923623214353,0,0,4.33680868994202e-19,0,0.0485496689070849,0.340567226623739,0,0,0,0,0.108932353466125,0,0,0,0,0,0,0,0,0,0,0.000663934044256783,0.0714919925501167,0
X688.HK.EQUITY,0,0.268146179573895,0,0,0,0,0,0.121410317269085,0,0,0,0,0,0.0924767591337384,0.0728972547558434,0,0,0,0,0,0,0,0,0,0,0,0,0.237662151335119,0,0,0,0,0,0,0,0.121745439520244,0.0537319493027551,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0789289992204544,0,0.654355433219452,0,0,0,-3.46944695195361e-18,-0.0224463535253884,0,-0.0937819632303115,0,0,0,0,0,0,0.188681688470978,0,0,0,0,0,0,0,0,0,0.0295619015096305,0,0,0,0,-0.012008326099738,0,0,0,0,0,0,0,0,0.0912033745641628,0,0,0,0,0,0,-0.0162664092553667,0,-0.161991076736653
X600016.CH.EQUITY,0.048845224362519,0,0,0.115421365181088,0.0464444435741713,0,0,0,0,0,0.327379599218293,0,0.0723673174262519,0,0,0,0.179737542358348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387549542357429,0,0,0,0,0,0,0,0,0,0,0.125849152958061,0,0,0,0,0.0758892840774846,0,0,0
X601319.CH.EQUITY,0,0,0.106541737555634,0,0,0,0,0,0,0.0137402463662155,0,0,0,0,0.00239714446923042,0,0,0,0,0,0,0,0,0,0,0,0.109354450086786,0.0815517113033096,0,0,0,0,0,1.38777878078145e-17,0.347775594920279,0,0.0877755040248202,0.0269442777218434,0,0,0,0.175975645707082,0.0025620985180086,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.244340085937113,0,0,0,0,0.0788809406488298,0,0,0,0,0,0,0,0,0,0,0,0.413850287312632,0,0,0,0,0,0,0,0,0,0,0,0.157495686190739,0,0,0.0537736644457544,0,0,0,0,0,0,0.0781694555356951,0,0.0133873144467581,0,0
X11.HK.EQUITY,0,0,0,0,0,0.137870364974961,0.0664862318647657,0.354576723808971,0.0395693390766625,0,0,-0.00933596562972465,0,0,0,0,0,0,0,0.0709713583706585,0,0,0.388225057028161,0,0,-0.0333471833098625,0,0,0,0,0,0,0.0925714673295177,0,0,0,0,-0.169996049190883,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,-0.0488218254118607,0,0,0,0,-0.022773938808339,0,0,0,0,0,0,0.510204191465437,0,0,0,0,-0.0244796998202066,0,0,0,0,0,0,0,0.0716505365494376,0,0,0,0,0,0.397021140058762,-0.0145219176540334,0,0,-0.0481390685519463,0,0,0,0,0,0.0458876781298159,0,0,0,0.0115252274391127,0
