,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.383036996572065,0,0,0.0957959367010287,0,0,0,0,0,0,0,0,0.018341150631484,0,0,0,0,0,0,0.0265699440291181,0,0,0,0,0,0,0,0,-0.0454135012918282,0,0,0,0.141388204488544,0,0,0.0995921172461412,0,0,0,0,0,0,0,0,0.111373458469369,0.0123371377490857,0.0886352339765976
X601318.CH.EQUITY,0,0,0,0,0.0854547194324354,0,0,0.0837007165689832,0.10260133424291,0,0.0243424288453009,0,0.150971542597755,0,0,0,0,0.00947606842918178,0.0480194861796708,0,0.39110582412187,0,0,0,0,0,0,-0.0811851030853015,0,0.1434541718571,0,0,0,0,0,0,0,0.0483354820812727,0,0,0,0,0,0.11063958805559,0,0,0,0,0.0941198973196433,0
X601939.CH.EQUITY,0,0,0,0.253691032276866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540721841268506,0,0.736792713656474,0,0.0320445594690292,-0.248129074865294,1.38777878078145e-17,-0.209549197144327,0.00919211240843282,0,0.159603642939479,0,0,0,0,0,0,0,0,0,0,-0.066625895377657,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.313895590020665,0,0,0,0,0,0.272702106397843,0,0,0,0.0390818222708946,0,0,0,0,0.169503267279935,0,0,0,0,0,0.0189727569893575,0,0,0.0286596190577758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176815102727457,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.144572926157807,0,0,0,0.0962384545713173,0.0829201265247802,0.0664720673054476,0,0,0,0,0.25574632238532,0,0,0,0,0,0,0,0,0,0.291965583036343,0,0,0,0,0.00585909632604563,0,0,0,0.0503713038500314,0,0,0,0,0,0,0.0838278726447707,0,0,0,0,0,0,0,0.0537661558419608,0,0,0
X601628.CH.EQUITY,0.0694133307939154,0,0,0,0,0,0,0,0,0.0527354842006585,0,0,0,0,0,0,0,0.162767382252929,0,0,0,0,-0.125722402257491,0,0.19497114948535,0,-0.0328604375522442,0,0,0,0.0216901039957561,0,0.222699909823457,0,0,0.502061055194445,0,0,0,0,0.0535343650790367,-0.0455250567135866,0,0,0,0,0,0,0.0410717510997752,0
X601988.CH.EQUITY,0.186587884991351,0,0,0.123241275705234,0.0718748887925358,0,0,0,0,0,0,0,0.18530202734845,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.017741281096827,0,0.260862948589328,0,0.104904831626289,0,0,0,0,0,0,0,0,-0.0189793171778126,0,-0.0815562101127622,0,0,0,0,0,0,0.345855946726194
X1299.HK.EQUITY,0,0,0,-0.0332664257021722,0,0,0,0,0,0.153652435130627,-0.0373968346477079,-0.0300288593333991,-0.125274755625781,0,0,0,0,0,0,0,0,0,0,0,0,0.248081657800284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932350107202569,0.0539405078335462,0.132973635699687,0.0169104212049424,0.0386062209661489,0,0.0343673993687003,0.178947806041069,0,0.105260268968474,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659472636757535,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0373618044842804,0.1044389077254,0.609261856780579,0,0,0,0.0544546262205966,0.106421181328506,0,0,0,0,0,0,0,0,0.207204064061773,-0.0973137616075967,0.0993027223570061,0,0,0,0.130179955035596,0,0.17361317257125,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0604914074422013,0,0,0,0,0.0259733164429001,0,0,0,-0.0295852973767415,0,0,-0.160385996496657,0,0,0,0,0.446743492883026,0,0.246774881647764,0,0,0,0,0.217350441822037,0.314275727920615,0,0,0,0,0.18604336976526,0,0,0.0303022006989077,0,0,0,-0.486988777796333,0,0.106345517691343,0,0,0
X601658.CH.Equity,0.124528019174156,0,0.130060356811704,0,0,0,0.0682932731455491,0,0,0,0,0.0608453039209615,0.00632720623382156,0,0,0,0,0,0.432422397421447,0,0,0,0,0,0,0,0,0.0166145591608873,0,0,0,0,0,0,0,0,0,0,0.0371537216903791,0,0,0,-0.133545975692056,-0.0553404698993524,0,0,0.00427411104584746,0,0.0927395974267289,0
X601166.CH.EQUITY,0,0,0.00862747073828996,0,0,0,0,0,0,0,0.0293108843841901,0,0.0476770978473794,0,0,0,0,0.118679009563847,0,0,0,0,0,0,0.0201158482938947,0,0,0,0.0539060670771345,0,0,0,0.0460250425464264,0,0.0764436610117353,0,0,0,0,0,0,0,0,0,0.329693904231062,0.0898944077992052,0,0,0,0.0946827840152288
X000001.CH.EQUITY,0,0,0,0,0.56884774704993,0,0,0,0,0.0259497185796556,0,0,0,0,0,0.0860596582837688,0,0,0,0,0,0,0.204344683301793,0,0,0,0.0825816445446965,0.00346373453755049,-6.93889390390723e-18,-0.226658988126869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590248042204012
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5524077800258,0,0,-0.135943015919929,0.148000389527741,0,0,0,0.137096510453965,0,0,0,0,-0.0162130899332569,0,0,0,0,0.100976328513378,8.67361737988404e-19,0.0857646306949091,0,0,0,0,-0.0268055283335497,0,0,0,0,-0.00982661800367445,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.216117664126749,-0.283388284306271,0,0,0.441957184612457,0,0,0.141049274250426,0,0,0,0,0,0,0,0,0,0,-0.13571812138966,0,0,0,-0.103804755579514,0,0,0.0363023437092599,0,0,0,0,0.000902629942873517,0,-0.0629231134424101,0,0,0,0.152797472177889,0,-0.105487059600035,0,-0.0141643383820363,0.00883120132633848,0,0,0,0
X601328.CH.EQUITY,0,0.00431744240160602,0,0,0,0,0.0476920648034876,0,0,0,0.0219782110007087,0,0,0,0,0,0,0.0422741561208412,0.352173718674556,0,0,0,0,0.0646718181758982,0,0,0,0,0,0,0.200827602264197,0,0,0,0,0,0.0261093735637939,0,0,0,0,0,0,0,0,0,0,0,0,0
