,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.013131408679096,0,0,0,-0.0775296685580216,0.238211473247011,0,0,0,0,0,0,0,0.404784729889785,0,-0.18588085304246,0,0,0,0,0,-0.136365910948719,0,0,0,0,0,0,0,0,0,0.771658136675597,0,0,-0.057423123801995,0,0,0,0,0,0,-0.00694293196954405
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0
X601939.CH.EQUITY,0.369737247838017,0,0,0,-0.0651145769704075,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0404559145241172,0,0,0,0.0502591552316342,0,0,0,0,0.148099476126687,0,0,0,-0.378009516591099,0,0,0,0,0,-0.0021432209918809,0,-0.0583270848110689,0,0,0,0,0,0.664673808974063,0,0,0,-0.0354279253119906,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.182616106580646,0,0,0,0.00372593678137753,0,0.431539319022412,0,0,0.343763743513997,-0.10048264211385,0,0,0,0,0,-0.149488420360202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029502246974945,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146974818144672,0,0.213109889388128,0,0,0.113427470363578,0,-0.00367950847073637,0.214577761095467,0,0,0,0.0738797761894213,0,0,0,0,0,0,0,0,0.0216340393772103,-0.168529120765181,0,0,0,0,0,0,0,0,0,0.129648824972643,0.0970954877358322,0,0,0,0,0,0,-0.0966283722687781,0,0,0.154726975674934
X601988.CH.EQUITY,0,0,0,-0.0570984256531853,0.383824926873014,0,0,0,0,0,0,0,0,0.0415425875836219,0.0184512586890029,0,0,0.0297056716524859,0,0,-0.173705675303857,0,0,0,0.304493176786201,0,0,0,0,0,0,-0.358456811441866,0,0,0,0,0,0,0,0,0,0,0,0,0.0313054632558374,0.115872694365748,0,0,0
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0
X1299.HK.EQUITY,0,0.0948483067946722,0.0045411249918851,0,0.366126226549793,0,0,0,0,0,0,0,0,0,0,0,0,0.0501160151924061,0.0773240512853074,0,0,0,0,0,0,0,0.147519264634078,0.0291067562138232,-0.104041518207601,0.0466122246203565,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178173635741421,-0.116998149923128,0,0,0.130965845398669,-0.0110487258597876
X601628.CH.EQUITY,0,0.0844949250926263,0.0279068232501288,0.0798576235797407,0,0,0,0,0,0,0,-0.0690904905349463,0,0,-0.00306978972471428,0,0.325284205316786,0,0,0.0248819154757478,0,0,0,0,0.10865446998837,0,0,0,0,0,0,0,0,0,0.196733891082882,0.0514057211249096,0,0,0,0,0,0.204760787153972,0,0,0.0869650181602892,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.694431061107926,0,0,0,0,0,0,0,0,0.0883398573155357,0,0.0233995141508263,0,0,0.180519818625446,0,0,0,0,0,0.119425470676432,0,0,0,0,0,0,0,0,0,0,-0.0808898048250882,0,0,0,0.029032134653819,0,0,0,-0.237981185877633,0,0,0
