,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.121408675944559,0,0,0,-0.175780033987127,0.25561821751982,0,0,0.0910247750909099,0,0,0,0.277087091557526,0,0,-0.12704103134081,0,0,0,0,-0.136288858501143,0,-0.194191142703824,0,0,0,-0.224256277404868,0,0,0.814963789640352,-0.0516619870798485,0,0,-0.0823624492112686,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0542426522997912,0,0.160008504212681,0,0,0,0,0.0968905290010748,0,0,0,0,0.108242150656281,0.0206605794675059,0.112213813153317,0,0,0,0,0,0,0,0,0,0,0.0413382351439115,0,0.0323924752911166,0.13704736681489,0,0.237365636984205,0,0,0,0,0.00607451943763004,0,0,0,0,0,0,-0.0174500726431763
X601939.CH.EQUITY,0.372858899723669,-0.00298433660664364,0,0,0,0,0,0,0,0.0706317749259963,0,0,0,0,0,0,0,0.036774957095702,0,0,0,3.46944695195361e-18,0,0,2.16840434497101e-19,0,-0.108638855443147,0,0,0,0,0,-0.23762533689544,-0.262384883356596,0,-0.0497384946623174,0.14391874002968,0,0,0.578311611368065,0,-0.046771561260546,0,0,0,0.266000829987758,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.751520637203832,0.10621948523941,0.071790912732037,0.319216191494233,0,0,0,0.462389444429247,-0.180362522733587,0.365784271381329,0,0,-0.406853101755916,0,0,0,0,0,0,0,0,0,0,0,0,-0.361274641506098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512807706411546,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145938940841194,0,0.129089361518062,0,0,0.0717236083568442,0,0,0,0.172565815454738,0,0,0.119784346791123,0.00362601116042411,0,0,0.0507883198742099,0,0,0,0,0,0,0,-0.0150033401181128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924269827819182,0,0,0,0.197153282655731,0
X601988.CH.EQUITY,0,0,0,-0.0217065022516713,0.475319584677906,0,0,0,0,0,0,0,0,0,0.0860785791508093,0,0,0,0,-0.186035717516383,-0.0391064737010411,0,0,0.273484457298035,0,0,0,0,0,-0.40773281133742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146042665676008,0,0,0.0442966913544429
X600036.CH.EQUITY,0,0.255873832681444,-0.0215195756252767,0,0,0,0,-0.151229740428343,-0.0196150145150772,0.446262521309218,0,0.141975313492172,0,0,0,0.153142879742534,0,0,0,0.387709050314678,0,0,0,0,0,0,0,0.115825985094738,-0.10256958590122,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0527373958012172,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.273705031854306,0,0,0,0,0,-0.0440243149834355,-0.0897944696955058,0,0,0,0,0.012158096087852,0,0,0,0,0,0,0,0,0.0732856144046069,0.164657764662744,0,0.084029861993696,0,0.108755870084301,0,0,0.0407758365645646,0,0,-0.00433419033383034,0,0,0,0,-0.111384998419483,0,0,0,0,0,1.73472347597681e-18,0
X601628.CH.EQUITY,0,0.0901099740401902,0,0.0411434354877819,0,0,0,0,0,0,0.0748773748765689,0,0,0.249527229184755,0,0,0,0,0,0,0,0,0,0.158315203389931,0,0,0,0,0,0,0,0,0,0,0,0.104528014579821,0,0,0.0417163511565003,0,0,0.152302737818108,0.139695199164977,0,-1.73472347597681e-18,0,0,0,0
X601328.CH.EQUITY,0,0,0.198978915786996,0.0416335084931789,0,0,0.609014217851534,0,0,0,0,0,0,0,0,0,0,0,0,0.237315975440488,0,0,0,0,0,0,0.258653247190801,0,0,0,0,0,0,0,0,0,-0.0605326281333292,0,0,0,0,0,0,0,0,-0.452606429308994,0,0,-0.0664096555068361
X601166.CH.EQUITY,0.0271717530858577,0,0,0.223472586851427,0,0,0.152836842563441,0,0.0177935612202318,0,0,0.14992073676099,0,0,1.38777878078145e-17,0,0,0,0,0,0.170070824887188,0,0,0,0,0,0,0,0,0,0,0.25787832017308,0,0,0,0,0,0,0,0,-0.1465486897142,0,0,3.46944695195361e-18,0,0,0,0,-0.143601537514717
X600000.CH.EQUITY,0,0,0.179403757044902,0,0,0,0.268133267490795,0,0,0.138424964617018,0.458541664549035,0,0,0,0,0,0,-0.0894860710538788,0,0,0,0.0668386985972288,0,0,0,0,0,0,0,-0.00505517770559957,0,0,0,0,0,0,0,0,-0.223169375333461,0,-0.0583680183550662,-0.0168733066326865,0,0,0,0,0,-0.0391311868129339,0.336802607870496
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349675002145853,0,0,0,0,-0.112093437829293,0,0.102817038375113,0.163046262918832,0,0,0,0,-0.0907826299206221,0,0,0,-0.00906883689819095,0,0,0,0.320172098066157,0,0,0,0,0,0,0,0,0,0.0664282403897272,0,0,-0.114808308480901,0
X601601.CH.EQUITY,0,0.00597447245355893,0,0,-0.115250334253896,0,0,0,0.649502241771956,0,0,0,0.0589617352535863,0,0,0,0,0,0,-0.0135058241427965,0,0.0507616167177429,0,0,0,0.0253755472422345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344290116557267,0.000949715653561578,0
X000002.CH.EQUITY,0,0,0,0,0,-0.040925807199533,0,0,0,0,0,0.0774659221453955,0,0.185945242726717,0,0,0.0692848735812689,-0.0757328509340227,0,-0.136250045879436,0,0,0,0.126698653990028,0,0.262779411410409,0,0,0,0,0,0.224318263017312,0,0.460086926373463,0,0,0,0,0,0,0,0.205978553920444,0,0,0,0,0,0,-0.0775761078657422
X11.HK.EQUITY,0,0,0,0,0.177255776324302,0.0168227756666622,0,0,0,0,0,0,0,0,0,0,0,0,0.35858630926459,0,0,0,0,0.079627523708661,0,0,0,0,0,0.394678417227822,0,0.0262380781181511,0,0,0,0,0.212893713481579,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0299955709994986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139144006692248,0,0,0.268308004586971,0,0,-1.38777878078145e-17,0.21047038195311,0.30042498621656,0,0,-0.0668004432366473,0,0,0.51351724864334,0,0,0,0,0,0,0,0.019206611578622,0,0,0.022302153908805
X388.HK.EQUITY,0,0,0,0,0.422310867415973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234477013967283,0.083017196632939,3.46944695195361e-18,0,0.0962726940444472,0.020185641664893,0,0,0,0,0,0.0267516962841803,0,0,0,0.0591208532854025,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18
X2388.HK.EQUITY,0,0.286658200014775,0,0,3.46944695195361e-18,-0.220019234620661,0,0,0,0,0,0,0,0,0,0,0,0.536650275451304,0,0,0.29614257323803,0,0,0,0,0.0497613335841202,0,0,0,-0.271007821273198,0,0.237679052352412,0,-0.278609793768489,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00655468175948008,0,0,0
