,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.138346913775158,0,0,0,0,0,0,0,0,0,0,-0.0966327998549228,0,0.431992307796561,0.68833934389278,0,0.0393791185822941,0,-0.127768016319097,0,0,-0.0832248879702334,0,0.107795079673281,0,0,0,0,-0.13394184963668,0,0,-0.338795255453602,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.196906165524081,0,0,0,-0.0285226683225078,0,0,0,0,0.118784101312901,0,0,0,0,0.253241075485547,0,0,0,0,0,0,0,0,0,0.0869052689140573,0,0,0,0,0,0,0.402528481307079,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.80638854706237,0.0267741813341039,0.0571396108752121,0,0,0,0,0,0,0,0,0,0.0296928608839214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043177303441821,0,0,0,0.0434875491679727,0,0,0,0,0,0,0.0467060610904355,0,0,0,0,0.00130427693180597,0
X601288.CH.EQUITY,0,0,0.877606985194965,0,0.080591238798771,0,-0.0903407575487126,0,0,0,0,0,0.0153974908139081,0,0,0,0.0531700313337016,0.118297167695258,0,0,0,0,0,0,0,-0.0920340357357352,0.0109056111083785,0,0,0,0.00809777753550662,0,0,0,0,0,0,-0.141085530280132,0,0,-0.00545466720457647,0,0,0,0,0,0,0,0,-0.00364195754378842
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884436100515297,0,0,0,-0.292801089718818,0,3.46944695195361e-18,0,0,0,0.391367037274722,0,0,0,0,0,0,0,0,-0.247507159571336,0,0,-0.0257224193983516,0,0.0427814056311473,0,0,0,0,0,0,0,0,0.0897270647615129,0,0,0.0217195791115853
X600036.CH.EQUITY,0,0,0.389902434457611,-1.73472347597681e-18,0,0,0,0,0.0100730980823484,-4.33680868994202e-19,0,0,0,0,0,0.128980519815436,0,0,0,0,0,0,0,0,0,0,0.191849883884767,0,0.00939998592376348,0,0,0,0.169169941710762,0,0,0,0,0,0,0,0,0,0,0,0.0207733587359192,0,0,0,0.006339670140209,0.00526731271936511
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0742375480112074,0.785260942234541,0,0,0,0,0,0,0,0,0,0.115090618087719,0,0,0,0,0,0,0.0155441344250531,0,-0.0674922151969484,0,0,0,0,0.0263163848062672,0.255674095550892,0,0,0,-0.0751106315460716,0,0,0.211999280949113,-0.128745349768185,0.02006643224806,0,0,0.0915847664257084,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0106192008981835,0,0,0,-0.0764579117877928,0,0.0148123822916976,0,0,0,0,0,0,0,0.191699500173187,0,0,-0.256757090058513,0,0,0,0,0.220989575852105,0,0.314449768475592,0,0,0.050717255416946,0,0,0,0,0,0,0,0.110854559175954,0,0,0,0.383763312773552,0.065349070119224,0,0.0308315904074595,0.0640969068666792
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.366308885547756,0,0,0.380278326206187,0,0,0,0,0,0.0767593486734153,0,0.313362439968463,0.0437038442473267,0.276625604125209,0,0,0.107632895720945,0,0,0,0,0,0,0,0,-0.221532610549935,0,0,0,0.0731997990403034,-0.168070895516774,0.0199982854081992,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.214698391832481,0,0,0,0,0,0,0,0,0,0,0,-0.213627451936321,0,0,0,0,0,0,0.352402010000709,0,0.0655174473874571,0,0.123062663030378,0.023719019158809,0,0,0,0,0,0,0,0,0,0,0,0,0.164369115616406,0,0.0417524695064206,0,0,0.0609385971294166,-0.26262132023668
X601658.CH.Equity,0,0,0,0.222422703395512,0,0,0,0,0,0,0,0,0,0.00134577963971245,0,0,0,0.291830669049116,0,0,-0.068273055452517,0,0,0,0,-0.0452798973690225,0,0,0,0,0.0557056645410445,0,0,0,0,0,0,0,0,0,0,0.293446380093073,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.0386881891073838,0.106703851180509,0,-0.0376048504338397,0.0292473433046013,0,0,0.03166539303128,0,0.0845862279964164,0,0,0,0,0,0,0,0,0,0,0,0,0.01117019014394,0.0914626155224291,0,-0.00576675416745414,0,0,0.64851033792558,0,0,0,0,0,0,-0.066406402179561,0,-0.0174404017665281,0.0343726745438016,0,0,0.0611486368512111,0,0,0
X601328.CH.EQUITY,0,0,0,0.212759531355165,0.0103972929019109,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327699706115951,0,0,0,0,0.00468588104164689,0,0,0,0,0,0,0,0,0,0,0.02568617616246,0,0,0,0,0,0,0.248326425361246,0,0.0473327405193249,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.533146420977224,0.0108049316490329,0,0,0,0.018817172154319,0.0694152469829946,0,0,0,0,0.0725146867634686,0.0215709046598437,0,0.0703989081933598,0,0,0.049240893970488,0,0.0504375776861238,0,0.0785811392355418,0,0,0,0,0,0.047351544175805,0.0137762073600758,0,0,0,0,0,0,0,0,0,0,-0.0328976275340739,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.339446677685388,0,0,0,0,-0.0333938760030392,0,0,0,0,0,0,0,0,0,0,0.147007653105949,0,0,0,0,0,0.0578833466613008,0,0,0,0,0.336049623238701,0.0538582178418485,0,0,0.0719983731216998,0.0352971020305383,0,0,0,0.0449876933408532,0,0
X600000.CH.EQUITY,0,0,0.156229080852932,0.193386999259655,0,0.120908975636007,0,0,0,-0.0302407114098473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113698851899716,0,0,0,0,0,0,0,0,0,0,0,0.692974463464528,0,0,0.25844181068813,0,0,0,0,0,0,0,0,0.0817094029175214
X000002.CH.EQUITY,0,0,0.128216828571235,0.0733973029077782,0,0,0.0176124158228819,0,0,0,0,0,0,0.000873535879355652,0,0,0,0.145651419698782,0,0,0,0,0.0612868694420223,0,-0.0219188326651553,0,0,0.0233734527412702,0,0,0.0279848845659662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151166488141665,0,0,0
X601319.CH.EQUITY,0,0,0,0.229478791753907,0,0,0,0,-0.0149682602978105,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0938214511254307,0,-0.0379841004095428,0,0.108930466671676,0,-0.0711040287720684,0,0,0,0,0,0,-0.0220433160162695,0.145824162522705,0,0,0,0,0,0.153015996916031,0,0,0,0,0,0,0,0.289489885282476,0,0
X000001.CH.EQUITY,0,0.0698193835958055,0,0,0,0.121433862760293,0,0,0,0,0,0,0,0.129721259315932,0,0.118402853154477,0,0,0,0.0958951147910765,0,0,0,0,0.100896551238745,0,0,0,0,0,0,0,0.113795584674404,0,0,0,0.0749660800881922,0.0284462420009884,0,0,0,0,0.0101764347758827,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.607873731610081,0,0,0,0,0,0,0.107830845452155,0.0873932000724669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140423583045032,0,0,0,0,0,0,0,0,0,0,0,0.210163316354282,0,0,0,0,0,0.115242010562886,-0.122135023164658,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0840209568765595,0.290373509652979,0,-0.0252945201949019,0,0,0,0,0,0,0,0,0,0,0,0.0610376856558168,0,0,0,0,0,0,0,0.141481643589105,0,0,0.0960585199742009,0,0.0991534277970664,-0.0512571851752104,0,0,0,0,0.102220076268756,0,-0.0152067911880997,0,0.246458704030997,0,0,-0.0314974710027049,0
