,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.142248960889976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365231542993979,0,0.426340817489368,0.295077423195062,0.0145983934436405,0,0,0,-0.077535328529648,0,0,0.234244689181508,0,0,0,-0.272277760619876,0,0,0,0,0,0,0.0472060383220322,0,0,0,0,0,-0.293514793969103,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713
X601939.CH.EQUITY,0,0.0567283089824448,0,0.809716216750902,0,0,0,0,0,0,0,0,-0.0311946472431099,0,0,0.0153425581998049,0.119307439709873,-3.46944695195361e-18,0.0219934953901647,0,0,0,0,0,0,0,0.0317275757118389,0,0,0,0,0.0276720176529061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167103789070911,0
X601288.CH.EQUITY,0,0,0.878375435924921,0,-0.0682200314120608,0,0,0,0,-0.00621229263734676,0,0,0,0,0,0.08312597638307,0.0512152157067885,0,0.123127344610585,0,0,0,0,0,-0.0677930261922343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147992314815996,-0.112015085996802,0,0,0,0,0,0,0,0,-0.0484677447998237,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.10763234939267,0,0.402136704322534,0.0838471517084703,0,0,0,0,0,0,0,0,0.0462383280938847,-0.0782518331285036,0,0,0,0,0.0336027747606255,0,0,0,0,0,0,0.106151348114468,-0.2012535231955,0,0.319699043701464,0,0,0,0,0,0,0.145232400988858,0.267431215234788,0,0,0,0
X600036.CH.EQUITY,0,0,0.38756970302016,0,0,0,0,0,0.00873220526815972,0,0,0,0,0,0,0,0.122234379569775,0,0,0.00563909383267591,0.0203087211347829,0,0,0,0,0,0.191206635642187,0,0,0,0,0.168400197954022,0,0,0,0,0,0,0,0,0,0,0,0.0250187576545952,0,-0.00890247187758202,0,0,0,0
X601988.CH.EQUITY,0,-0.00041098182873657,0,-3.46944695195361e-18,-0.0402852491236202,0.137384590214204,0,0,0,0,-0.0752761716306732,-0.0885826968582895,0,0,0,0,0,0,0,0,-0.0172799319292177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122150386167096,0,0,0,0.0284903500365764,0,0,0,0,-0.0494509328212742,1.08067539136111
X1299.HK.EQUITY,0,0,0,0,0.257023310105912,0,0,0,0,0.182065165199293,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23648916424252,0.0735474453872962,0,0.395172209477474,0.187889916507048,0,0.110341533273552,0.182147452103231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973014865376852,0.105573094523651,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200215643858722,0,-0.259609470034694,0,0,0,0,0.0914162686591431,0,0.07107840453148,0.390594819385627,0.177438585785596,0,0,0.00679104774178709,0,0,0,0,-0.207445670130735,0,0,0,0.0639036005064694,0,0,0,0.0349602979731637,0.0303237902485971,0,-0.143981286877487,0,0,0.195674466659786,0
X388.HK.EQUITY,0,0,0,0,0.358025537702508,0,0,0,0.139352264520963,0,0,0,0,0,0,0,0,-0.426182155218444,0,0,0,-0.0167908232977115,0.201458582556989,0,0.211647319368629,0,0,0,0.0746865108256498,0,0,0.0939267058874367,0,0,0,0,0,0,0.0373899457741302,0,0,0,-0.25145498055757,0,0.103908782405271,0.117367121437258,0,0,0,0
X601658.CH.Equity,0,0,0,0.235948923813044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275284973822987,0.0141415417181021,-0.089477296236074,0,0,0,-0.0668148649739745,0,0,0,0,0,0.0703966107110061,0,0,0,0,0,0,0,-0.0437104837825414,0,0.331111964961802,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0293691603602634,0,0,-0.0228785853784147,-0.0164911832321569,0.0865547747556246,0,0,0.233459928911623,0,0,0.00841836232612749,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.033173966771865,0,0,0,0,0,0,0.0610034649118966,0.21432354885582,0,0,0,0,0,0,0.0697598758773416,0.125233892544213,0,0,0.0518300736856689,0.275179697843081,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.550686033456599,0,0,0,0,0,0,0,0,0,0,0,0,-0.102015531483022,0,0,0,0.280696751233967,0,0,0.0401178750824099,0,0.0366768337288378,8.67361737988404e-19,0,0,0,0.0985515738425247,0,0,0,0.0233087055594741,0,0,0,0,0.0362125010045252,-0.0373296014253927,0
