,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0178421973494469,0,0.00611465134929042,0,0,0,0,0,0,0,0.46648573275426,0,0,0,-0.0967693318068726,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0504024251551251,0,0,0,0,0,0.0621747959621648,0,0,0.0893596027486882,0,0,0,0,0.20952325512374,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0
X601939.CH.EQUITY,0.111971219096614,0,0,0.290656979954728,0,0.225581802669317,0,-0.0426613994835095,0,0,0.0460694771599758,0,0,0,0.113568761739482,0,0,0,0,0,0,0,0.0803808233015341,0,0,-0.00606976034997002,0,0,0,0,0,0,0,0,0,0,0,-0.116468930820006,0,0.384087434573238,0,-0.0510743130363384,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.322244370472932,0,0.251011966996153,0,0.121239988968896,0.264212363301127,0,0,0,-0.190581748868504,0,0,0,0,0,0,0,0,0,0.0585636716578261,8.67361737988404e-19,0,0,-0.179549911912022,0,0,0,0,0,0,0,0,0.00156156451489088,0,-0.0838385389785679,0,0,0,0,0.136851857540601,-0.0069987964518958,0,0,0,0,0,0,0,0,0,-0.0196214738870053
X5.HK.EQUITY,0,0,0.0379752090025181,0.207094216595682,0,0.14518498671264,0,-0.359514304850326,0,0,0,0,0.0653255419515412,0,0,0,0,0,0,0,0,0.388109741555004,0,0,0,0.453101845246728,0,0,0,0,0,0,0.0710301024198058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186293714073669,-0.0894889919109029,0,0
X601988.CH.EQUITY,0.223615355400034,0.0849414297831222,0.32725849717712,0,0,0,0,0,0.116266163325546,0,0,0.145435185105696,0,-0.225208432053799,0,0,0,-0.110841034832871,0,0,0,0,0,0.143275724229183,0.0805878792993382,0,0,0.133224070494571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323914391003692,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718823658928185,0,0,-0.022547614947146,0,0.0286316159789259,0,0,0,0.312747358149329,0,0.126982689052303,0,0,0,0,0,0.151996498588734,0,0,0,0,0,0,0,0,0,0.041940880695382,0,0,0,0,0.101668584052387,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0741768036539612,0.225185806862647,0,0,0.142547496543454,0.00283257685010144,0,0,0,0,0.0700021363579346,0,0,0,0,0,0,0.0298942507166322,0,0,0,-0.156957876453745,0,0,0,0,0,0.154089109592689,0,0,-0.117342323221832,0,0,0,0,0,0,-0.113804063742416,0,0,0,0,0.145373557827241,0,0,0,0,6.93889390390723e-18,0,0,0.12061039494056
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107295316218398,-0.0263064374236858,0,0,0,0,0,0,0,0.23345339088907,0,0,0,0,0,0.0663902196265785,-0.0338886353293698,0,0,0,0,0.218398316225014,0,0,0,-0.184763109191823,0,0,0,0,0,0,0,0,-0.0831662404858997,0
