,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0891101835644091,0,0.320586355597986,0,0.1255649163013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026883877326617,0,0,0,0,0,0,0,0,0,0.170146736328074,0,0.0333810360587822,0,0,0,0,0.130925154206716,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.125785536318755,0,0,0.018992839963653,0,0,0,0,0,0,0,0.0189784468309948,0.126032363160369,0.411847461983714,0,0,0,0,0.066157740171666,0.0704638666994891,0,0,0,0,0,0,0.0698331567601153,0,0,0,0,0,0,0,0,0,0,0,0,0.1211418593182,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.294418871106005,0,0.136536871225051,0,0,4.33680868994202e-19,0.216760502828169,-0.218558772449452,-0.137114426383326,0,0,0,0,0,0,0,0.687982353496202,-0.0528957322868034,0,0,0,0,0,0,0,0,0,-0.124317109359219,0,0,-0.0557371654928821,0,0,0,0,0,0,0,0,0,0,-0.173533002363541,0.101462528717865,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.204310355998468,0,0,0,0.055265771158554,0,0,0,0,-0.0250683441484157,0,0.310829026018044,0,0,0,0,0.0638538341281783,0,-0.164049447935599,0,0,0,0.398219059507413,0.236220510329551,0,0,0,-0.0676742178445078,0,0.0667051463703499,0,0,0,0,0,0,0,0,0,0,0.0527515325733975,0,0,0,-0.19912509508948
X601288.CH.EQUITY,0.0834491122705311,0,0.147561418721183,0,0,0,0,0,0,0,0,0,0,0.0202781860996992,0.164006793438596,0,0.226594951929506,4.33680868994202e-19,0,0,0.0662973569121619,0,0,0,0,0.0816593786328265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476516531790717,0.094891589184354,0,0,0,0.0297873997850545,0,0,0,0
X600036.CH.EQUITY,0,0.0335017503212518,0.0378500234845565,0.10649844804162,0,0,0.200256249352963,0.0366542440412669,0,0,-0.14388538553328,0,0,0.188345364265298,0,0,0,0,0,0,0,0,0.0851746120253623,0,0,0,0,0,0,0,0,0.0114578010662421,0,0,0,0,0,0,0,0,0,0,0,0,0.288814642540443,0,0,0,0,0.0695818464355653
X601988.CH.EQUITY,0.0786667948989814,0,0.0401057995383118,0,0.127727990644508,0.256494908032147,0,0,0,0,0,-0.105319229733762,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.00803139819431569,0,0,0,0,0,-0.0290205098140739,0,0,0,0,0,0.610600692269965,0,0,-0.128342762945264,0,0.0545547797653148,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.108867510657669,0.0835413269397228,0,0,0,0.365074544702826,0,0,0,0,0,0.0248049722290734,0,0,0,0,0,0,0,0,0.34080333779185,0,0,0,0,0,0,0.109046020060538,0,0,0.0602292247478909,-0.0342819111426576,0,0,0,0,0.0324610587010001,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.194843315850142,0,0,0,0,0,0,0,0,0,-0.0153754276316923,0,0,0,0,0,0,0,0,0,0,0,0.38995378117885,0.0259032860291542,0,0,0,0,0,0,0.194016433341228,-0.0515839678768214,0,0.243530532661033,0,0,0,0.143820661573065,0,0,0,0,0,0,0,0,-0.105734707707593,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.108125703774684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408276062401745,-0.0409883410846315,0.28378882633166,0,0,0,0,0.0556796362395822,0,0,0,0.241573298631788,0,0,0,0,0,0,0,-0.118421462829223,0,0,0.0523932720889764,0,0,0,0.149145842749446,0,0
X601658.CH.Equity,0.280952843153444,0.337262845211479,0,0,0,0,0,0,-0.0161701901913135,-0.00788503411064179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0989154287638516,0,0,0,0.0207228534431653,0.173685520205498,0,0,0,0,0,0,0.00529296238431617,0,0,0,0.108553138361179,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881299269700758,0,0,0,0,0,0,0,0,0.228757368637036,0,0,0.054791138214996,0,0,0,0,0,0,0.209968351353182,0.12242444211092,0,0,0,0.130590810042522,0,0,0,0,0,0.0575080396750983,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.125956662251296,0,0,0,0,0,0,0,0.485867108386162,0,0.136335183808048,0.0411817672077574,0,0,0.0480424736978011,0,0,0,0,0,0,0.0840262528434812,0,0,0,0.0953878193962649,0,4.33680868994202e-19,0,0,0,0,0.0220217661413434,0,0.201090003771571,0,0,0,0,0,0.0970145110019204,0,0
X000001.CH.EQUITY,0,0,0,0,0.0707469195858627,0.312608878876428,0,0,0,0.0501610871685697,0,0,0,0,0,0,0,0,0,0,0,0,0.0422592993644169,-4.33680868994202e-19,0,0.408560533788387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420192655736235,0,0,0,0,0.190030182645132,-0.233280329585242,0,0,0
X601328.CH.EQUITY,0,0.0430935565276785,0,0,0.136584227191612,0,0,0,0,0,0.116241701564818,0,0,0,0,0,0.0300923302639882,0.256346642968373,0.0859184989690464,0.200429239558129,0,0,0,0,0,0,0,0,0,0,0.0707779312261597,0,0,0,0,0,0,0.09064052152878,0,0,0,0,0,0,0,0,0,0,0,0
