,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,-0.122641788080909,0,-0.345443337114165,0,0,0,0,0,0,0,0.422377959027761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780840863472067,-6.93889390390723e-18,0.0467710734892008,0,0,0,0,-0.111994840151733,0,0,0,0,-0.0444451845841149,0,-0.138712082541469,0,-0.127157420252904,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0300036909914765,0,0,0.0174538513261359,0,0,0,0.203085651424124,-0.0133713146308095,0,0,0,0,0,0,0.0686065521916494,0,0,0,0,0,0.308041681527456,0,0,0,0.113627073187698,0,0,0,0,0,0,0,0.0411839666881424,0,0,0,0.0542861118141497,0,0.0663867164061726,0,0
X601939.CH.EQUITY,0.321300575383104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508826495108059,0,0,0,0,0,0,0,-0.00581221003926202,-0.0284026105511619,0,0,0,0.48540037540224,0,0,0,0,0,0,0,-0.204046211556105,0,0,0,0,0,0,0.114768573867768,0.182969720910837,0,-0.0662658339537204,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.183097239558074,0.219779203036937,0,0.467252212122381,0.0964594857269901,0,0,0,0,0,0,0,0,0,0,0,-0.0861721925123633,0,0,0,0,0,0,0.236516966998282,0,0,0,0,0,0,0,0,0,-0.253290460651939,0,0,4.33680868994202e-19,0,0,0,-0.270442630224089
X5.HK.EQUITY,0,0,0,0,0,-0.0819311593473133,0,0,0,0,0,0,0,0,0,0,0,0.0421955361707515,0,0,0.582220001031162,0,0,0,0,0,0,0,-0.0579469256604698,0,0,0.251145668277906,0,0,0,0,0,-0.110560717357938,0,0,0,0.305860787310192,0,0,0,0.032975789196894,0.116176703344687,0
X601988.CH.EQUITY,0.0775100465954747,0,0.0912995862273104,0.190254350876675,0,0,0,0,0,0,0.224537116673133,0,0,0,0.137903162956148,0,0,0,0,0.0357977023465744,0,0,0,0,0,-0.0160143249947849,0,0,0.0949957191510305,0,0,0,0.321928736808952,0.0388898225316365,0,0,0,0,0,0.0428850133769364,0,0,0,0,0,0,0,0.104683447743068
X600036.CH.EQUITY,0,0.238731823160113,0,0,-0.108989312529516,0,0,0,0,0,0.0159672779217812,0,0.343867895044108,0.0267403036685126,0,0.254528959309258,0,0,0,0,0,0,0.201235068718212,0,0,0,0,0.0772367022886438,0.053471780396735,0,0,0,0,-0.0428900404566487,0,0,0,0,0,0,-0.152225109779084,0,0.302978613644835,0,0,0.0971530935552543,0.203525600558786,0
X1299.HK.EQUITY,0,3.46944695195361e-18,0,0,0.533273246189657,0,0,0,0.146017604411042,0,0,0,-0.0331278712167391,0,0.0155575571159644,0,0,0.112079377554466,0,0,0,0,0,0,0,0,0,0,0,-0.034883079107788,0,0,0,0,0.0332590191134443,0,0,0,0.0394893712597156,0,0,0,0,-0.0132221257073781,0,4.33680868994202e-19,0,0
X601628.CH.EQUITY,0,0.0296125858586024,0.0167918147381838,0.061414336348466,0,0,0,0,0,0,0.00529035739122193,0,0,0.392579870064805,0,0,0,0,0,0,0,0.107674174411961,0,0,0,0,0.187633540838117,0.064454153473879,0,0,0,0,0,0,0.0422102866641979,0,0,0,0.0127204650417885,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0656070297939766,0,0,0,0,0.57795929083217,0,0,0,0,0,0,0,0,0,0,0,0.3136843973917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00619910159025288,-0.221072754724844,0,0,0,0,0,0
