,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601236.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0.421997871174411,0.00831049643057143,0.220794897788135,0,2.77555756156289e-17,0,0,0.149467736206861,0,0,0,0,0,0,0,0,0,0,0,-0.0925474252959205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081323156989896,0,0.0675897169291119,0
X601939.CH.EQUITY,0.521639245018516,0,0,0,0,0,-0.144154390007471,0,0,0.089684435836879,-6.93889390390723e-18,0,0.393006867823887,0,0,0,0,-0.0424544567508336,0,0,0,-0.0458549165327291,0,-0.0332388716745874,0,0,0,0,-0.014829086994634,0,0,0,0,0,0,0,0,0.0348053162423003,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.199523257926773,0,0,0,0,0,0,0,0,0,0,0,0,0.26401521008999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111069694982477,0.148461757662404,0,0,0,0.173703231484065,0,0,0,0,0,0.101759337121736,0,0,0,0,0,0
X601288.CH.EQUITY,0.489819294145999,0,0,0,0.235126523118219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029332051240971,0,0.0492189243494377,0,0,0,0,0.0805863824152887,0,0,0,0,0,0,0,0,0,0.102854703106723,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0881243125839762,0,0.365063220106256,0,0,0,0,0,0.339188047184254,0,0,0,0,0.119524225018841,0,0,-0.0625651712547824,0,0,0,0,0,0,0,0,0,0,0,0,0.129351017348832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582935322939318,0,0,0,0,0.0676493795538482
X600036.CH.EQUITY,0,0,0.0562041738928243,0,0,0,0.0632172194582449,0,0,0,0,0.0580958068661707,0,0,0,0.232009464711025,0,0,0,0.00461622558720228,0.00973170895992536,0,0,0,0.139510385897477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144308084585484,0,0,0,0,0.259219476430137,0.0303495757327877
X1299.HK.EQUITY,0.00526931299085763,0,0,0.106485764111739,0,0,0,0,0,0,0,0,0.0971486926166719,0.212195748616579,0,0,0,0,0,0.0302546881941732,0,0,0,0.0958572729560843,0,0,0,0,0,0,0,0,0,0.023186829684104,0,0,0.222481083211313,-1.38777878078145e-17,0,0,0,0,0,0,0,0.117765500251979,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0319907962547418,0,0,0,0,0,0,0,0,0,0,0,-0.151890392740239,0,0,0,-0.450120121110053,0.747305332906412,0,0,0.58792523316946,0,0,0,0,0.0262883161747385,0,0,0,0,-0.179140839151781,0,0,0,0,0.067751561740806,0,0,0.401447120012148,0,0,0,0,0,0,0,-0.190022837041073
X601628.CH.EQUITY,0,0,0,0.00614488158573698,0,0,0,0,0,0,0,0,0,0,0,0.234267231868293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136698242552403,0.211582437511885,0,0,0,0,0,0.0365240347665085,0,0.173881895718295,0.0692404410723907,0,0,0,0,0.0336468090833719,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185899788863822,0.192978754128469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280129783815158,0.0995039134130104,0,1.38777878078145e-17,0,0.265492876191505,0,0,0,0,0.410600172403564,0,0
X601328.CH.EQUITY,0.126527067726595,0,0,0.388230993624158,0,0,0,0,0,0,0,0,0,0.0552294398528846,0,0,0,0,0,0,0,0,0,0,0.219862277105642,0,0,0.167838134210549,0,0,0,0,0,0,0.00109297822346993,0,0,0,0,0,0.0952696751315959,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,-6.93889390390723e-18,0,0,0.0031393899805924,0,0.429974270832391,0,0,0,0.0173366130188517,0.0154617758551071,0,0.0286982711336304,0,0,0,0,0,0,0,0,0,0,0,0.224134681468138,0,0,0,0,0,0,0,0.00461693533830644,0,0,0.0499676752319065,0.024171942804041,0.106426238599564,0.0546530156368798,0,0,0,0,0,0,0,0,0,0,0
