,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0.352300485353339,0,0,0.368156752824277,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0080054144948005,0,0.190904523179605,0,0,0,0,0,0,0,0,-0.119701642160312,0,0,-0.191456316088621,0,0,0,0,0.173180705101903,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.101654930056554,0,0,0.270500498598686,-0.0119602085097603,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.414521872132366,0,0,0.0405095897076594,0,0,0,0,-0.0176357068691291,0,0.0882909851024613,0,0,0,0.0218769842520769,0,0,-0.0501896122256267
X601939.CH.EQUITY,0,0,0,0,0.0477966550732913,0,0,0,0,0.173300550957371,0,0,0,0.0185297380676244,0,0,0,0,0,0,0,0,0.491700334903925,0,0,0,0,0,0.0145712804311159,0,0,0,0,0,0,0,0,0,0,0,0,0.0503009367629095,0,0,0,0,0
X601288.CH.EQUITY,0.0815240608626184,0,0,0,0,0.109696835654217,0,0,0.0678713860536781,0.0857263613714448,0,0,0,0,0,0,0,0,0.0920329425179222,0,0,0,0.138478994545646,0,0.0117497349642316,0,0,0,0,0.0789518842256139,0,0,0.274629058499925,0,0,0,0,0,0,0,0,0.0538786477810215,0,0,0,0,0
X5.HK.EQUITY,0,-0.241323071491376,0,0.138602769648396,0,0,0.136979264033212,-0.130954681706449,0,0,0.109538679453882,0,-0.0852660150340874,0,0,0.0100501076606585,-0.152505166898429,0.294802135156925,-0.076397307882523,0,0.491461276582091,0,0,0,-0.115685483732615,0,0,0,0,0,0.334345782286802,0.0606516199089308,0,0,0,-0.197603221899506,0,0,0,0,0.000670428503731479,0.121706828763153,0,-0.0714755716969021,0.144282538538566,0,0
X601988.CH.EQUITY,0.124974166384333,0,0,0.226338043617014,0,0,0,0,0,0,0.202592197503687,0,0,-0.0162929127740477,0,0,0,0,0,0.125405332341091,0,0,0,0,0.0895538662613085,0,0,0,0,0.0292668180546902,0,0,0.299511772384303,0,0.099562642239424,0,0,0,0,-0.104511967740706,-0.0102885152126613,0,-0.135322799580327,0,0,0,0
X600036.CH.EQUITY,0,0.448104177569009,0,0,0.11347363521776,0,0,0.114358553436659,0,0,0,0.00115216095667794,0,0,0,0,0,0,0,0,0,0,0,-0.0902758334267982,0.174390308328119,0.00906995204276709,0,0,0,0.192912627449769,0,0,0,0,0,0,0,0,0,0.0557055315633847,5.03853765008551e-05,0,0,0,0,0,0
X1299.HK.EQUITY,0.0428744227721975,0.234875765908972,0,0,0,0,0,0,0,0,-0.134539641528672,0,0,-0.173670379221362,0,0.295185668981286,0.339766764360686,0,0.174538638079783,-0.0201873043411712,0.031529905756046,0,0,0,0.0875862805497691,0,0,0,-0.176163955612612,0,0,0,0,0,0.0709823495920653,0,0,0,0,0.00487591741595986,0,0,0,0,-8.67361737988404e-19,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.103154611744613,0,0.0659459075253985,0,0,0.038325231448021,0,0.100416897890348,0,0.263254513357814,0,0,0,-4.33680868994202e-19,0,0.0459012001898182,0,0,0,0,0,0,0,0,0.239359800424466,0,0,0,0,0,0,0,0,0,0,0,0.133121779353044,0,0,0,0,0
X601328.CH.EQUITY,0.100314892041756,0.0155311731386579,0.0302377202961538,0,0.0924545657792772,0.427298189928976,0,0,0,0,0,0.0977889057327386,0.109747905161792,0,0,0,0,0,0,0.038634216098168,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.107654269086064,0,0,0.0573522713230408,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.261848041860636,0,0,0.0216754840212579,0,0,0,0,0,0.320682415399227,0,0,0,0,0,0,0,0,0.378841666828343,0.442795184813762,0,0,0,0,0,-0.113760231960132,0,-0.0537404676325003,0,-0.0428992247609839,0,0,0,-0.166916099594966,0,0,0,0,0,0,0,0.0506432294363193
X600000.CH.EQUITY,0,0.197766524948171,0.00324282848723328,0,0.0147394409461186,0.021596504079926,0.139437420250929,0,0,0.191774493572047,0.0484867768329341,0,0,0,0,0,0,0.0301208273794986,0,0.281961824199571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180770722154637,0,0,0,0,0,0,0.113446569325098,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0227225174016159,0.223084456330155,1.73472347597681e-18,0,0,0,0,0,0,0.159408228472944,0,0,0.173589920802997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729643550790403,0,0.11363373566059,0,0,0,0.0465248975073138,0.307716844144499,0.0230532012274962,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,-0.0149455556351979,0,0,0,0,0.275211010198164,0,0,0,0,0,-0.0972989464270734,0,-0.112785704415169,0,-0.0811307959628179,0,0.116346438929723,-0.155333556445287,0,0,0.320241791531997,0,0,0,0,0,0,0,0,0,0,0.205485583474473,0,0.0558327127883846,0.183734306985306,0,0,0,0
X601601.CH.EQUITY,-0.0597570777812072,0,0,0,1.38777878078145e-17,-0.162360320655101,0.115323535099143,0,0.274606887497632,0,0,0,0,0.289641573585934,0,0,0,-8.67361737988404e-19,0,0,0,0,0.229550074770819,0.0915859889822099,0.166484468416421,0,0,0,0,0,-0.0841483347375823,0,0,0,-0.0160043598504278,0,0,-0.0812858400220087,0,0.174089270131715,0,0,-0.156822107121701,0,-0.0866975391645843,0,0
X11.HK.EQUITY,0.371247670586349,0,0,0,0.158500107420809,0,0,0.221894368119515,0,0,0,0,0,0,0,0,-0.0702770423689989,0,0.013784791384526,0,0.394540318822501,0,-0.200732099373223,0,0,0.0177196257652231,0,0,-0.12718143858988,0,-0.128617058954948,0,0,0,0,0,0,0,0,0,0,0,0,0.00184891780715842,0,0,0
X388.HK.EQUITY,0,0,0.0292792445828753,0,0,0,0,0.582277233306366,0,0.0214470583845376,0,0,0,0,0.117881706901006,0,0,0,0,0,0,0,0,0,0,0,0,-0.44936523389903,0,0,-0.0652923609351694,0,0,0,0,0,0.477990797472854,0,0,0,0.00839414836091524,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0331251814821346,1.73472347597681e-18,0,0,0,0.14687907751416,0,0.00147029045288459,0.0251927421759172,0,0,0,0,0,0,0.192801142127873,0.132857115161842,0,0,0,0,0,0,0,0.130326753723113,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.248202615607281,0,0.00647244949488426
X267.HK.EQUITY,0,0,0.17499116001318,0,0,0,0.0225220035827043,0.027449939600668,0.149835918138788,0,0,0,0,0,0,0,0.178070818668924,0.0471019942847265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128813324047289,0.000662770992105901,0,0,0,0.0807333292214393,0.123152196897375
