,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.392091749508155,0.0107953446607736,0,0,0,0,0,0,0,0.185052145596801,0,0,0,0,0,0,0,0,0.120701143976817,0,0,0,0,0,0.100294456653582,0,0,0,0.00284355831573209,0.00342431582957795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595172433872322,-8.67361737988404e-19,0,-0.120630016849152
X601939.CH.EQUITY,0.415462531928296,0,0,0.124769279343208,0,0,0,0,0,0,0,0,0,0.043594013752253,-0.160324739579653,0,0,0,0,0,0,0,0,0,0,0.312979624252296,0,0,0,0,-0.0154154698856112,0,0,0,0,0,0,-0.0184493383199227,0,0,0,0,0,0,0,0,0,0.180854081215697,0,0.0696575604742897,-0.0693690210943601,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297090591850724,0.0952963071820767,0,0,0.174394583011585,0,0,0,0,0,0,0,0,0.189427412652087,0,0,0,0,0,0,0.0453073905109356,0,0,0,0,0,0,0,0,0,0,0,0,0.121984821022177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0321472358974734,0.424515123202165,0,0,0,0,0,0.335265571746256,0,0,0,0,0.019477911373899,0.318317002133549,0,0.0407337324462753,0,0,0,0,0,0,0,0,0.0772812147775076,0,0,0,0,0,0,0,0,0,0,-0.622715951522201,0,0,0,0,0,0,0,0,0,0,0.0898519440830135,0,0,0
X600036.CH.EQUITY,0,0.0272674307566688,0,0,0,0,0,0,0.0112897317628072,0,0,-0.0318828815141812,0.187602322394703,0,0,0,0,0.122910934627292,0,0.182093517734688,0,0,0,0.0750356001079793,0,0,0,0,0,0,0,0.351433538800667,0,0,0,0,0,0,0,0,0,0.0307463188845415,0,0.151297154734902,0,0,0,0,0,0,0,-0.00810331650056386
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.148897838907288,0,0,0,0,0.148188691577962,0,0,0.275358695774019,0,0,0,0,0,0,0,0,0.101332829675748,0,0,0,0,0,0,0,0,0,0.0442365750899737,0,0.264323783309647,0,0,-0.00294492324334543,0,0,0,0.0316749324097423,0,0,0.12128261447218,0
X601658.CH.Equity,0,0,0,0,0.136052215833736,0,0,0,0,0,0,0,0,0,0,0,0,0.268250422699622,0,0,0,0.028015535784617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323450048817244,0,0.164186480458713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
