,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.209005624165544,0,0.202953663955141,0,0,-0.0695077130757139,0,0,0,0,0,0,0,0,0.113917932752279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165768781000984,0.0639144571319311,0,0,0,0.0400150799625697,0,0,0,0,0,0,0,0,0.277678638683192,0,0,-0.068667483772411,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0832932127095486,0,0,0.0383505265418787,0,0,0.152605452514075,0,0,0.0118871685975441,0,0,0.394032609873589,0,0,0,-0.0777007532225089,0,0,0,0.0962135342668441,0,0,0.14136550557302,0,0,0,0.228527425449083,0,0.126275139183257,0,0,0,0,0,0,0,0,0,0,0,0.018528594730131,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.179494912328672,0,0.323353174999271,0,0,0,0.0144309363192357,0,-0.168522251342,0,-4.33680868994202e-19,0,0,0,0,0,0.0144593675140916,0,0.605505087630029,0,0,0,0,-0.0361503432234982,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385756225400161,0,0,0,0,0,0,0,0,0,0,-0.116605317793095
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0719355357101344,0,0,0,0,0,0,0.282703334505723,0,0,0,0,0.0216802503282624,0,0,0.107544249545861,0,0,-0.205458297501297,0,0,0.0698426088856148,0,0,0.350779575403313,0.283811562043725,0,0,0,-0.000820655638828291,0,0,0,0,0,0,0.11048670170573,0,0,0.0160063599715033,0,-0.0584545610325084,0
X601288.CH.EQUITY,0.0888143281136049,0,0.0385834247203483,0,0,0,0,0,0,0.0379366638129693,0,0,0,0,0,0.550339020695785,0,0,0,0,0.0749175998554251,0,0.157570265596128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108493416603277,0,0,0,0,0,-0.044093851227018,0,0.0415945545158601,0,0,-0.0111419766087749,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0273839453253949,0.225645383250173,0,0,0.225367628731896,0.299027326879522,0,0,0,0,0,0,0,0,0,0.119661678169526,0,0,0,0,0.173153421127418,0,0,-0.0245333857116285,0,0,0,0,0,0,0.079371393675472,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.151792772879126,0,0,0,0,0,0,0,0.038380536094706
X1299.HK.EQUITY,0,0,-0.169215439211227,0,-0.113170072926698,0.105957084168549,0,0,0,0.249144863630687,0,0,0,0,0,0,0,0.0244659295174108,0,0,-0.116515944716463,0,0,0.167368894136669,0,0,0.474609636408614,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.00882781407544893,0,0.0338335957171459,0,0.148983864927254,0,0,-0.0433457496588304,0,0,0,0,0.163792770646303,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623467060171158,0,0,0,0,0,0,-0.153073018184345,0,0,0.0274163459513078,0,0.0161688053838454,0,0,0,0,0.124448582898204,0.448638303696112,0,0,0,0.134093975229469,0,0,0,0,0,0,0,-0.175573661387083,0,0.257700429324503,0,0.232536814367584,0,0,0,0,0.174216837675339,0,0,0
X388.HK.EQUITY,0,0.0475446671736411,0,0,0,0,0,0,0,0,0,0,0,0.133616109807008,0,0,0,0,0,0,0,0,0,0.0485459097763909,0,0,0,0,0,0,0,0.369347762431065,0,0.0938990622687633,0,0,0.10485180206575,0,0.234994320195966,0,0,0.0321168446477084,-0.24848383651626,0,0,0.332607353493033,0,0,0,0,0.0200796954878826,0
X601658.CH.Equity,0.0906004488281336,0.0765021908266765,0,0,0,0,0,0.111489898682867,0,0,0,0,0,0.0878266651253254,0,0.291682786652915,0,0,0.0514092160143402,0,0,0,0.0362179369290393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714379991921077,0,0,0,0,-0.116333441491484,0,0,0.000106201594635851,0.199730423422944,0.0386039420887517,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569791237111318,0,0,0,0,0,0,0,0,0,0.0382255602491273,0,0,0,0,0,0.323838572307065,0,0,0,0.0299105267768804,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0604061805116523,0,0.19530644567968,0,0.204829220085408,0.0614321179479238,0,0,0.0216667156310034,0
