,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0827818457625611,0,0.0909161988660857,0,0,0,0,0,0,0.472581802490395,-1.38777878078145e-17,0,0,0,-0.222199488233493,0,0,0,0,0,0,0,0,0,0,0,0.105106048804317,0,0,0,0.0714236537297682,0.121912839336526,0,0,0,0,0,0,0.015352979221694,0,0,0,0,0,0.0726434858166866,0,0,0.219659946730145,-0.0608510762672513,0
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0,0
X601939.CH.EQUITY,0.47804038768391,0,0,0.00555697355670409,0,0.179371723217281,0,0,0,0,0,0,0,0.0625235341464955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370731470416632,0,-0.115924568829677,0,0.0464339590732055,0,0,-0.0455358103551738,0,0,0,0,0
X601288.CH.EQUITY,0.560632180887639,0,0.148360535037027,0,0.147444204185374,0.0749232256462249,0,0,0.027195208719513,0,0,0,0.00857167124213931,-0.052090163392372,0,-0.043218839524975,0,0,-0.0484635126487951,0,0,0,0,0,0,0,0.0620512388906584,0,0,0,0,0,0,0,0,0.0592375123793408,0,0.0160581060107028,0.206100905540689,0,0,0.00376473213935736,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.129768589527493,0.193755229188789,0.174938477354219,0,0,0,-0.16859355073831,0,0,0,0.240542982554631,0,0,8.67361737988404e-19,0,0,0.518169466806992,0,0,-0.0659244861028424,0,0,0.182293262823914,0,0,-0.168670490994758,0,0,0,0,0,0,0,0,0.0276496578865149,0,0,0,0,0,0,0,0,0,0.122980330179499,0,0,0.117502426171986,0,0
X601988.CH.EQUITY,0.0764732435847775,0,0.172105064312664,0.122729802927845,0,0,-0.000478569480764679,0,0.125115569850325,0.0985559066827153,0.168559360689491,0,-0.288522644385874,0,0,0,0,0,0.018016093890428,0,0,-0.0848917923815471,0.260553582213969,0,0,0,0.110224274317353,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0313432683760648,0,0,0,0,0.0179219096929029,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.228206090214955,0,0,0,0,-0.069844429553648,0,-0.0757295373184575,1.38777878078145e-17,0,0.267039453506434,0.259558900207196,0.141885170593705,0,0,0,0,0,0,0,0.121345582388317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162865296262861,0,0,0,0,0
X601628.CH.EQUITY,0.305503209930072,0.197209206741522,0,0,0,0,0,0,0,0.0124141672004847,0,0,0,0,0,0,0,-0.189075594916453,0,0,0,0,0,0,0,0,0,0.0750263015075299,0,0,0,-0.0205380199227001,0,0.00324186090915533,0,0,0,0,0,0,0,0,0,0,0,0.105247705781503,0,-0.0796067237663888,0.0440286822674002,0.271003761809949,0
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
