,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0977320819836706,0,0.156546582731145,0,0,0,0,0,0.123545632597305,0,0.170936703821272,0,0,0,0,0,0,0,-0.0438636494023489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157109845583042,0,0,0,0.193487458539016,0,0,0,0,0,0,0,0.0212276766203696,0.166071400010383,0,0,0,0
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410660234284235,0,0,0,0.0257643191700286,0,0,0,0,0,0,0.0937254299731684,0.0150182060653616,0,0.0914754592128448,-0.107586309268388,0,0,0,0,0,0,0,0.0936198703052505,0,0.0879852300810838,0,0,0,0,0,0,0,0,0,0,0,0.0881917754639534,0,0,0.428276162574172,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.271254038655308,0,0.121454927274063,0,0,0.368153658455689,0,0,0,0,0.0903918101802424,0,-0.0386031680032943,0,0,0,0.0885787166051527,0,0,0,-0.0295745531667115,0.0338422631648469,0,0,0,-0.0915415123575094,0.00785958650958495,0,0,0,0,0,0,0,-0.107875591124598,-0.0431267826345897,0,0,0,0,0.22469511651314,0,0,0,0,0,0,0.10962301002096,0,0,0,0
X5.HK.EQUITY,0,-0.2000788483858,0,0.228291437136518,0,0,0,0,0,0,0,0,0.166921380588146,0,0,0,0,0,0,0,0,0.453410171271117,0,0,0,0,0,0,0,0,0.369484800876104,0,0.0345423151600658,0,0,0,0,0,0,0,0.0356534077514433,0,0,0,0,0,0,0.170961675521089,-0.0909647287934474,0,0,-0.0910206622105749
X601988.CH.EQUITY,0.223840489007394,0.0857093452225474,0.0960801619602981,0,0,0,0,0,0.216735536691474,0,0,0.266313652420586,0,-0.0700153010156349,0,0,0,0,0,0,0,0.0289442154067001,0,0,0,0.0489390190360549,0,0,0,0,0,0,0,0.181372698002485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829934631985424,0,0,0,0.117670579626493,0,0,-0.120424038888179,0,0.032582574997736,0.238255381645438,0,0,0,0,0.0170037853133001,0,0,0.0662911988088689,0.0609134142484258,0.0951214169538103,0,0,0,0,0,0.0196564903789942,0.207805069220997,0,0.0283381178914459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.112604346059762,0.261668111699837,0,0,0.0398916489617068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285328029130215,0,-0.12859860271898,0,0,0,0,0.229530296312976,0,0,0.0450552231053034,-0.228103939302692,0.0260052296986751,0,0,0,0,0,0,-0.0536259263787804,0,0,0.0230100514981791,0,0,0,0,0,0.104418952572054,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.28937916279409,-0.407763896781637,0,0,0,0,-0.120538041121581,0,0,0,0.329448041665456,0,0.617870849857729,0,0,-0.0207116386603274,0,0,-0.194448504676782,0,0,0.0619275592096053,0,0,0,0,0,0,0,-0.409674412930751,0,0,0,0,0,0.758869276221213,0.064292136272469,-0.130479837397137,0,-0.449477655836189,0,0
