,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0193205008405198,0,0.164866085700591,0,0,0.110455667254577,0,0.246171213550498,0,0,0,0,-1.38777878078145e-17,0.189960434854288,0,0,0,0,0,0,0,0,0,0,0,0,0.0424128808945313,0,0.13788801792051,0,0,0,0,0,0,0.0288859189014547,0,0,0,0,0,0,0,0,0,0,0.0491146521529389,0,0.00614825099089186,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269215531198434,0,0,0,0,0,0,0,0,0,0,0,0,0.413717493485799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191904811587336,0,0,0.108130384090419,0,0,0.00678544658530662,0,0,0,0,0.00385936461067332,0,0,0,0,0
X601288.CH.EQUITY,0.35286888366783,0,0,0,0,0.499083120586935,0.006045274525078,0,0,0,0,0.0101175141641182,0,0,0.0387956879388199,0,0,0,0,0,0,-0.0328397838146635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195030604317306,0,0,0,0,0.0900762932444065,0,0,0.00901286851961795,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0733716206862954,0,0,0,0,0.428693587624026,0,0.186952410106862,0,0,0,0,0,0,0,0.596757182593913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338331432055307,0,-0.206911784465521,0,0,0,0,0,0,0,0,0,-0.232659757089866,0.107037498721692,0
X601988.CH.EQUITY,0,0.0659367725047587,0,0,0,0,0,0,0.0804567011487746,0,0,0,0,0.0117459390708606,0,0,0,0.219521038033641,0.127638944101632,0,0,0,0,0.298494232553933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138622134639175,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138196245067574,0,0,0,0,-6.93889390390723e-18,0,0,0.375930516987731,0,0,1.73472347597681e-18,0.178682048780521,0.225348012023607,0,0,0,0,0,0.0107653846107726,0,0,0.278203008275604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497773485522043,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303498425557066,0,0,0,0,0,0.205214193520724,0,0,-0.240729487246602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600805308743185,-0.0975845355476195,0,0,0,0,0,-0.0270314906109521,0,0,0,0.749720623725445,0,0,0,0,-0.0866112246265762,0.621609570784016,0,-6.93889390390723e-18,0,0
