,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.418690850005981,0,0,0,0.0542003821124535,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0127491434454542,0,0,0,0,0,0,0,0,0,0,-0.0126178654016303,0,0,0,0,0,0,0,0.231408464081172,0,0,0,0,0,0,0,0,0,0.0103509238220912,0.0304266477141935,0.239432753563065,-0.0181789838199657,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.12416902124546,0,0,0,0,0.0126773036583273,0,0,0,0,0.313917799842603,0,0.255863533547885,0.0349425830075302,0,0,0,0,0.0391387795604419,0.201427201882094,0,0,0,0,0,0,0,0.0217219256677944,0,0,0,0,0,0,0,0,0,0.0214163363416939,0,0.0430806908158473,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.287205295577284,-0.0385712056961067,0,0,-3.46944695195361e-18,0,-0.0108414719849831,0.0395803935894372,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.269734256969379,0,0.712179546716407,0,0.0528198852018621,-0.141263283002902,0.0668635676416325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139185753730692,0,0,0,-0.0360876859041684,0,0,0,0,-0.0893679403286443
X601288.CH.EQUITY,0.218458733530974,0,0.0200439796329391,0,0,0.0380416678071229,-0.0579093326510798,0.288926744493804,0,0,0,0,0,0,0,0.115786287872205,0,0.00619036941842378,0,0,0,0,0,0.0346842749003328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.170147293785525,0,0,0.110461611567459,0,4.33680868994202e-19,-0.0919076031912938
X600036.CH.EQUITY,0,0.194775124800608,0,0,0,0.0391112659296089,0.118825660931984,0.0840669962380442,0,0,0,0,0,0.199180904969729,0.0508294210774067,0,0,0,0,0,0,0,0.0696681702192899,0,0,0,0,0,0.322844385787616,0.0447794626283787,0,0.0110412887079775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0764296717323956,0,0,-6.93889390390723e-18,0.00887819341821245,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.147728536213387,0,0,0,0.126205127729725,0,0,0,0,-0.0395626609127072,0,-0.117102508750237,0,0,0,0.165026878628587,0,0.0752716892780524,0,0,0.568568822057092,0,0,-0.0475135120514358,0,0.0835602180324444,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.255383227514434,0,0,0,-0.0361217294634569,0,0,0,0,0,0,0,0,0,0,0.0872948523190072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868465222969002,0.183655901829645,0.101001724619199,0,0,0,0,0,0.070402275980712,0.119155376164458,0,0.058384026242891,0
X601988.CH.EQUITY,0.0309011531481031,0.0193167732391409,0.0459488293994834,0.171878279688161,0.356586457185092,0,0,0,0,0,0,0,0,0,0,0.188686506779808,0,0,0,0,0,0,-0.00808869588605935,0,0,0,0,0.0757878470381183,0,0.0160758873057348,0,0,-0.121386026266022,0,0,0.270359938056244,0,0,0,-0.0836084367349598,0,0,0,0,0,0,0,0,0,0,0,0.0453090851903674
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283586487816688,0,0,0,0,0,0.0437156958126126,0,0,0,0,0,0,0,0,0,0,0.141883280736964,0,0.0124350379445819,0,0,0,0,0,0,0,0,0,0,0,-0.000399212617333204,0.474205214547511,0,0,0.260799316640945,0,0.194209753601255,0,-8.67361737988404e-19,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0261310389268781,0,0.0760506639304499,0,0,0,-0.0106484946404027,-0.0703372411856862,0,0,0,0,0,0,0,0,0,0.431991392119262,0,0,0,0,0.277350782400865,0,-0.0313459589327926,0,0,0,0,0,0,0,0,0,0.323438610803261,0,0,0,0.0216614106127976,0.0925247170699349,0,0,0,-6.93889390390723e-18,0,0,0,0
