,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.129053127583456,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109413568715155,0,0.501022240667669,0.390481691258928,0.0378682668622366,-0.216545101507302,0,0,0.170364039140274,0,-0.0766810195629448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188947391678549,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232048036741,0,0,0,0,0,0.0163963674436493,0,0,-0.0558586755231743,0,0,0,0.0383726677273092,0.129399995759698,0,0,0,0.00265742310603311,0,0,0,0,0.0312111810280975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716305625254371,0,0,0.00658119954978162,0,0
X601288.CH.EQUITY,0,0,0.952468474906491,0,-0.0657499534511672,0,0,0,0,0,0,0,0,0,0,0.0582564913495233,0,0,0,0,0,0,0,0,0,0,0.0536355364561083,0,0,0,0,0,0,0,0,0.0249167325690121,0,0,0.0216185911876565,0,-0.0752730858115247,0,0,0,0,0,-0.00101709862487862,0,0,0,-0.0945639432729338,-0.0417098896136443
X601628.CH.EQUITY,0.017266917832878,0,0,3.46944695195361e-18,0,0,0,0,0,0.246095919231425,0,0.234272334189469,0,0,0,0,0,0,0,0.122764572636296,0,0,0,0,0,0,-0.107239623187651,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.413590798644077,0,0,0,0,0,0,0,0,0.301796704596254,0,0,0,0,0.0151587444377965
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0
X601988.CH.EQUITY,0,0,0,0.00454202301821193,-0.138082378162381,0.0764253344179499,0,0.0506379716906876,0,0,0,-0.0201954159402507,0,0,0,0,0,0,0,0,-0.0422818398463338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108058117192017,0,0,0,0,0,0,0,0,1.05176024172081,0,0.00191008773167494
X1299.HK.EQUITY,0,0,0,0,0.14226209864156,0,0,0,0,0,0,0,0.0300113087178658,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.115251554384164,0.130008358186646,0,0,0.0717657149686515,0,0,0.173586991864277,0.334311158011169,0,0,0,0,0,0,0,0,0,0,0.140972769275876,0,0,0,0.0763599391843402,0,0.000356279002458924,0,0,-1.73472347597681e-18
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144296292281663,0,0,-0.196513253057633,0,0,0,0,0,0.0242333896392441,-0.0197644300587471,0.223754793119013,0.48399461950719,0,0,0,0,0,0,0,0,0,-0.0671552082593697,0.0601311075047385,0,0,0,0,0,0.0574337312789918,0,-0.167083445005739,0,0.0630537938885786,0,0.120427961921329,0
X388.HK.EQUITY,0,0,0,0,0.266918471463649,0,0,0,0.122248826204379,0,0,0,0,0,0.0161311634842734,0,0,-0.428168689028542,0,0,0,0,0,0,0.537780981410209,0.223031913689438,0,0,0,0,0.122340096741734,0.0174536201719102,0,0,0,0,0,0,0,0,0,-0.0236386530283371,0,0,0,0.0746066006928815,0,0,-0.0875014439377022,0,0,1.38777878078145e-17
