,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.221988715491117,0,0.226831553581394,0,0,0,0,0.0442908879186963,0.0756163496881121,0,0,0,0,0.0587126394624342,0,0,0,0,0,-0.0235378197359031,0,0,0,0,0,0,0,0,0,0.088163174363206,0,0,0.0963304631353415,0,0,0,0,0,0,0.139899765372677,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.22683938373264,0,0,0.114209196856651,0.0163120324470633,0,0,0.109234030762046,0,0,0,0,0.0992006877624906,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.105672456577103,0,0,0.121516350668979,0,0,0,0,0,-0.0559750176527189,0.18669218461011,-0.224797630056258,0.216524749229912,0.166462758511756,0,0,0,0,0.0914304274491703,0.0435888103112503,0,0
X601939.CH.EQUITY,0.223633919010338,0,0,0,0,0,0,0,0,0,0,0.0188961979792112,0.265846203559785,0,0,0,0,0,0,0,0,0,0,0,0,0.000940691750716138,0,0,0,0,0.0419111096008342,0,0.199361360554192,0,0,0,0,0,0,0,0,0.181300386266073,0,0,0,0.0410636917485252,0,0,0,0,0,0
X601288.CH.EQUITY,0.340109071348635,0,0.0932715103178007,0,0,0.229789386434162,0,0,0,0,0,0,0,0,0.0392486892662678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193101224955562,0,0,0,0,0,0,0.104160807018552,0,0,0
X5.HK.EQUITY,0.0261662505155462,0,0,0,0,0,0,-0.0464865117653123,0,0,0,0,0,0,0,0,0,0,0.387011757282478,0,0.130473112394016,0,0,0,0,-0.0878826632332279,0,0,0,0,0.58103038538764,0,0,0,0,0,0,0,0,0.0582483139147716,0,0,0,0,0,0,0,-0.17247784665581,0,0,0,-0.0306465414954514
X601988.CH.EQUITY,0.104864322489821,0.18140700829268,0.234435357553121,0,0,0,0,0,0.0281614216392943,0,0,0,0,0,0,0,0,0,0.101743736238715,0,0,0,0.0686890761927948,0,0,0,0,0,0,0,0,0,0.198484096760273,0,0,0.0443119675954867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.256353711719006,-0.0353979725703545,0.0105213222513083,0.0272691781827418,0,0.0802240137623148,0,0,0,0.505620177769077,0,0,0,0,0,0,0,0,0,0,0.0709026684218346,0,0,0.0633509873859349,0,0,0,0,0,0,0.00591888122022823,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0887758526867374,0.0293754382902091,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735871669673711,0,0,0,0.412129007416019,0,0,0,0.115342921247679,0,0.0511053380330349,0,0,0,0,0,0,-0.0336620115518975,0.397351001986848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.318925846257216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125381389799145,0,0.0760140046819192,0,0.106755922953932,0,0,0,0,0,0.149865014048861,0.00366063887807583,0,0,0,0.066904034257751,0.141162684498906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390064108491775,0.0285359698671139,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.235469234875679,-0.843648611658191,0,0.188475301461296,-0.320825103952164,0,0,0,0,0,0,0,1.21404991458651,0,0,0,0,0,0,0,0,0,0,0.0940838219098677,0,-0.0600624610543539,0,0,0,0,-0.938340328638545,0,0,0,1.08922195478687,-0.185688811732582,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0001666037920501,0,0,0.289913961497882,0,0,0,0,0,0,0,0,0,0.173575541670773,0,0,0,0,0,0.0890537711855945,0,0.0354603575461207,0.122043563071362,0,0,0,0.271301389921656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.509828875138849,0,0,0,0,0,0,0,0,0,0.174769148087437,0,0.0978180123460212,0,0,0,0,0,0,0,0,0,0.084563521879582,0,0,0,0,0,0,0.0160188538168193,0.0957307782577332,0,0,0,0,-6.93889390390723e-18,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0327817132737781,0,0,0,0,0,0,0.204650313085831,0,0,0,0,0.1736108904673,0,0,0,0,0,0,0,0.195517313748896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273531959976526,0,0,0.125605916483806,0,0.0276103620468029,0,0,0
X000002.CH.EQUITY,0.166263048833121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763251570549388,0,0,0.0209886956844904,0,0,0,0,0,0,0,0,0,0.516993397102591,0,0,0,0,0,0,0,0.215654710568283,0,0,0,0,0,0,0,-0.151859230195428,0,0,0.00468115187495778,0,0
