,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.253186113043097,0.0647588284214453,-2.16840434497101e-19,0,0,0.342229131678087,0,0,0,0.130563844555738,0,0,0,0.0262882012052988,0,0,0,0,0,0,0,0.11983591411441,0,0.00359013107497876,-0.0118825734991344,0,0,0,0.0349452356773974,0,0,0,0,0,0,0.118740165135717,0,0,0,0,0,0,0,0,0,0,0,-0.00946080797510448,0,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410032090475844,0.271115118911652,0,0,0,0,0,0.396732464950515,0,0,0,0,0,0,0,0,0,0,0,-0.0979537635418263,0,0,0.0249862717074935,0,0,0,0,0,0.0907293680088554,-0.0130109029625988,0,0,0.0160824759937251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157053479778528,0
X600036.CH.EQUITY,0,0.0876458030962106,0,0,0,0.0651526670540918,0,0,0,0,0,-0.0706852767624637,0.0629965850091944,0,0,0.115268650251179,0,0.196297936548478,0,0,0,0,0.340231464784646,0,0.0315523600808639,0,0.0834935995987694,0,0.0525032949230394,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.171050235306369,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0164853895235682,0.495224553587432,0,-0.0831705270146154,0,0.0934405485390046,0,0,0,0,0,0.0216896476753308,0,0,0,0,0,0.122900695221365,0.0638388141420177,0,0,0,0.0881830709379317,0,0,0,0.0407226042063027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481425625263427,0,0.0117346831120479,0,0
X1299.HK.EQUITY,0,0,-0.0476124382455964,0,0,0,0,0,0,0.110373349002667,0,0,0,0,0,0,0,0,0,0,0,0.0369046090291396,0,0,0.133126769766183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136487304837459,0,0.0792057120466805,0.232291220018772,0,0.155182528844398,0,0,0,0,0.238586293657907,0,0
X601628.CH.EQUITY,0.167884248148676,0,0,-0.0265466646381111,0,0,0,0,0,0.0674968785816124,0,0,-0.0362252200725344,0,0,-0.247842248467947,0,0,0,0.223662458599262,-0.0767304158175871,0,0.0653221219068625,0,0,-0.0871643873037103,0,0,0,0,0,0,0,0,0.605653424462818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084375779904556,0,0,-0.0427423728252741
X601988.CH.EQUITY,0,0,0.0527222176802744,0,0.522312574033213,0,0,0,0,0.0530041534808793,0,0,0.167696587121056,0,0,0,0.058083774934611,0,0.0728310804859795,0,0,0,0,0,0.107252803619127,0,0,0.0305019426413272,0,0.0473612282909474,0,0,0,0,0,0,0.0599983902401242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.169322393024734,0.0682806733875556,0,0,0,0,0,0,-0.106558314890722,0,0,0,0,0,0,0,0,0,-0.0986444548693474,0,0,0,0,0.065451749665031,0,0.111304184063163,0,0,0,0,0,0.0778287673133739,0,-0.0476641473784011,0,0,0,0,0,0,0.261045292385479,0,0,0.0364902999867295,0,0,0.168349724810064,0,0,0.096367806857475,0
X388.HK.EQUITY,0,0,0,-0.142620036850893,0,0.33741945330647,0,0,0,0,0,0,0,0,-0.0944364146323692,0,0,0,0,0.440824039523845,0,-0.157559007305418,0,0,0,0,0,0,0,0,0.0890464648606865,0,-0.101821433105552,0,0,0,0,0,0.139640226023945,0,0.0363810539800148,0,0,0,0,0,0,0.0289181482747888,0,0,0.168653075059794,0.00271596773001139
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0683251547884543,0.228604923506179,0,0,0.0858166656557198,0,0,0,0,0,0,0,0,0,0.158846211350737,0.0339622438254814,0,0.363079735139732,0,0,0,0,0,0.00575898158989229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.281780728119717,0.257135669690651,0,0.0212200848318809,0.240842962464552,0,0,0.294046026736049,0,0,0,0,0,0.332929045218905,0,0,0.248116034925414,0,0,0,0,0,0,0,0,0.0475666705269079,0,0,-0.390337471548525,0,0,0,0,0,0.0938916061781705,0,0,0,0,0,0,0,0,0,0,-0.0191117694777671,0,0.030795922049868,0
X000001.CH.EQUITY,0,0.168822860559997,0,0.01190942734224,0,0,0,0.237345688701237,0,0,0.453548074413759,0,0,0,0.00740406737637432,-0.0391223653874906,0,0,0,0,0,0,0,0,0.135220714807891,0.334833772352869,0.0169189975733747,0,0,0,0,0,-0.303942802367312,0,0,0,0,-0.100142092066449,0,0,-0.0740066669009564,0,0,0,0,0,0,-0.0724279234903809,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0112894923739394,0,0,0,0,-0.0286737390758801,0,0,0.174762810341233,0.147184216646243,0,0,0,0,0,0,0,0,0,0,0,0.0519274746799841,0,0.29678940013255,0.0489539138450216,0,0,0.049567510893822,0,0,0,0,0,0.350587725303205,0,0,0,0,0.00216192506884342,0,0,0
X601601.CH.EQUITY,0,0.49322473490809,0,0,0,0,0,0.128393548416992,0.00220062298269464,0,0,0,0.17688600141899,0,0,0,0,0,0,0,0.20003848550427,0,0,0,0,0,0.0473065579796706,0,0,0,0,0.056528344088553,0,0,0.0271049258214703,0,-0.111322954469714,0,-0.0686992700754072,0,0,0,0,0,0,0,0,0,0,0.00673705220784694,0,0
X000002.CH.EQUITY,0,-0.0822309672122888,0,0,0,0,-0.0408323431562006,0,0,-0.148457944627542,0,0.0742002004304308,0,0,0,0,0,0,0,0,0,0,0,0.260763022959744,0,0,-0.030033523660148,0.11814750982487,0,0,0.397438539645187,-0.126194347675371,0.015991500475038,0,0,0,0,0.0241399409596192,0,0,0,0,0,0.259803158008958,0,0,0,0.0762251285087525,0,0,0,0
