,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.20198669227573,0,0,0.14060082939916,0,0,0,0,0,0,0,0,0,0,0,-0.0654606541989498,0,0.098164167723298,0,0,1.73472347597681e-18,0,0,0,0,0.112180704152725,0.0343308232957945,0,0,0,0.327957457165979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09881922889224,0,-0.116409536917402,0,0,0,-0.0792219423560432
X601939.CH.EQUITY,0.174590928277886,0,0,0.232075079418422,0,0,0,0,0,0,0,0,0.0225819473415979,0.393633264048721,-0.0703247023399347,0,0,-0.103304303760781,0,0,0,0,0,0,0,0.03138528432379,0,0,-0.125440757648171,0,-0.0046710603790806,0,0,0,0,0,0,-0.039010533249003,0,0,0,0.131618023870601,0,0,0,0,0.154732654086634,0,0.0785463900160718,0,-0.000613996223076716,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453691963245779,0,0,0.0331766419004824,0,0,0,0,0,0,0,0.0144475088771036,0.152111120919211,0,0,0,0,0,0,0,0.229236414470907,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.147423672116225,0,0,0,0,0,0,-0.084754712594834,0,-3.46944695195361e-18,0,3.46944695195361e-18,-0.0987463970118882,0,0,-0.00547839730135741,0
X601988.CH.EQUITY,0,0,0,0.436286594488725,0,0,0,0,0,0.262757498932169,0,0,0,0,0,0.10743908295951,0,0.224527927162963,0.166993034210488,0,0,0,0,0,0,0,0.12838167766049,0,0,0,0,0,0,0,0,0,0,-0.611749668211282,0,0,0,0,0.0363228133678088,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.161402309409328,0,0,0,0,0,0.122110992547417,0,0,0,0,0.210813957343861,0,0,0,0,0,0,0,0,0,0.106569997112724,0,0,0,0,0,0,0,0,0.308933623457873,0.0477112801631351,-0.0369853741747614,0,0,0,0,0,0,0.0592905606354505,0,0,0,0,0,0,0,0,0,0.0205127315821029,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.372536053236352,0,0,0,0,-0.131283251126767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087496750491867,-0.0242524131643262,0,0,0.0687401241966537,0,0,0,0.0264396548295249,0,0,0,0,0.0367876432205196,0,0,0.118391175337234,0.144678027462878,0,0.0967488217181446,0,-0.00430467474574639,0,0,1.73472347597681e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.0984825927247681,0,0.165582240776357,0,0,0,0,0,0,-0.053571097639723,0,0,0,0,0,0,0,0.0216293882015215,0.326016493538628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958070379700503,0.193507419094008,0,0,0,-0.032493517017237,0,0,0,0,0.0281817145072799,0,0,0,0
