,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0033394929287917,0,0,0,-0.0601892072839683,0.0491275815081644,0,0,0,0,0,0,0,0.358405271573594,0,-0.168154652334462,0,0,0,0,0,-0.159716376043474,0,0,0,0,0,0,0.165238317154273,0,0,0.632348926160857,0,0,0,0,0,0,0,0,0,-0.0140540430495272,0,0.0606793273315915
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0
X601939.CH.EQUITY,0.369740251226723,0,0,0,-0.0651150388270216,0,0,0,0,0,0,0,0,-0.0404524206537923,0,0,0,0.05025452760746,0,0,0,0,0.148100356042979,0,0,0,-0.37800135120159,0,0,0,0,0,-0.00214583929185558,0,-0.0583289512259135,0,0,0,0,0,0.664670249946917,0,0,0,-0.0354281053972917,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.182622325947289,0,0,0,0.00373453701736745,0,0.431535514013287,0,0,0.343752717440304,-0.100485295533658,0,0,0,0,0,-0.14948155388523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295146378909531,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146975776256962,0,0.213115890872475,0,0,0.113426764006942,0,-0.00367776464164709,0.214577808877432,0,0,0,0.0738770047471649,0,0,0,0,0,0,0,0,0.0216353636811857,-0.168530213634553,0,0,0,0,0,0,0,0,0,0.129650847187067,0.0971015806845169,0,0,0,0,0,0,-0.0966405003107904,0,0,0.154726719928932,0,0
X601988.CH.EQUITY,-0.0612253403043938,0,0,-0.0504973962515088,0.410182941989115,0,0,0,0,0,0,0,0,0,0.00270142393788562,0,0,0.0437278769502068,0,0,-0.17245678514887,0,0,0,0.348675105002124,0,0,0,0,0,0,-0.365207869702106,0,0,0,0,0,0,0,0,0,0,0,0,0.0352886365140512,0.131251048642938,0,0,0,0,-0.0293664085523205
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0,0
X1299.HK.EQUITY,0,0.0948342465823841,0.00453273746564015,0,0.366149579575629,0,0,0,0,0,0,0,0,0,0,0,0,0.0500994580315404,0.0773422257269373,0,0,0,0,0,0,0,0.147493087721914,0.0290877232398421,-0.104014063720799,0.0466087572037123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178156037937665,-0.117014287724453,0,0,0.130979751376431,-0.0110524020998811,0,0
X601628.CH.EQUITY,0,0.0844949250926263,0.0279068232501288,0.0798576235797407,0,0,0,0,0,0,0,-0.0690904905349463,0,0,-0.00306978972471428,0,0.325284205316786,0,0,0.0248819154757478,0,0,0,0,0.10865446998837,0,0,0,0,0,0,0,0,0,0.196733891082882,0.0514057211249096,0,0,0,0,0,0.204760787153972,0,0,0.0869650181602892,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.694428742170961,0,0,0,0,0,0,0,0,0.088338900063657,0,0.023410203168057,0,0,0.180510019791475,0,0,0,0,0,0.119426506907984,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0808945211472888,0,0,0,0.029031834459667,0,0,0,-0.237978252265616,0,0,0,0,0
