,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.125240325251972,0,0,0,0,0,0,-0.0802328200526322,0,0,0,0,0,0,0,0,0,0,-0.149520644853355,0.0718747113570526,0,0.56134615797404,-0.178584699336506,0.523740888736111,0,0,0,-0.0889618856767977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109550703878136
X601318.CH.EQUITY,0,0,0,0.00469831827418654,0,0.299207847404588,0,0,0,-0.0684156578472699,0,0,0,0.101919431465307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341412959896076,0.0612501893422928,0,0,0,0,0.272711857510713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664386448284288
X601939.CH.EQUITY,0,0.0477481758991965,0,0.795753109083986,0,0,0,0,0,0.0469465672685222,0.0303012232975806,0,-0.0276133804313733,0.0207872434923902,0,0,0,0.0833906708257009,0,0,0,0,0.00108334812236788,0,0,0,0.0218905867417616,0,0,0,0.0221518641083924,0,0,0,0,0,0,0.079967907798054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911498073524088,0,-0.0481095154968048,0,0,0,0,0,0,0,0,0,0,0.0179631874390363,0,0,0.137035800518596,0,0,0,0,0,0,0,0.0299363674459599,0.00498222047405688,0,0,0,0,0,0,0,0.0114552203528286,0,0,0,-0.0886581535683954,0,-0.107374339242589,0,0,0,0.0259832868174114,0,0,0,0,-0.0365324826458642,0
X601628.CH.EQUITY,0.0121755323367387,0,0,-3.46944695195361e-18,0,0,0,0,0,0.252642578792564,0,0.169289263771502,0,0,0,0,0,0,0,0.0619633981140368,0,0,0,0,-2.77555756156289e-17,0,-0.0666920952761814,0,0,0,0,0,0,0,0,0,0,0.506936950551918,0,0,0,0,0,0,0,0.0109444315621168,0,0.293397133758546,0,0,0,0.0517115631915824
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686092455362815,-0.0230684727359449,0,0,0,-0.0291612707087378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547600361390246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102341506454054,0,0,0,0.00135870801682996,-0.11702427340909,0,0,0.996637000069117,0,0.0209379684944721
X1299.HK.EQUITY,0,0,0,0,0.119256900841221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294750011147081,0,0,0,0,0,0,0,0,0,0,0.104525174505086,0.324784622218324,0,0,0,0,0,0,0,0,0.0282408289028636,0.0561407091640588,0,0,0,0.0530256188585565,-2.16840434497101e-19,0,0,0.126406039343911
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205932566261391,0,0,0.0185841126812353,0,0,0,0,0.241264633838834,0.475677539164603,0,0,0,0,0,0,0,0,0,-0.0555030230116997,0.0461459901882494,0,0,0,0,0.0330091564784686,0.0351094127526631,0,0,-0.129653341492757,0,0,0.143068089171761,-0.0391114201526546
X388.HK.EQUITY,0,0,0,0,0.162689426833695,0,0,0.216258352211262,0,0,0,0,0.0242269049601106,0,0.0346960626645602,0,0,0,0,0,0,0.297080707401,0,0,0.132097550058631,0,-0.0826376348814298,0,0,0,0,0,0,0.0845786073121213,0,0,0,0,0,0,0,-0.0232968997366931,0,0,0,0,0,0,-0.182801179057262,0,-0.0428073677768352,0.30314886228621
