,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,-1.38777878078145e-17,0.253191118540615,0.0647606645514697,-2.16840434497101e-19,0,0,0.342231912911593,0,0,0,0.130561480177343,0,0,0,0.0262870451201643,0,0,0,0,0,0,0,0.119836307876833,0,0.00358692884723557,-0.011886753723859,0,0,0,0.0349445943912232,0,0,0,0,0,0,0.118739706057203,0,0,0,0,0,0,0,0,0,0,0,-0.00946127768918015,0,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410031121719378,0.271116239967948,0,0,0,0,0,0.396732790412486,0,0,0,0,0,0,0,0,0,0,0,-0.0979533160050522,0,0,0.024986750568839,0,0,0,0,0,0.0907270660910292,-0.0130111203079637,0,0,0.0160835575810493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157054818116428,0
X600036.CH.EQUITY,0,0.077174562090229,0,0,0,0.114929259895143,0,0,0,0,0,-0.0442455043840265,0.0655569862393837,0,0,0.104453800027823,0,0.114612341120497,0,0,0,0,0.436836554828143,0,0.0724690107296149,0,0,0,0.0581450585630901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971942255421621,0.0237376249579804
X601288.CH.EQUITY,0,0,0,0,0,0,0.0194736146203099,0.481296009221339,0,-0.098587501044192,0,0.111652597661608,0,0,0,0,0,0,0,0,0,0,0,0.0806083238893807,0.0574592392115525,0,0,0,0.0681774629062039,0,0,0,0.0543912961390407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512620029796294,6.93889390390723e-18,0.0089064199764765,0,0
X1299.HK.EQUITY,0,0,-0.0476132355720178,0,0,0,0,0,0,0.110365871665282,0,0,0,0,0,0,0,0,0,0,0,0.0368983056323557,0,0,0.133124993645931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136485321907224,0,0.0792110663448778,0.232283639415756,0,0.155194321807385,0,0,0,0,0.23859809748705,0,0
X601628.CH.EQUITY,0.14360039277774,0,0,-0.00680175288318497,0,0,0,0,0,0,0,0,-0.0268371316535748,0,1.73472347597681e-18,-0.190420871807408,0,0,0,0.147123965426747,0,0,0,0,0,-0.108633669914224,0,0,0,0,0,0,0,0,0.585024631893816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765596486785159
X601988.CH.EQUITY,0,0,0.0527205392907889,0,0.52225856546993,0,0,0,0,0.0529795958635104,0,0,0.167707894962437,0,0,0,0.0581418254417611,0,0.0728497949084127,0,0,0,0,0,0.107220765795461,0,0,0.0305310023171024,0,0.0473275462482799,0,0,0,0,0,0,0.0599828940902734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.222930214505715,0.113753551284554,0,0,0,0,0,0,-0.0741998131316468,0,0,0,-0.214624153214127,0,0,0,0,0,0,0,0,0,0,0.171198315003986,0.0289304183111973,0.185467077307424,0,0,0,0,0,0,0,-0.0318540930642072,0,0,0,0,0,0,0.142414268188125,0,0,0.10700209452277,0,0,0.0262195917954528,0,0,0.102633463490128,-0.177333036830456
X388.HK.EQUITY,0,0,0,-0.148516354751409,0,0.340497298890576,0,0,0,0,0,0,0,0,-0.0485370483789964,0,0,0,0,0.289288827627592,0,-0.200594475009251,0,0,0,0,0,0,0,0,0.036072817137577,0,-0.0934418088638756,0,0,0,0,0,0.0637858715085083,0,-6.93889390390723e-18,0,0,0.189012242742585,0,0,-0.028336652205345,0.0396740932084389,0,0,0.196940977023891,-0.090074629344107
