,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.402328974506777,0,0,0,0.0514090066062398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024676728732387,0,0,0,0,0,0,0,0.186404529003835,0,0,0,0.0375436697945624,0,0.0108563570997802,0,0,0,0.0572055939145172,0.0441980912162422,0.263510006665429,-0.0359899897072141,0
X601318.CH.EQUITY,0,0,0,0,0.046683266175412,0,0,0.0485945410256512,0.0893018536660815,0,0,0,0,0.0493277239968618,0,0,0,0,0.251095401829078,0,0.254830593528467,0.136500213050715,0,0,0,0,0.0579519835375753,0.0842658928761546,0,0,0,0,0,0,0,0.00548395409703358,0,0,0,0,0,0,0,0,0,0.0196794960441091,0,0,0,0,0,0.112475491199609
X601939.CH.EQUITY,0,0,0,0.279704691796931,0,0,0,0,0,-0.0135834896258556,0.0840872515389515,0,0,0,0,0,0,0,0,0.0400878166728324,0,-0.253754311756523,0.028033861901514,0.574323318248046,0,0.122823894090294,-0.158236155387712,0.103679753748039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837502486229313,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.236719311192209,0,0.0606591336580537,0,0,0,-0.0377238288828142,0.226126862167841,0,0,0,-0.0633082208082893,0,0,0,0.168670970659575,0,0.0827132874386139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194769717770268,0,0,0.0851028288863137,0,0.0582168974813923,0
X600036.CH.EQUITY,0,0.201232047077334,0,0,0,0.0187577091615317,0.113530998826178,0.0971159118312336,0,0,0,0,0,0.181697805020043,0,0,0,0,0,0,0,0,0.0882657755544144,0,0,0,0,0,0.338692640450765,0.0058393473383927,0,0.0591156919652376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293287038359829
X601628.CH.EQUITY,0.0860302946626888,0,0,0,0,0,0,0,0,0.00230980242827727,0,0,0,0,0,-0.0427397835321623,0,0.185384252049361,0,0,0,0.0531287611682541,0,0,0,0,-0.0418548867532657,0,-0.104833445545292,0,0,0.0376887947693453,0.21722099847039,0,0.0856763872318327,0,0,0.54594698736864,0,0,-0.0354067534950944,0,0.0703083343411715,0,0,0,0,0,0,0,0,0.0263345131397434
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.238907828974277,0,0,0,-0.0475071931956204,0,0,0,0,0,0,0,0,0,0,0.0762267586699741,0,1.77785546186643e-05,0,0,0,0,0,0,0,0.016625045803533,0,0,0,0,0.115008257844062,0.193862433394091,0.107891847423006,0,0,0,0,0,0.0709688606583464,0.121614530596062,0,0.0571302609324234,0
X601988.CH.EQUITY,0.06295550634966,0,0.0237110680173263,0.136920041641728,0.267067115671888,0,0,0,0,0,0,0,0,0.109447990724118,0,0.245401036724216,0,0,0,0,0,0,-0.0399514299820327,0,0,0,0,0.145257551670758,0,0.0620243631574505,0,0,-0.123468253995076,0,0,0.154275283127925,0,0,0,-0.0912400010501726,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283637558285014,0,0,0,0,0,0.0437183285287445,0,0,0,0,0,0,0,0,0,0,0.14187971538629,0,0.012451270275026,0,0,0,0,0,0,0,0,0,0,0,-0.000400568237594585,0.474201897946462,0,0,0.260798067541367,0,0.194206200006231,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260485882205622,0,0.076019101196962,0,0,0,-0.0106274382924019,-0.0704227752226457,0,0,0,0,0,0,0,0,0,0.431990460467204,0,0,0,0,0.277400518313457,0,-0.0313460498610634,0,0,0,0,0,0,0,0,0,0.323406870055987,0,0,0,0.0216652252834434,0.0924945348689272,0,0,0,0,0,0,0,0
