,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.027225902707654,0,0.205643346582741,0.0400462437180766,0.0161735283592382,0,0,0,0,0,0,0,0,0,0,0.208692243618941,0,0,0,0,0,0.00101032619425066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243156982498755,0,0,0,0,0.0651515310078254,0,0,0,0,0,0.113119388544372,0,-0.041277126033358,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218
X601939.CH.EQUITY,0,0,0,0,0.122893117702943,0,0,0,0,0,0.0937457996745214,0,0,0,0,0,0,0,0,0,0.0026621766216377,0,0,0.567987474919761,0,0.165268467806393,0,0.125909929632605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00594730168837109,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0
X601288.CH.EQUITY,0.045999341403716,0.153170806004947,0.0415171054651566,0,0,0.0972991032897971,0,0.434747425562943,0,0,0,0,0,0,0,0.0115535351930777,0,0,0,0,0,0,0,0,0,0,0,0,0.103605305715029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333885199683031,0,0,0,-0.0787893649338725
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0.247106852521866
X1299.HK.EQUITY,0,0,-0.0733276254530951,0.0175773672215265,0,0,0,0,0,0,0,0.120591543613114,0,0,0,0,0,0,0,0,0.179659094595221,0,0,2.16840434497101e-19,0,0,0.170171070027221,0,0,0,0,0,0,0,0,0,0,0.0689878005571385,0,0.168021681120155,0.010303725077208,0,0.0405264095514808,0,0.11259545399159,0.0542591687828571,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.132497212374662,0.730861890088514,0,0,0,0,0,0,0,0.0297672652948076,0,0,0,0.0185331698364373,0,0,0,0.0809043851049421,0,0.199695205046619,0,0,0,-3.46944695195361e-18,-0.0347129127550404,0,0,-0.134632097159882,0.125840529885524,0.0351574156560587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867570633785003
X5.HK.EQUITY,0,0,0,0,0,0.00952334845799412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130414617835454,0,0,0,0,0.0847219119943598,0,0.17953306019531,0.0154841439463604,0,0,0,0,0,0,0,0,0,0,0,0.337337763305054,0,0,0,0,0,0.149662139181222,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836033487369866,0.0410328223644213,0,0.0375806507937045,0,0,0,0,0.0373195361935966,0,0.123606297063869,0,0.0446489241863539,0,0,0,0,0,0,0,0.157405999338825,0,0,0,0,0,0.39181701994747,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
