,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.370528705792995,0.0672155461855949,0,0.0636491419287284,0,0,0,0,0,0.28119053867241,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0275403517102775,0,0,-0.00530157622936334,-0.0226616805908073,0,0.0165031981046507,0,0,0,0,0,0,0,0,0,0,0.0142809996035504,0,0,0,0,0,0,0.0216003120627388,0,0,0,0,0,0,0.16063218525235,0
X601939.CH.EQUITY,0.451845076548862,0,0,0.080338774661058,0,0,0,0,0,0,0,0,0,0.105195762773478,-0.150783976614346,0,0,0,0,0,0,0,0,0,0,0.278225829998385,0,0,0,0,0,0,0,0,0,0,0,-0.0217434504746951,0,0,0,0,0,0,0,0,0,0.140611998149299,0,0.0722807701897295,-0.0727078011054426,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297096119881933,0.095279901135627,0,0,0.174397378164952,0,0,0,0,0,0,0,0,0.189435696470585,0,0,0,0,0,0,0.0453354701042011,0,0,0,0,0,0,0,0,0,0,0,0,0.121966781821829,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0,0.379219461202084,0,0,0,0,0,0.333080992371806,0,0,0,0,0,0.211816441760898,0,0.137132778988473,0,0,0,0,0,0,0,0,0.068613145452428,0,0,0,0,0,0,0,0,0,0,-0.505481246491385,0,0,0,0,0,0,0,0.0115422804501917,0,0,0,0,0,0.310941170741881
X600036.CH.EQUITY,0,0.0319273059777637,0,0,0,0,0,0,0.0103625890402023,0,0,-0.0293064443413846,0.203881375107097,0,-0.00935179528590782,0,0,0.10236937170544,0,0.212051122948579,0,0,0,0.074456982982598,0,0,0,0,0,0,0,0.335235139151642,0,0,0,0,0,0,0,0,0,0.026714262493113,0,0.147319539738462,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0.0411014226678639
X601658.CH.Equity,0,0,0,0,0.136050914309884,0,0,0,0,0,0,0,0,0,0,0,0,0.268249366126549,0,0,0,0.0280207224622635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323448683435563,0,0.164185679259394,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.279301182824924,0,0,0.30895868539681,0,0,0,0,0,-0.0140608164296521,0,0,0,0,0,0.160652985310789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173031391175427,0.0290352313392153,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120552847873958,0.0255570575700508,-0.0666484331967181,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0538114687651815,0,0.313709879290745,0,0,0,0.0254680026579886,0,0,0,0,0,0,0,0.0244481953708204,0,0,0.0291352764889144,0,0,0,0,0,0,0,0,0.230854245770923,0.0591864726164322,0,0,0,0,0,0,0.00871670115118676,0,0,0.0344737396989098,0.0386235266099606,0,0,0,0,0,0.0851428155320608,0,0.14194041231992,0,-0.00160414932535256
X600000.CH.EQUITY,0.109285862023163,0,0,0.146147967277676,0,0,0.018336405125773,0,0,0,0,0,0.287712705216782,0,0,0,0,8.67361737988404e-19,0,0,0,0.0652615321620639,0,0,0,0,0,0,0.129896231005178,0,0,0,0,0,0,0,0,0,0,0,0,0.0259865030959614,0,0.0115416675023865,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721757678059413,0,0,0,0,0,0,0,0,0,0,0.304567658607663,0.0607316853697524,0,0.0225346751162914,0.372700148823232,0,0,0.00778370750689517,0,0.0471587103287961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367055308640485,0,0,0,0,0,0,0.257163757786756,0,0,0,0,0,0,0.00359749432366722,0,0.213524036713933,0.267860990839417,0,0,0.0569001171387246,0.0693129406473103,0.0806823978824966,0,0.0100011728472673,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348180173336394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201520034343068,0,0,0,0,0,0,0,0.0485766972310595,0,0,-0.0615382103489414,0.0197111503766051,0,0,0.285004841731462,0,0,0.139832324604878,0,-0.0785210862317221,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.383403267596835,0,0,0,0,0,0,0,0,0,0,0,0.11881489692119,0,0,0,0,0,0,0,-0.0231725889060614,-0.000319922313646663,0,0,0,0,4.33680868994202e-19,0,0.0464451787965236,0.345543909150094,0,0,0,0,0.12346517425985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03000803137744,0
X688.HK.EQUITY,0,0.268140480755574,0,0,0,0,0,0.121428363541936,0,0,0,0,0,0.0924781876259219,0.0728958647913792,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.237667641207056,0,0,0,0,0,0,0,0.121732971694344,0.053725922798471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.767089302544635,0,0,0,0,0,0,-0.105955696731927,0,0,0,0,0,0,0.0987988329031923,0,0,0,0,0,0,0,0,0,0.0379599357181413,0,0,0,-0.0408378559933538,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00873229262637428,-0.0670197794920731
X600016.CH.EQUITY,0.0488472558192774,0,0,0.115415874175017,0.0464469934379115,0,0,0,0,0,0.327380297043776,0,0.0723648301205811,0,0,0,0.179734003137038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038766491843919,0,0,0,0,0,0,0,0,0,0,0.125850207699458,0,0,0,0,0.075890565141232,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.10654221805002,0,0,0,0,0,0,0.0137396770613589,0,0,0,0,0.00239850273896461,0,0,0,0,0,0,0,0,0,0,0,0.109350359933131,0.0815510791586783,0,0,0,0,0,-1.38777878078145e-17,0.347775648263052,0,0.0877753101585519,0.0269509798589926,0,0,0,0.175977704193294,0.00255782386913172,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.212558855386625,0,0,0,0,0.0839237858700978,0,0,0,0,0,0,0,0,0,0,0,0.434739785746352,0,0,0,0,0,0,0,0,0,0,0,0.167794910457978,0,0,0.057677850504215,0,0,0,0,0,0,0.0831538386475794,0,0.0189023272379941,0,0,-8.67361737988404e-19,0
X11.HK.EQUITY,0,0,0,0,0,0.137870364974961,0.0664862318647657,0.354576723808971,0.0395693390766625,0,0,-0.00933596562972465,0,0,0,0,0,0,0,0.0709713583706585,0,0,0.388225057028161,0,0,-0.0333471833098625,0,0,0,0,0,0,0.0925714673295177,0,0,0,0,-0.169996049190883,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,-0.00828277574505498,0,0,0,0,-0.0890401982779178,0,0,0.026156551046671,0,0,0,0.537507482599454,0,0,0,0,-0.0073433301969325,0,0,0,0,0,0,0,0.0743524143632474,0,0,0,0,0,0.215803752235148,0,0,0,0,0,0,0,0.127563876296306,0,0.0120878102216268,0,0,0,0,0,0.105994001510156,0
X601998.CH.EQUITY,0,0.277630341890594,0,0,0.0771037883063256,0,0,0.0280779038201948,0,0,0.0479241693310111,0,0,0.185924061059217,0,0,0,0,0,0,0,0,0,0,0.0308333798470601,0,0,0,0,0.0892811115898282,0.0665783542225798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280488735410937,0.0936547959731578,0,0,0,0.0340718391160791
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193754670829581,0,0,0,0.107350675229661,0,0,0.292845980308519,0,0,-0.0389499068775714,0,0,0.30430051245976,0,0,0,0,0.202617216932825,0,0,0,0,0.0232434289232344,0,0,0,0,0,0,0,0,-0.223790283745985,0,0.0732960944815584,0.0612389400459797,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.216551620463529,0,0,-0.0314165869445536,0,-0.0941748158701639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605553663247342,0,0,0,0,0,0,0,0,0,0,0.0132302642707123,0.0171751905200437,0,0,0,0,0,0,0,0,0,0,0,0.0938207363697707,0
X2007.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0311048587112744,0,0,0,0,0,0.0631611387794563,0.0247125422595536,0,0,0.444825770946366,0,0,0,0,0,0.089037519058002,0,0,0,0,0,0,0.0362011872288611,0.0496906938732502,0,0,0,0,0,0,0.237567908851829,0,0,0,0.0287495401763075
X601818.CH.EQUITY,0.193546198925934,0.0468839414103757,0,0.156791929180731,0,0,0,0,0,0,0.155030655207913,0,0.246192090759785,0,0,0,0,0.0452133513761757,0,0,0,0,0,0,0,0,0,0,0,0,0.00938282981240222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334875184503927,0,0,0,0,0,-0.100766585170641,0
X600048.CH.EQUITY,0,0,0,0,0,0.0631707842222202,0,0,0,0,0.538107403831149,0,0,0,0.118181049761845,0,0,-1.38777878078145e-17,0,0,0.0782422772541854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232157270096835,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443956926265488
X002142.CH.EQUITY,0,0,0,0,0,0.16696324397076,0,0.0346150395797006,0,0,-0.113432965154012,0.066597118897552,0,0,0.405488862057731,0,0,0.0150453611243298,-0.0235746540597819,0,0,0,0,0.188520334980236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140497748265767,0,0,0,0,0,0,0,0,0,0.0795130011366617
X1113.HK.EQUITY,0,0,0,0,0,0,0,-0.00139747807020461,0,0,0,-0.0533964349216175,0,0,0.130772879284714,0,0,0,0,0,0,0,0.223145936592414,0,0,0,-6.93889390390723e-18,0,0.26368832826769,0,0,0,0,0,0,0.270584757379001,0.0166427507267932,0,0,0,0,0,0,0,0,0,0,0,0.109024925682855,0.0396883446888001,-0.0908506234763787,-0.143660295543031
X601688.CH.EQUITY,0,0,0,0,0,0,0.0577576067302243,0,0,0,0,0,0,0,0,0.20753680824744,0,-0.0266919971349469,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359012786113591,0,0,0,0,0,0.22919102024851,0.596850514277345,0.00211475804624226,0,0,0,0,0,0,0,0.0418816720722285
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0608782452642678,0,0,0,0.0846740692464449,0.140608903012368,0,0,0,0,0,0.0240325641627975,0,0,0.00850763434668838,0.0727541535968009,0.0788557777069311,0.0450048710836243,0,0,0,0,0,0.587059722273702,0,0,0.00206000249449333,0,0,0,0,0,0,0,0,0,0.0985868883360812,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,-0.128723660685904,0,0,0,0.252398677147215,0,0,0,0,0.207398146030547,0,0.414497174988187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211770261953293,0,0,0,0.264113392016471,0,0,0,0.0278701888452407,0,0,-0.00969113699437503,0,0,0,0,0,0
X2882.TT.EQUITY,0,0.0328274948823118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307103685755543,0,0,0,0,0,0,0,0.0264964745554406,0,0,0,-3.46944695195361e-18,0,0,-0.0716831655772301,0,0,0,0,0,0.0380945412578715,0,0,0.100789857953655,0,0.437146197450657,-0.108671547873742,0,0,0.259719763868719,0.0896036684547572,0,0,-0.155992263735981
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0.281706057525945,0.0143641606973167,-0.114321214851112,0,0,-0.128654461747227,0.0918297605844118,0,0,0,0,0,0,0,0.141799744443378,0,0,0,0,0,0.385832913613691,0,0,0,0,0,0,0,-0.00413747930549761,0,0,0,0.0618674435144101,0,0,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0.165815661386246,0,0,0,0.0463883618062481,0,0,0,0,0,0,0,0,0,0.712758224801675,0,-0.0688845649035671,0,0,0,0.0835622171624061,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0190662181484732,0.0820458456446528,0,0,0,0,-0.280200540026372,0.141253453651339,0,0,0,0,0,0,0,0.121211274270621,-0.0523420703084495
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270757942480564,1.07385838309758,0,0,0,0,0,0,0,0,-0.313518711528728,0,0,0,0.103945596163579,0,0,0,0,0,0,0,0,-0.0344869119076024,0,0,0.197860007020916,0,0,0,0.0530505416061192,0,0,0,0,-0.105958701135861,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.421498396468562,0,0,0,0,0,0,0,0,0,0,0,0.139944970422627,0,0.0621161209095493,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.035239001455598,0,0,0,0,0,0,0,0,0.0930451197901139,0,0,0,0.0974736606306136,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.073261071406904,0,0,0,0,0,0.0558106102027317,0,0,0,0,0.304097287195362,0,0,0,0,0,0.0852676820161309,0,0,0,0.00290756279975085,0,0.288751778806117,0,0,0,0.174486985464504,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.132706045216033,0,0,0,0,0,0,0,0,0,0,0.0633076596052242,0.0622877421348193,0.301642802787039,0,0,0,0,0,0,0,0,0.419374724863833,0.127727859189809,0.0163180952490251,0,0,0.0583817439386872,0,0.0518028993750905,0,0,0,0,0.0240393831299339,0.0336453526931218,0,-0.106453740371619,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135281191808295,0.0113048552855215,0,0,0,0.00908634658134967,0,0,0,0,0,0,0,0,0,0,0.0152179318696391,0,-0.0651719423298314,0,0,0,0,0.493560676639373,0,0,0,0,-0.0309318498462053,0,0,0,0,0,0.306307419752902,0,0,0.124702683710425,0
X600999.CH.EQUITY,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.101746996967788,0,0,0,0,0,0,0,0,0,0.00976680298723491,0,0,0,0,0.0357500560006332,0,0,0.0852426733546048,0,0,0.0895643158721038,0,0.195337243926425,0,0,0,-0.105326909899488,0,0,0,0,0,0,0,0.154494841857327,0,0,0,0,0,-0.0636403019685703
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.161860430870276,0,0,0,0,0,0,0,0,0,0,0.104568717187929,0,0,0,0,0,0.0590616517077461,-0.149206202302779,0,0,0,0,0,0,0,0,0,0,0,0,0.674812480057563,0,0,0,0,0,0,0,0,-0.0465667520757396
X601169.CH.EQUITY,0,0.0583961913525566,0,0,0,0,0,0,0,0.069870406065711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780083439362868,0,0,0.0325841911582101,0,0,0,0,0,0,0,0.270693948005933,0,0,0,0,0.113092686525738,-0.0189584594676872,0.491828702602508,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.0257067052130819,0,0,0,0.0347342175474862,0.148459273669087,0,-0.0288503161225769,-0.179455651300609,0,0,0,0,0,0,0,0,0,0,0,0,0.102196576501157,0,0,0.0921137542872172,0,0,0,0,0,0,0,-0.0167541787443801,0,0,0,0.47044471932093,0,0,0.231817688689626,0,0.0841395053190128,0,0.154219844168652,0
X2891.TT.EQUITY,0.110109405069499,0,0,0,0,0,0,0,0,-0.0823744374780125,0,0,0,0,0,0,0,0,0,0,0,0,0.0164962049767576,0,0,0,0.0468128121993529,0,0,0,0,0,0.0528441271933263,0,0,0.091739617496653,0,0,0.0766510734841666,-0.0329870768338383,0,0,0,0,0,0,0,0.5297266807401,0,0.0957719755613581,0.178764496397764,0
X600015.CH.EQUITY,0,0.161182501567501,0,0,0,0,0,-0.0762605149619563,0,0,0,0,0.37448782043255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478125352017181,0,0.10500569917033,0,0,0,0.310597553492336,-0.0710465367547337,0,0,0,0,0,0,0,0,0,0.144953836517702,0,0,0,0,0
FXI.US.EQUITY,0.298507752830562,0,0,-0.57710487454609,-0.265038543607927,0,-0.034037840957086,0,0.362620549075461,0,-0.14239724550753,0,0,-0.232953813091074,0,-0.121752423187439,0,0.141817678750971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103166096230216,0,0,0,0,0,0,0,0,0.182787940468624,0,0.538762504528928,0.378889450598185,0,0.0237798973752848
CN2YR,0,0,0,0,0.120482515903675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124667794894497,0,0,0,0,0,0,0,0,0,-0.223990077866174,0.00462104336619671,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0205381067642312,0,0,-0.00604158395859195,0
