,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.265739581732899,0.0561181602814369,0.00217138993966263,-0.0128208064265439,0,0.460852830147247,0,0,0,0.0546158973644765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903383391363468,0.0329482544205112,0,0,0,0,0,0,0,0,0,0,0.0856190649975129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.241622645473853,0,0,0,0,0,0.103160240243487,0,0,0,0.0601606661768911,0,0.0310566055519409,0,0,0,0,0,0.177517350997351,0,0,0,0,0,0,0,0,0,0,0,0.0437338364387705,0,0,0,0,0.109902305199333,0,0,0,0,0,0,0.0269656957506168,0,0,0,0,0,0,0.102049892460009
X601939.CH.EQUITY,0.457106957336178,0.131745980567985,0,0,0,0,0,0.244124613689919,0,0,0,0,0,0,0,0,0.0118174641784961,0,0,0,0,-0.142135142006563,0,0,0,0,0,0,0.159907720678686,0,0,0,0.118114806276946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117621315688321,0.162783793707995,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.246674117627273,0,0,0,0,-0.0827353707084843,0.208468809093562,0,0,0.14577802411131,0,0,0,0,0,0,0,0,0,0,0.174534731968372,0,0.0557701619916532,0.0542967273613876,0,0,0,0,0,0,0,0.0194947465600083,0,0,0,0,0,0,0,0,0,0,0,0.370820735453628,-0.113939006164458,0.000185462162313094
X601288.CH.EQUITY,0,0,0.0210719309878495,0,0,0.0857580234221086,0,0.471340089232313,0,0,-0.0902639921651479,0.145089773470253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03761506336476,0,0,0,0.0329748844561286,0,0,0,0,0,0,0,0,0,0,0,0.0731929566732913,0,0,0,0.0521012499467554,0,0,-0.0233002985375163
X601628.CH.EQUITY,0.0941462259982048,0,0,0,0,0,0,0,0,0,0,0.0797086321318809,-0.0707873500582997,0,0,-0.249268782254353,0,0,0,0,0,0,0,0,0,0,-0.0280198998374102,0,0,0,0,0,0,0.0794605393669562,0.636856356570688,0,0,0,0,0.00456539321349132,0,0,0,0,0,0,-0.00650523675466605,0,0.0432857915376913,0,0,0.189110287170619
X1299.HK.EQUITY,0,0,-0.207131881874348,0,0,0,0,0,0,0,0.106527715767873,0,0,0,0,0,0,0,0,0.0198004947839622,0,0,0.112594992001138,0,0,0,0,0,0,0,0,0,0.171578021271581,0,0,0,0,0,0.093227057278607,0.1574458160224,0.0651831077697295,0,0.296062072723229,0,0,0,0,0.298601120348808,0,0,0,0
X601988.CH.EQUITY,0.0404542885386274,0,0.0903316212957917,0,0.358126223682853,0,0,0,-2.71050543121376e-20,0,0,0,0.20961154194769,0,0,0,0.15075434823212,0,0.017914271121263,0,0,0,0.00950635400428068,0,0,0.0265978860211663,0,0,0,0,0.125442418744732,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.10644025283042,0,0,0,0,0,0,0,0,0,0,0,-0.120719516582435,0,0,0,0,0,0,0.229030082898069,0,0.17963276162063,0.130653415223581,0,0,0,0,0,0,-0.0101423268310846,0,0.0782256926576744,0,0,0,0,0,0.217098843800106,0.0671116765031812,-6.93889390390723e-18,-0.03921926593658,0.24715453510593,0,0.00725214329225342,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0570943746226409,-0.0105968181771357,0,0,0,0,0.0785738001132548,0.111083987373816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186768032511412,0.0800105040931102,0.414126215741904,0,0,0,0,0,0.0105213234517961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824907977509595
X388.HK.EQUITY,0,0,0,-0.150022394234794,0,0,0.450750212894412,0,0,0,0,0,0,0,-0.0540266895309039,0,0,0,0,-0.192831353712539,0,0.341255411242136,0.0344762794492573,0,0,0,0,0.115673158383761,0,0,0,0,-0.154249124861506,0,0,0,0,0,0,0.0445587195618025,-0.0948914558495043,0.16129875098982,0,0,0,-0.155227791418611,0,0,0,0,0.123039610612602,0
X601658.CH.Equity,0,0,0,0,0.255253842644301,0.0625038276790917,-0.0803598731089634,0.236875013656099,0,0.214327346613413,0,0,0.142665135771422,0,0,0.0218505102214081,0.414203863964673,0,0,0,0,0.270090312410163,0,0,0,0,0,0,0,0,0,-0.313940074528473,-0.022935974066255,0,0,0,0,0,0,0.0164091667198424,0,0,0,0,0,0,0,0,0,-0.327992355518578,0,0
X000001.CH.EQUITY,0,0,0,0.292225505810432,0,0,0,0.20497293715982,0,0.403072421812837,0.0999234917906824,0,0,0,0,0,0,0,0,0,0,0,0.0752999973108945,0,0,0,0.262339184192064,0,0,0,-0.0622645554837109,0,-0.219594376344912,0,0,0,0,-0.0652398540980065,0,0,0,0,0,0,-0.0351411066210754,0,0,0,0,0,0,0.140520678881015
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0337748222510864,-0.0172599850176167,0,0,0,0,0,0,0.295875661579035,0,0,0,0,0,0,0,0,0,0,0,0,0.00553131364329741,0,0.0506752491142704,0.00879287965769119,0.206738665426317,0.222454815822667,0,0,0,0,0,0,0.229532837132226,0,0.0194931886315331,0,0,0.0506041876985035,3.46944695195361e-18,0,0
