,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.169808901181969,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.144785982812327,0,0,0,0,0,0,0,0.0557232475682247,0,0,0,0,0.221599151995489,0,0,-0.0367305907400592,0,0,0,0,0,0,0,0,0,0,0.130431638033392,0,-0.200546752567809,0.132148187397351,0,0.00289523303724688,-0.143960228512324
X601939.CH.EQUITY,0.120550053684188,0,0,0.277870713263301,0,0,0,0,0,0,0,0.00449856965797726,0,0.30407535702932,-0.0623174895755986,0,0,-0.0679823392577799,0,0,0,0,-0.0620908584592383,0,0,0.0796484244138781,0,0,-0.121815935441534,0,0,0,0,0,0,0,0,0,0,0,0,0.120767914014284,0,0,0,0,0.150298678721458,0,0.166738697008325,0,0,0.129807860823777
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453596321426608,0,0,0.0332174628600047,0,0,0,0,0,0,0,0.0144976131393128,0.152126854012903,0,0,0,0,0,0,0,0.229212977587619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147456453877405,0,0,0,0,0,0,-0.0847698906554231,0,0,0,0,-0.0987623812927466,0,0,-0.00548892474111038,0
X601988.CH.EQUITY,0,0,0,0.432236957398502,0,0,0,0,0,0.211517857944537,0,0,0,0,0.0511433954137244,0.294382840979526,0,0,0.164704008096927,0,0,0,0,0,-0.0227288678512006,0,0,0,0,0,0,0,0,0,0,0,0,-0.472622451845457,0,0,0,0,0.201583910676532,0,0,0,0,0,0,0,0,0.391170084239706
X600036.CH.EQUITY,0,0.16139006514784,0,0,0,0,0,0.122127203780456,0,0,0,0,0.210832018031344,0,0,0,0,0,0,0,0,0,0.106557957620865,0,0,0,0,0,0,0,0,0.30889920320025,0.0477211167407039,-0.0369927762740724,0,0,0,0,0,0,0.059290089569445,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.020510735210487,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0.0192434510431593
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.0984874098821815,0,0.165582441632859,0,0,0,0,0,0,-0.05357604858656,0,0,0,0,0,0,0,0.0216309480885787,0.32601076723019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958090383990572,0.193509761114541,0,0,0,-0.0324910513063749,0,0,0,0,0.0281842785793194,0,0,0,0
X388.HK.EQUITY,0,0,0.188970688298973,0.0495943478476571,0,0,0,0,0,-0.0377195840158646,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.484605220203263,0,0,0.0361924629288099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094182383635687,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X601328.CH.EQUITY,0.173819392095196,0.213800924972602,0,0,0,0,0,0,0,0,0.00202201810883057,0,0.0690024250702862,0,0,0,0,0,0,0,0,0.0521946179109607,-0.0575845657332525,0,0,0.09144256136025,0,0,0,0,0.1921242054916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18347399097384,0,0,-0.0159181690076348
X601166.CH.EQUITY,0,0,0,0.0754289077080237,0,0.139525263909573,0,0,0,0.0211527783276273,0,0.0230801670476118,0,0.223865006069261,0.096327565799432,0,0,0,0.20096918306901,0,0,0.040172155160433,0,0,0,0,0,0,0,0.179620708550486,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.156225328226702,0,0,0
X600000.CH.EQUITY,0,0,0,0.253618176912321,0.0562653558963465,0.143436630378542,0,0,0.0683804605023548,0,0,0.123377410017564,0.110825097994092,0,0,0,0,0,0,0,0,0.0146626578027136,0,0,0,0,0,0,0,0.145395498897907,0,0,0,-0.00935849510445767,0,0,0,0,0,0,0,0,0,0,0,0,0.0200323908835019,0.00920120746929259,1.73472347597681e-18,0,-0.0178113008091658,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.036271453979096,0,0,0,0,0,0,0.260597904320007,0,0,0,0,0,0,0,0,0,0.053241612647439,0.161395101697461,0,0.185176570569788,0,0,0,0,0.118636073128194,0,0,0,0,0,0,0,0.0283632209154276,0.0185378643639396,0,0,0,0,-0.0450845804827864
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324590715966616,0.0426893179268404,0,0,0,0,0,0,0,0,0,0.0263921540579555,0,0.00836880895549646,0,0,0.375525292211414,0.0588742084732214,0.105620746656724,0,0.00772312824621707,0,0,0.00434446838166316,0,0,0.0417385474427914,0,0,0.0298192602758542,0,0,0,0.0848073570053789,0
X16.HK.EQUITY,0,0,0,0,0.0377132695429003,0,0.134683588089472,0,0,0,0,0,0,0,0,0,0,0.0775218170397969,0,0,0,0.18934221457413,0,0.171848990277842,0,0,0,0,0,0,0,0,0.0888336564263309,0,0,0,0,0,0.340550867482135,0,0.0767644846926143,0,0.0189007386562388,-0.120133953241615,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.175394137967605,0.0838136923628338,0,0,0,0,0,0,0.395345976982674,0,0,0,0,0,-0.0964922317024099,0,0,0.062001702379023,0,0,0,0,0.095162663847522,0,3.46944695195361e-18,0.141963540404585,0,0,0.242233250624079,0,-0.0313460719183202,0,0.0080123814933963,0,0.15371837875188,-0.0601368003288218,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.184497850679876,0,0,0.186377891510112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131794128775427,0,0,0.098223796307677,0,0,0,0,0,0.161759812785962,0,0,0,0,0.0378037995036542,0,0,0,-1.38777878078145e-17,0,0,0.0355075633657008,0,0,0,0.107313653441625,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149354671741123,0,0,0,0,0,0,0,0.120982874980765,0,0,0,0.0463626247246705,0,0,0,0,0,0,0.167606271957082,0,0,0,0.152107414164289,0,0,0,0,0.199608069296148,0.061830607127338,0.344784189571119,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182404488113302,0.0516079479377351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890845279054851,0,0,0,0,0,0,0.0591514761035209,0.0062450882934422,0,0.356410362374387,0,0,0,0,0,0,0,0.0747099212937063,0,0,0,0,0
X600016.CH.EQUITY,0.0211907481029601,0.0252789977451134,0,0.205432560336922,0,0,0,0,0,0,0,0.238981986481358,0.0473587718582915,0.103630103042297,0,0,0.276817820638687,0,0,0,0,0,0,0,0,0.0568654614815541,0,0,0,0,0.0137140472562101,0,0,0,0,0,0,0,0,0,0,0,0.0797630255803463,0,0,0,0,0,0,0,0,0
