,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191132864291978,0,0.204931127272275,0,0,0,0,0,0,0,0,0,0,0.1007183465603,0,0,-0.150131467530041,0,0,0,0,0,-0.279457964550569,0,0,0,-0.0774991531192638,-0.160090970766039,0.880292678643208,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.131581350907675,0,0,0,0.175350947294829,0,0,0,0,0.185011087759167,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0045614429130382,0,0,0,-0.233259471699671,0,0,0,0,0,0,0.379696569450825,0,0,0.109482907392253,0,0,0,0,0,0,0.0881740481910829
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.594442130517413,0.336967006749716,0.0926664065377556,0.53450480236846,0,0,0,0.167840939178453,0.265004103510868,0,0,0,0,0,0,0,0,-0.350317594852982,0,0,0,0,0,0.02974488203532,0,-0.710481764608914,0,0,0,0,0,0,0,-0.402588236511867,0.24215923731041,0,0,0,0,0.403295181803882,0,0,0,0
X5.HK.EQUITY,-0.0641066544787686,-0.0737140504701706,0,0,0,0,0,0,0,0,0,0,0,0,0.528365505467792,0,0,0.00873297359546284,0.406507784568991,0,0,0,0,0.0645767094586071,0.175592493887731,0,0,0,-0.0796420052772391,-0.11257627080123,-0.088895020247279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006912570077,0,0,-0.105821320433146,0,0,0
X601988.CH.EQUITY,-0.371804496793889,0,0,-0.0244037213163662,0.4847946342032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7684130746184,0,0,-0.0718962079365138,0,0,0,0,-0.555384476808583,0,0,0,0,0,0,0,0,0.117626181591425,-0.0489379606923766,0,0,0.138377087570634,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109181156569441,0.0143790968385104,0,0,0.134778952332352,0,0,-0.0735868489352179,0,0,0.0271304735292486,0.138941831372526,0,0,0.0606705293866576,0,0,0,0,0,0,0.165521340605438,0,0,0,0,0,0.145065458975675,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0800749737381379,0.033408627040194,0,0,0,0,0,0,0.088613691864229,0,0.482428865967198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499212653103748,0,0,0,0,0.220579526213541,0.13276072051033,0,0,-0.0325085877283599,0.0339856238183344,0,1.73472347597681e-18,0,0,-0.0453870775279852,0,0,0,0,-0.177439102947805
X601328.CH.EQUITY,0,0,0,0,0,0,0.443803419447942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596487942471325,0,0.218137481187035,0.189022674271195,0,0.145665344313989,0,0,0,0,0,0,-0.201129138016024,0,0,-0.076940934436411,0,0,0,0,0,0.115171868268153,-0.0186000205221529,0,0,0,0,0,-0.267234036495866
X601166.CH.EQUITY,0,0,0,0.241187111930468,0,0,0,0,0,0,0,0.285191753694812,0,0,0.0304678985556266,0,0,0,0.0133233753767191,0.168432374635036,0,0,0,0,0,0,0,0,0.122896767644639,0,0.038481221181071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.541125696387079,0,0,0,0,0,0,-0.0437740055625261,0,0,0,0,0,0,0,0,0,0,0,0.257156786690173,0,0,0.101512912408685,0,0.0489241443885593,0,0,0,0,0,0,-0.00838216862741723,0,0,0,0,0,0,-0.298469422227631,0,0,-0.123510160829217,0,0,0
X601601.CH.EQUITY,0,0.103238136465265,0,0,-0.035104152089602,-0.13143451282989,0.0239044181304869,0,0.576750024192629,0,0,0,0,0.0484045855030747,0,0,0,0,0,0,0,0,0,0.0217830115552665,0,0,0.0420234005249858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181914740700144,0,0.0169056000939504
X601319.CH.EQUITY,0,0,0,-0.0624724128434696,0,0,0,0,0,-0.0841637130867365,0,0,0.282069007792748,0,0,0,0,0,-0.105789243373963,0,0,0,0,0.13215872374052,0,0,0,0,0,0,0,-0.0594179897256618,0,0,0,0.374816093712117,0,0,0,0,0,0.152749964535085,0,0,0,0,0,0,-0.0832688719415274,0,0
X000002.CH.EQUITY,0,0,0,0,0.296840447048586,-0.0877272800930074,0,0,0,0,0,0,0.223583932562039,0,0,0,-0.365542833869109,0,0,0,0,0.30016527184379,0,0,-0.0874882350731428,0,0.321378177456191,0,0,-0.0756103987252303,0.443674006607012,0,0.0259186888687432,0,0,0,0,0,0,0.0728164874165701,0,0,0,0,0.249190452021651,0,-3.46944695195361e-18,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0263553282810544,0.0977587949955894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198423296061097,0,0,0.0218435206129812,0.145085209381495,0.168430879939244,0.324609409638672,0,0,0,-0.0714434797855125,0,0,0.305845558137292,0,0,0,0.0696757307311345,0,0.0741526757176012,0,0,0,0,0,0
X11.HK.EQUITY,0.18701610974631,0,0,0,0.405534852172155,0,0.0467010574188899,0,0,0,0,0.138962021857587,0.131282555828677,0,0,0,0,0,0.0879764079529816,0,0,0,0,0,0,0,0,0,0,0.0715558389647718,0,0,0,0,0,0,0,-0.052928378905109,0,0.0829425358006414,0,0,0,0,0.161169867983137,0,0,0,0,0,0
