,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.470494080976527,0,0,0.398109401646878,0,0,0,0,0,0,0,0,0,-0.0567844729366963,-0.00473642957787948,0,0,-0.0758994703640245,0,0.0421937665273215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228579561242639,0,0,0,0,0,0,0,0,0,-0.0886140712283237,0,0,-0.188588251216279,0,-0.031038853893293
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149437651107061,0,0,0,0,0,0,0,0,0.0996397629935645,0,0,0,0,0,0,0,0,0,0,0.122317497933957,0,0,0,0,0.4075702750161,0,0,0,0,0,0,0,0,0.0996047728781794,0,0,0,0.0110788979050169,0,0,0,0,0.0186266937497883,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.135114650194821,0,0,0,0,0.0441492784835189,0,0,0.0698047648366125,0.0893599780793103,0,0,0,0,0,0,0,0,0,0,0.100222600146014,0,0,0,0,0.130014853312786,0,0,0,0,0,0,0,0.0466482140049896,0,0,0,0.0784770302607302,0,0.0670015829705887,0,0,0,0.271595759370119,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0847701075612269,0,0,0,0,0,0,0,0,0.0274791995415037,0,0,0,0.255150005923693,0,0,0.154061343015287,0.206259714494954,0,0.0116197788711241,0,0.436233420216109,0,0,0,-0.0422553737374455,0,-0.317447196759912,0,0,0,0,0,-0.0315162532170869,0,0,0,0,0,0,0,0,0,0,0,0,-0.141225990155319,-0.0407789582856408,0.140650957079511,0
X601988.CH.EQUITY,0,0,0,0.27706686470987,0,0,0,0,0,0.306160422153271,0.179687547588785,-0.0577453944700773,0,0,-0.129282693128379,0,0,0,0,0,0,0.050567127003766,0,0,0,0,0,0.11674210790965,0,0,0,0,0,0.0511030059500752,0,0,0,0,0,0.0519530733494737,0,0,0,0.0248256893686199,0,0,-0.0293034750332677,0.131032437570169,0,0.00872307773934677,0.110543903830758
X600036.CH.EQUITY,0,0.235649775997613,0,0,0,0,0,0,0,0,0,0.0565448073967719,0,0.0713919969119725,0,0,0.0479691926037393,0,0,0.0279988696604187,0,0,0,0,0,0,0,-0.0870236107381689,0,0,0.0187477339548898,0.247174682290684,0,0.154585528068104,-0.161227675554374,0.0498032189661923,0,0,0,0.192910788698518,0,0,0,0,0,0,0,0,0,0.223477447513155,0
X1299.HK.EQUITY,0,0.0520697939259359,0,0,0,0,0,0,0,0,0,0,0,-0.0851607021152709,0.0104020786349729,0,0,0.303544152840835,0,0.204681822967319,0.305643141048531,0,0,0.167644189205335,0,0,0,0,0,0.0346874257556228,0,0,0,0,0,0,0,0,-0.154640717177456,0,0,0,0,0,0,0,0,0,0,0,-0.208494439395354
X601628.CH.EQUITY,0,0,0,0.0548133892057634,0.00943052574011956,0,0,0,0,0,0.0148197737202793,0,0.0183223199264631,0,0,0,0.178739534173153,0,0,0,0,0,0.0142195538367438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357548769908692,0,0,0,0,0,0,0,0,0,0.165254116122289,0
X601328.CH.EQUITY,0,0.0229690583006508,0.0989518021997445,0,0,0.346472970109468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153408579530567,0,0,0.0443253403031177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416272636624746,0,0.097476190476724,0.0385870975326286,0,0.139829723783599,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.2549802541591,0.0983801934685369,0,0.0567849002616593,0,0,0,0,0,0,0,0.225091271164501,0,0,0,0,0,0,0,0,0,0,0.204454743470192,0,0,0,0,0,0.32269291951253,0.0357209270943986,0,0,0,0,0,0,0,0,-0.106726021525685,0,0,0,0,0,0,-0.146356227636355
X600000.CH.EQUITY,0.0401484208176688,0.138016675141151,0,0,0,0,0.172718863846416,0,0,0,0,0,0,0,-0.0553253248481433,0,0,0.00230890520520201,0,-0.071906339841339,0,0.301828211282464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225276240488362,0.0252323987385619,0,0,0.126881693861758,0,0.223698383352463,-0.00238897952497559,0,0,0,0,0,0.06433490820349
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.238322398912642,0,0,0,0,0,0,0,0,0,0.0825719654806108,0,0,0.187680031146911,0,0.105101593110972,0,0,0.0317412693225402,0,0,0,0.0695658320910631,0,0,0,0.256327926652496,0,0,0,0,0,0,0,0,0,0.101172442246677,0.0743904994404984,0,0,0,0,-0.0102791192977559
X000001.CH.EQUITY,0,0.066905553675065,0,0,0,0,0,0,0,0,0,0,0.166505889230648,0,-0.0270100986925651,0,0,0,-0.11448216720154,0,0,0,0,0,0,0,0,-0.150746394429875,0,0,0,0,0.263943664771093,0.183538635278066,0,0,0,0,0.326371377831152,0,0,-0.0478904731902825,0,0,0,0,0,0,0,0,-0.170114449767273
X000002.CH.EQUITY,0,0,-0.131150814446772,0,0.0386041696348743,0,0,0,0,0,0,0,0,0.050134476603071,0,0,0.17989205350874,0,0.151014644992123,0,0,0,0,0,0,0,0,0.12319285457501,0.495251870738059,0,0,0,0,0.249901118901121,0.0400036384512383,0,0,0,0,0,0,0,0,0,0,0,0,-0.315972424130331,0,0.253855599634975,0
