,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.163361348713116,0.0727896274946172,0.0463355894108146,-0.00301170946420798,0,0.35462147399328,0,0,0,0.0764993279530776,0,0,0.0258863029303317,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0747527745878332,0.0740265220576787,0,0,0,0,0,0,0,0,0,0,0.104220214864309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.0951376411813831,0,0,-0.0363201155897687,0,0,0,0,0.0989050554585245,0,0,0.0221506442852381,0,0,0,0,0,0.0104832095016013,0,0,0,0.149656965594718,0.617042232004079,0,0,0.0732825954583121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012553433224229,0
X601288.CH.EQUITY,0.229856218836403,0.0501273182937883,0.0422771036015982,0,0,0.0831008564770448,0,0.394427408075449,0,0,0,0.0514840403641686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462878352384467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908652237547117,0.0456115448235286,0,0.0305802631545399,-0.0906881586978733
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745497215671744,0,0.0643694689730563,0,0,0,0,0,0.164796971122564,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.179872670257881,0,0.171210930443062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105919842733877,0,0.0735009334607227,0,0.0784861345273999,0.132097711854532,0,0.0883897431930523,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.631774644965071,0.202457299777803,0,0,0,0,0,0.117770000849907,0,0.0905953078486624,0,0,0,0.0729466511124781,0,0,0,0,-0.0450418496422766,0.0139575669972339,0,0,0,0,0,0,0,0.0443811487554398,0,0,0,-0.00293736797785812,0,0.0187363297367616,0,0,0,0.0890897109557265,0,0,0,0,0,0,0,0,0,-0.0643018692001041,0
X5.HK.EQUITY,0,0,0,0,0,0.00928973171646749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134085851928446,0,0,0.174247320028437,0.0841707702033873,0,0,0,0,0.0155371847571487,0,0,0,0,0,0,0,0,0,0.339388866514988,0,0,0,0,0.162986250701869,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165646922883426,0,0.22038167171835,0,-0.0284981246184737,0,0,0,0,0.076571409137843,0.0991916292632509,0,0.0605335092286005,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.141073249280687,0.31479340807529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137285903966687
X388.HK.EQUITY,0,0,0,0,-0.0649906543512535,0,0.15923670450432,0,0,0,0,0,0,0,0,-0.0383580536131138,0,0,0,0,-0.103610799569295,0.554833265668403,0.0267226016792164,0,0,0,0,0,0,0,0,0,-0.00830012815857347,0,0,0,0,0,0,0.116069479343163,0,0.115156846045438,0.087884152763084,0,0,0,-0.243870830401555,0,0,0,0.153412260331472,0
X601658.CH.Equity,0,0,0,0.271450203425035,0,0,0,0.0436476862503678,-0.171954431763073,0.275435966738485,0,0,0.097178628288864,0,0.0128236547211351,0.0759463054604842,0.391782157038412,0,0,0,0,0.305260165672301,0,0.00538302642117469,0,0,0,0,0,0,0,-0.54818286056944,0,0,0,0,0,0,0,0,-0.070298516491888,0,0,0.139646178091469,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.270582621626116,0,0,0.0566207450175198,0,0,0.104858466892705,0,0.419919545151551,0.0662769101436411,0,0,0,0,0,0.0312334418476602,0,0,0,0,0,0,0,0,0,0.458812067134772,0,0,0,-0.128114036448364,-0.080820026881028,-0.0788996225858621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122609802493952,0,0,0.0397784279990656
