,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.462631523848775,0.0884367405545678,0.0923469206109229,0,0,0,0,0,0,0,0,0,0,0,0.0764758946093999,0,0,0,-0.0544010852370177,0.056506523098322,0,0.106736675419835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698992149979243,0,0.0157246856033412,0,0,0.00831904502836565,0.0309473246748056,0.22093793322594,0.0175314524146677,-0.110301119698698,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.217950609174428,0,0,0,0.283917946965571,0,0,0,0,0,-0.0238062602170855,0.164701593207484,0,0.021944590184996,0,0,0,0.0890120001938735,0,0.124685301360072,0,0,0,0,0.134879875819894,0,0.231145128769765,-0.0300365506815727,0,0,0,0,0,0,0,0,0,0,0,-0.064322648175952,0,0,0,0,0,0,0,0,0,0,0,0.0347012164952091
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.104057076340783,0,0.111808443781982,0,0,0.0799711063112136,0,0.389227259326383,0,0,0,0,0,-0.0107714967608548,0,0.0438756367636195,0,0,0,0,0,0.00244208543700452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186035401299403,0,0,0,0,0,0.122225383231124,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0599940737642579,0,0,0.0934854139902696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311275115685665,0,0,0,0,0,0,0,0.0688721285248505,0,0,0.0874383634331789,0,0.249708936506915,0.220029174848305,0.136677024429243,0,0,0,0,0,0,0.303047062208436,0,0
X601988.CH.EQUITY,0,0.118029241053409,0.049488225159776,0.289647227803807,0.18242502778352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286509322692994,0,0,0,0,0,0,0,0,0.138495116716671,0,0,0.128410825907319,-0.0441811670315602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208613249109363,0,0,0,-2.73301558317566e-05,0,0,0,0,0,0,0,0,0,0,0.0979595668139284,0.0108162890946513,0.101186882716563,0,0,0,0.0557296542120359,0.232658374009036,0,0,0,0,0,0,0,0,0,0,0.331327308230303,0,0,1.73472347597681e-18,0,0.174190007695206,0,0,0,0.00242088792015948,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761382101422479,0.169972103794103,0,0,0,0,0,0,0,0.0960568733278369,0,0.00244294817973722,0,0,0.0600213730353778,0,0,0,0,0,0,0,0,0.183628906727472,0,0,0.36725673916559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229460156084388,0,0,0,-0.0553923803614328,0,0,0,0
