,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0193184548138761,0,0.164864933691701,0,0,0.110447910128582,0,0.246171689008507,0,0,0,0,-1.38777878078145e-17,0.189959127743079,0,0,0,0,0,0,0,0,0,0,0,0,0.0424150728911493,0,0.137889759814517,0,0,0,0,0,0,0.0288897043565191,0,0,0,0,0,0,0,0,0,0,0.049119373093159,0,0.00614924646960737,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269217120604949,0,0,0,0,0,0,0,0,0,0,0,0,0.413715614899459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19190556825994,0,0,0.108133149555677,0,0,0.00677978775461808,0,0,0,0,0.00386225463555096,0,0,0,0,0
X601288.CH.EQUITY,0.352872276050916,0,-8.67361737988404e-19,0,0,0.499107725723262,0.00610417481947321,0,0,0,0,0.0100930401507401,0,0,0.0387769000386092,0,0,0,0,0,0,-0.0328491108935766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194850697324384,0,0,0,0,0.0900628575409138,0,0,0.00901207992171577,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.05322060562325,0,0,0,0,0.239356641396656,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.535995870268481,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.10399928925171,0,0,0,0,0,0,0,0,0,0,0,-0.17843645867044,0,-0.0566864100741799
X601988.CH.EQUITY,0,0.0659346330593675,0,0,0,0,0,0,0.0804659370862766,0,0,0,0,0.0117733071690016,0,0,0,0.219497613003709,0.127638784493973,0,0,0,0,0.298472267659918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138632679017829,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138198503782332,0,0,0,0,0,0,0,0.375927693378509,0,0,0,0.178681650346209,0.225349889443524,0,0,0,0,0,0.010758695199119,0,1.73472347597681e-18,0.27820619751623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497830075170526,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.30349263128217,0,0,0,0,0,0.205214305600061,0,0,-0.240712653015332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600804716951252,-0.0975899864245619,0,0,0,0,0,-0.0270297029750987,0,0,0,0.749723091809711,0,0,0,0,-0.0866214377849884,0.621599700146018,0,0,0,0
