,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.204706622401616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686144250862555,0.134193298116888,0,0,0,0,0.0651602758374522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195010837352458,0,0.0625358339658458,0.185679709961043,0,0.0260797917843867,0,0,0,0.115819387585627,0,0
X002142.CH.EQUITY,0.156469224465739,0,0,0,0,0.770780355020676,-0.102833968473828,0,0,0.132009745747603,0,-0.294412962445241,0.0100974812843035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209692140538767,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0590711107790093,0.0767446581385928,0,0.220342503060266,0.0397205436699154,0,0.22889517557464,0.099272452060178,0,0.118118282404633,0,0,0,0,0,0,0,0.0826532465301667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189437346591939,0,0,0,0,0.0210952895547258,0,0,0,0,0,0,0,0,-0.0355392613106319,-0.0178342086940209,0
X600015.CH.EQUITY,0,0.0290973943263878,0,0,0,0,0.338193357021309,0,0.498782863073272,0,0.144740646716449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547763523966795,0,0,0,-0.391022369930139,0,0,0,0,-0.0337321161719322,0,0,0,-0.289935740087204,0,0,0.0280591820855996,0,0,0.168725639114071,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.123501300968669,0.058342289065833,0.540625473649761,0,0,0,0.00620093752579316,0.09152818309152,0.094990203779563,0,0,0,0,0,0,0,0,0,0.0598710493788442,0,0,0,0,0,0,0,0,0,0.00316761556016116,0,0,0.0341510415706945,0.0834300574109791,0,0,0,0,0,0.0815127267737496,0,0,0,0,0,0.0950633978076034
X600036.CH.EQUITY,0.0845154235311122,0.0501851175808975,0,0,0,0,0,0,0,0,0.109388303483846,0,0,0,0,0,0,0,0,0,0.194784864593106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989946078792919,0.116705075210562,0.0220982778647284,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.65959888476678,0,0,0,0,0,0.0537278737815761,0,0,0,0,0,0,0,0.0581616501785922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00997517010892934,0,0,0,-0.0571442995028834,0,0,0,0,0,0,0,0,0,0,0,-0.0856620422321299,0,0.0257340020184741,-0.0484210494939269
X601166.CH.EQUITY,0.111806207323194,0.0203176413474362,0.380247333189477,0,0,0,0,0,0,0,0,0,0,0.0350914435503622,0.205074523947675,0.0273882321844324,0,0.0330161005697381,0,-0.010067037204394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199600584691106,0.0297140539979608,0,0,0.00869831136697758,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.193670801195103,0.159663104364516,0.61604534787512,0.0986330288584844,0,0,0,0,-0.135724528364337,0.0011182161286422,0,0,0,0,0,0,0,0.0711214851044992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265541358497524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.070380812463103,0.311412500305249,0.27698412436752,0,0.125369738188054,0,0.00717800659035164,0,0,0,0,-0.109010708172073,0,0,0,0,0,0,0,0,0,-0.126938666455741,0,0,0,0.158779030805795,0.0291136312754184,0,0,0,0,0,0,0,0,0,0,-0.128532949540782,0,0,0,0,0.17493732494431,0,0,0,0,0,0,-0.329449342084582,0.122357678653775,-0.245931256562388,0
