,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.359254395483637,0,0.308153813528301,0,0,0,0,0,0.0475290932223505,0,0,-1.38777878078145e-17,0,0.0512356544931425,0,0,0,0,0,-0.0444757555135174,0,0,0,0,0,0,0.0432750292812128,0,0,0,0,0,0,0,0,0,0,0,0,0.0897200204250425,0,0,0,0,0,0.0585091491879089,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0
X601939.CH.EQUITY,0,0,0,0.332386607722026,0,0.0707210856999353,0,0,0,0,0,0,0.438379157802335,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0569180877929431,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35389951196016,0,0.00620583256829692,0,0,0.497588892883073,0.00350821802438627,0,0,0,0,0.0105274822025783,0,0,0.0407617676539135,0,0,0,0,0,0,-0.0321755828835689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165022232322191,0,0,0,0,0.0955227302431179,0,0,0.00716609022989769,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.094338208414512,0,0,0,0,0,0,0,0,0,0.145895091139884,0,0,0,0,0,0,0,0,0,0.0921538967152794,0.229798302288884,0,0,0.253184708244406,0,0,0.0914090348212713,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0506946025105784,0
X601988.CH.EQUITY,0.411086846501602,0,0.0593166371404503,0,0,0,0,0,0.0419062025603848,0,0,0.00820446037700465,0,0,0,0,0,0.0820276423655103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162652978108727,0,0,0,0.0267170872096363,0,0,0,0,0,0,0,0,0,0,0.207391489555935,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.335508984579164,-0.0199011755303489,0,0,0,0,3.46944695195361e-18,0,0,0.469884946178928,0,0,0,0,0,0,0,0,0,0,0.0528182395275155,0,0,0,0.0767187599824066,0,0,0,0,0,0.0186617300800965,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707277848702725,0,0,0.407919653311097,0,0,0.150852430862723,0,0,0.0781132340474949,0,0,0,0,0,0,-0.0287498283063272,0.399827672618604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0216679848662294,0,0,0,-0.523523420687313,0.227167740924939,0,0.185887202926379,-0.273454710441443,0,0,0,0,0,0,0,0,1.05641054604058,0,0,0,0,0,0,0.189479114676955,0,0,0,-0.118150935355198,0,0.039461825214794,0,0,0,-1.14411921214369,0.0181344968617393,0,0,0.915500083135892,0,-0.207655309814297,0,0,-0.00300947133840532,0
